Downloaded at: 2026/09/16 15:35:27

,Inatori,Inatori,Inatori,Inatori,Inatori,Inatori,Ajiro,Ajiro,Ajiro,Ajiro,Ajiro,Ajiro,Mishima,Mishima,Mishima,Mishima,Mishima,Mishima,Fujisan,Fujisan,Fujisan,Fujisan,Fujisan,Fujisan,Gotenba,Gotenba,Gotenba,Gotenba,Gotenba,Gotenba
Date,Min temperature (℃),Min temperature (℃),Min temperature (℃),Max temperature (℃),Max temperature (℃),Max temperature (℃),Min temperature (℃),Min temperature (℃),Min temperature (℃),Max temperature (℃),Max temperature (℃),Max temperature (℃),Min temperature (℃),Min temperature (℃),Min temperature (℃),Max temperature (℃),Max temperature (℃),Max temperature (℃),Min temperature (℃),Min temperature (℃),Min temperature (℃),Max temperature (℃),Max temperature (℃),Max temperature (℃),Min temperature (℃),Min temperature (℃),Min temperature (℃),Max temperature (℃),Max temperature (℃),Max temperature (℃)
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Quality info,Homogeneity no.,,Quality info,Homogeneity no.,,Quality info,Homogeneity no.,,Quality info,Homogeneity no.,,Quality info,Homogeneity no.,,Quality info,Homogeneity no.,,Quality info,Homogeneity no.,,Quality info,Homogeneity no.,,Quality info,Homogeneity no.,,Quality info,Homogeneity no.
2022/5/30,19.1,8,1,28.2,8,1,19.5,8,1,26.6,8,1,16.4,8,1,29.2,8,1,-1.1,8,1,7.1,8,1,14.2,8,1,28.5,8,1
2022/5/31,16.1,8,1,22.2,8,1,16.4,8,1,22.6,8,1,16.8,8,1,23.5,8,1,-3.7,8,1,3.5,8,1,13.9,8,1,20.5,8,1
2022/6/1,17.3,8,1,24.0,8,1,18.1,8,1,23.3,8,1,17.0,8,1,27.5,8,1,-3.7,8,1,1.0,8,1,13.4,8,1,24.0,8,1
2022/6/2,18.2,5,1,25.7,5,1,17.4,8,1,25.3,8,1,15.1,8,1,28.5,8,1,-5.0,8,1,-0.1,8,1,11.4,8,1,25.4,8,1
2022/6/3,18.2,8,1,28.2,8,1,17.6,8,1,25.3,8,1,18.6,8,1,28.5,8,1,-4.8,8,1,-1.3,8,1,15.3,8,1,25.3,8,1
2022/6/4,17.5,8,1,23.1,8,1,17.7,8,1,22.0,8,1,18.1,8,1,26.0,8,1,-9.8,8,1,-1.7,8,1,15.2,8,1,22.5,8,1
2022/6/5,18.9,8,1,23.8,8,1,18.5,8,1,26.0,8,1,18.5,8,1,26.4,8,1,-3.7,8,1,-1.1,8,1,15.9,8,1,22.7,8,1
2022/6/6,15.1,8,1,20.1,8,1,15.8,8,1,20.1,8,1,17.1,8,1,20.9,8,1,-4.0,8,1,4.2,8,1,13.6,8,1,17.6,8,1
2022/6/7,15.2,8,1,22.1,8,1,15.0,8,1,21.0,8,1,16.2,8,1,24.5,8,1,-4.3,8,1,-0.6,8,1,12.5,8,1,20.4,8,1
2022/6/8,15.0,8,1,20.3,8,1,14.9,8,1,20.1,8,1,15.8,8,1,24.9,8,1,-6.4,8,1,-2.0,8,1,12.4,8,1,17.8,8,1
2022/6/9,16.7,8,1,23.2,8,1,16.0,8,1,21.7,8,1,16.3,8,1,25.9,8,1,-6.9,8,1,-2.0,8,1,13.0,8,1,21.3,8,1
2022/6/10,17.4,8,1,24.8,8,1,18.6,8,1,23.6,8,1,17.7,8,1,27.1,8,1,-7.3,8,1,-1.2,8,1,14.2,5,1,24.0,5,1
2022/6/11,17.3,8,1,23.3,8,1,17.0,8,1,22.3,8,1,18.5,8,1,26.1,8,1,-3.5,8,1,0.1,8,1,15.3,8,1,21.4,8,1
2022/6/12,17.6,8,1,25.8,8,1,17.9,8,1,25.8,8,1,17.5,8,1,27.3,8,1,-7.3,8,1,-1.2,8,1,14.7,8,1,26.0,8,1
2022/6/13,17.5,8,1,24.3,8,1,16.6,8,1,23.8,8,1,17.5,8,1,27.8,8,1,-5.8,8,1,1.2,8,1,13.4,8,1,24.4,8,1
2022/6/14,15.5,8,1,18.5,8,1,15.8,8,1,18.2,8,1,16.2,8,1,20.2,8,1,-1.4,8,1,3.1,8,1,13.1,8,1,15.3,8,1
2022/6/15,15.4,8,1,19.6,8,1,15.4,8,1,19.1,8,1,15.6,8,1,21.5,8,1,-3.4,8,1,3.5,8,1,12.7,8,1,17.2,8,1
2022/6/16,17.5,4,1,24.4,4,1,17.5,8,1,25.2,8,1,17.9,8,1,25.9,8,1,-2.6,8,1,0.7,8,1,15.6,8,1,22.2,8,1
2022/6/17,20.3,5,1,28.0,5,1,21.7,8,1,27.3,8,1,21.4,8,1,27.4,8,1,-4.7,8,1,-0.4,8,1,17.9,8,1,23.8,8,1
2022/6/18,19.8,8,1,24.7,8,1,19.9,8,1,25.1,8,1,19.9,8,1,25.2,8,1,-1.2,8,1,3.2,8,1,16.7,8,1,22.6,8,1
2022/6/19,18.8,8,1,26.9,8,1,19.5,8,1,28.5,8,1,18.7,8,1,27.5,8,1,0.6,8,1,5.3,8,1,15.1,8,1,25.6,8,1
2022/6/20,21.8,8,1,28.9,8,1,22.5,8,1,28.8,8,1,23.0,8,1,28.5,8,1,0.3,8,1,6.9,8,1,19.3,8,1,25.8,8,1
2022/6/21,21.0,5,1,26.0,5,1,21.1,8,1,27.1,8,1,21.2,8,1,28.0,8,1,2.0,8,1,4.4,8,1,19.0,8,1,25.6,8,1
2022/6/22,20.9,8,1,25.6,8,1,20.7,8,1,25.8,8,1,21.2,8,1,27.3,8,1,2.4,8,1,9.8,8,1,18.6,8,1,25.8,8,1
2022/6/23,21.1,5,1,25.7,5,1,21.0,8,1,25.0,8,1,22.0,8,1,27.4,8,1,1.9,8,1,9.4,8,1,19.6,8,1,23.8,8,1
2022/6/24,21.9,8,1,29.4,8,1,21.5,8,1,28.6,8,1,22.7,8,1,30.4,8,1,3.1,8,1,5.0,8,1,20.3,8,1,23.8,8,1
2022/6/25,23.0,8,1,30.7,8,1,24.9,8,1,30.7,8,1,25.1,8,1,31.5,8,1,-0.2,8,1,7.0,8,1,21.6,8,1,25.7,8,1
2022/6/26,23.2,8,1,31.9,8,1,25.1,8,1,31.8,8,1,24.4,8,1,30.6,8,1,0.7,8,1,4.8,8,1,20.7,8,1,27.5,8,1
2022/6/27,24.2,8,1,34.8,8,1,24.3,8,1,34.0,8,1,24.1,8,1,33.9,8,1,2.0,8,1,6.7,8,1,20.3,8,1,31.1,8,1
2022/6/28,23.8,8,1,34.3,8,1,24.8,8,1,33.1,8,1,24.2,8,1,32.5,8,1,2.8,8,1,9.8,8,1,21.6,8,1,29.7,8,1
2022/6/29,24.9,8,1,34.0,8,1,24.8,8,1,33.5,8,1,25.4,8,1,32.9,8,1,4.7,8,1,10.9,8,1,21.6,8,1,28.6,8,1
2022/6/30,23.7,8,1,33.1,8,1,24.8,8,1,33.0,8,1,25.0,8,1,33.5,8,1,4.4,8,1,11.0,8,1,20.2,8,1,34.3,8,1
2022/7/1,23.7,4,1,31.8,4,1,25.1,8,1,32.2,8,1,24.1,8,1,34.3,8,1,5.3,8,1,11.3,8,1,21.4,8,1,32.7,8,1
2022/7/2,23.5,4,1,30.5,4,1,26.3,4,1,32.3,4,1,26.7,8,1,31.9,8,1,5.0,8,1,11.5,8,1,22.9,8,1,28.4,8,1
2022/7/3,25.2,4,1,32.0,4,1,24.8,8,1,30.0,8,1,25.5,8,1,30.0,8,1,3.6,8,1,6.5,8,1,21.8,8,1,25.3,8,1
2022/7/4,23.4,8,1,27.3,8,1,24.5,8,1,29.0,8,1,24.4,8,1,29.1,8,1,2.7,8,1,5.3,8,1,20.8,8,1,24.0,8,1
2022/7/5,22.4,8,1,26.0,8,1,22.5,8,1,26.5,8,1,23.3,8,1,27.5,8,1,3.5,8,1,7.0,8,1,20.5,8,1,23.5,8,1
2022/7/6,22.3,8,1,30.7,8,1,22.9,8,1,32.4,8,1,22.3,8,1,33.1,8,1,3.0,8,1,10.7,8,1,20.1,8,1,31.4,8,1
2022/7/7,23.4,5,1,27.8,5,1,23.0,8,1,28.0,8,1,23.3,8,1,32.3,8,1,2.5,8,1,8.4,8,1,20.7,8,1,29.4,8,1
2022/7/8,22.8,8,1,28.1,8,1,22.4,8,1,28.5,8,1,23.6,8,1,29.5,8,1,1.9,8,1,6.6,8,1,20.5,8,1,27.3,8,1
2022/7/9,22.6,8,1,25.6,8,1,21.9,8,1,27.6,8,1,22.4,8,1,30.1,8,1,2.5,8,1,10.3,8,1,19.3,8,1,27.0,8,1
2022/7/10,22.4,8,1,28.7,8,1,23.2,8,1,31.0,8,1,23.2,8,1,30.6,8,1,2.1,8,1,11.4,8,1,20.2,8,1,29.0,8,1
2022/7/11,22.5,8,1,29.1,8,1,23.2,8,1,31.0,8,1,23.6,8,1,32.6,8,1,5.4,8,1,10.8,8,1,21.5,8,1,30.7,8,1
2022/7/12,23.4,8,1,28.3,8,1,23.9,8,1,26.8,8,1,24.9,8,1,29.8,8,1,3.7,8,1,8.1,8,1,21.9,5,1,26.6,5,1
2022/7/13,22.0,8,1,26.5,8,1,21.8,8,1,26.0,8,1,23.1,8,1,31.0,8,1,3.1,8,1,10.3,8,1,20.5,8,1,27.5,8,1
2022/7/14,22.6,8,1,27.4,8,1,22.3,8,1,27.6,8,1,23.9,8,1,30.1,8,1,4.0,8,1,10.8,8,1,20.7,8,1,25.4,8,1
2022/7/15,22.9,8,1,25.4,8,1,22.7,8,1,23.7,8,1,23.5,8,1,26.1,8,1,2.3,8,1,7.2,8,1,21.1,8,1,22.9,8,1
2022/7/16,22.1,8,1,26.3,8,1,22.7,8,1,24.4,8,1,22.3,8,1,26.0,8,1,1.9,8,1,4.9,8,1,19.4,8,1,23.2,8,1
2022/7/17,20.6,8,1,29.6,8,1,21.9,8,1,30.3,8,1,22.1,8,1,31.8,8,1,1.0,8,1,5.6,8,1,19.7,8,1,28.2,8,1
2022/7/18,23.1,8,1,30.8,8,1,23.9,8,1,31.4,8,1,24.9,8,1,31.4,8,1,1.9,8,1,8.6,8,1,21.5,8,1,29.0,8,1
2022/7/19,25.0,8,1,27.4,8,1,24.0,8,1,27.9,8,1,24.1,8,1,29.0,8,1,2.6,8,1,8.4,8,1,22.4,8,1,24.7,8,1
2022/7/20,24.4,8,1,31.6,8,1,25.1,8,1,32.4,8,1,25.2,8,1,34.3,8,1,0.2,8,1,9.1,8,1,22.5,8,1,30.9,8,1
2022/7/21,24.3,8,1,30.4,8,1,24.7,8,1,28.7,8,1,23.7,8,1,34.0,8,1,2.6,8,1,10.1,8,1,20.8,8,1,29.6,8,1
2022/7/22,22.9,8,1,31.5,8,1,24.0,8,1,32.8,8,1,24.5,8,1,32.1,8,1,1.6,8,1,8.4,8,1,22.0,8,1,28.9,8,1
2022/7/23,24.3,8,1,32.1,8,1,24.4,8,1,31.7,8,1,24.9,8,1,32.8,8,1,1.4,8,1,9.5,8,1,21.6,8,1,31.3,8,1
2022/7/24,23.3,8,1,30.0,8,1,24.9,8,1,31.8,8,1,23.0,8,1,32.4,8,1,4.6,8,1,9.8,8,1,20.8,8,1,28.7,8,1
2022/7/25,23.4,5,1,30.9,5,1,25.3,8,1,30.4,8,1,23.6,8,1,34.2,8,1,5.4,8,1,14.4,8,1,22.1,8,1,32.6,8,1
2022/7/26,25.1,8,1,29.4,8,1,24.9,8,1,28.4,8,1,25.4,8,1,28.9,8,1,5.0,8,1,9.5,8,1,22.7,8,1,25.1,8,1
2022/7/27,24.5,8,1,29.8,8,1,24.7,8,1,32.0,8,1,24.7,8,1,31.9,8,1,4.9,8,1,10.7,8,1,22.7,5,1,27.2,5,1
2022/7/28,24.3,8,1,30.4,8,1,25.9,8,1,31.5,8,1,24.1,8,1,32.9,8,1,5.6,8,1,15.4,8,1,22.8,8,1,30.7,8,1
2022/7/29,24.5,8,1,30.9,8,1,25.5,8,1,33.2,8,1,25.2,8,1,33.5,8,1,6.4,8,1,15.7,8,1,23.0,8,1,31.7,8,1
2022/7/30,23.6,8,1,32.5,8,1,25.8,8,1,33.2,8,1,24.8,8,1,33.8,8,1,6.7,8,1,12.9,8,1,23.3,8,1,30.3,8,1
2022/7/31,25.5,8,1,34.8,8,1,26.9,8,1,33.8,8,1,27.1,8,1,34.8,8,1,6.1,8,1,12.1,8,1,23.6,8,1,30.2,8,1
2022/8/1,26.2,8,1,34.3,8,1,27.1,8,1,33.2,8,1,26.4,8,1,33.5,8,1,5.8,8,1,13.1,8,1,24.2,8,1,30.2,8,1
2022/8/2,25.4,8,1,35.4,8,1,28.1,8,1,35.3,8,1,27.7,8,1,34.3,8,1,5.2,8,1,11.0,8,1,24.2,8,1,31.9,8,1
2022/8/3,25.9,8,1,36.5,8,1,27.2,8,1,36.2,8,1,26.1,8,1,36.3,8,1,4.9,8,1,8.8,8,1,23.1,8,1,32.6,8,1
2022/8/4,23.8,8,1,30.5,8,1,23.4,8,1,30.1,8,1,24.7,8,1,28.7,8,1,3.1,8,1,9.3,8,1,20.7,8,1,27.3,8,1
2022/8/5,22.8,8,1,27.1,8,1,22.4,8,1,26.3,8,1,23.8,8,1,30.9,8,1,3.2,8,1,10.6,8,1,20.4,8,1,26.3,8,1
2022/8/6,21.5,8,1,27.4,8,1,20.9,8,1,25.2,8,1,22.8,8,1,28.9,8,1,4.3,8,1,14.4,8,1,19.3,8,1,23.8,8,1
2022/8/7,24.5,8,1,29.6,8,1,23.6,8,1,29.6,8,1,24.2,8,1,33.2,8,1,5.4,8,1,13.4,8,1,20.9,8,1,30.3,8,1
2022/8/8,24.7,8,1,32.9,8,1,26.2,8,1,32.2,8,1,24.8,8,1,33.0,8,1,5.4,8,1,12.9,8,1,23.3,8,1,29.6,8,1
2022/8/9,26.6,8,1,33.4,8,1,26.8,8,1,33.0,8,1,27.4,8,1,33.8,8,1,4.1,8,1,8.0,8,1,23.7,8,1,29.2,8,1
2022/8/10,25.7,8,1,32.4,8,1,27.1,8,1,34.1,8,1,27.6,8,1,34.7,8,1,4.1,8,1,10.1,8,1,23.6,8,1,29.6,8,1
2022/8/11,25.2,8,1,30.4,8,1,25.5,8,1,31.3,8,1,25.2,8,1,34.1,8,1,5.4,8,1,11.4,8,1,23.2,8,1,31.4,8,1
2022/8/12,24.8,8,1,30.0,8,1,24.4,8,1,29.3,8,1,24.5,8,1,30.5,8,1,4.9,8,1,8.3,8,1,22.5,8,1,25.7,8,1
2022/8/13,23.5,8,1,26.5,8,1,23.3,8,1,27.8,8,1,23.6,8,1,27.2,8,1,5.6,8,1,9.5,8,1,21.6,8,1,24.0,8,1
2022/8/14,24.1,8,1,30.7,8,1,26.4,8,1,31.8,8,1,25.5,8,1,31.8,8,1,4.4,8,1,8.2,8,1,22.6,8,1,28.1,8,1
2022/8/15,26.8,8,1,34.1,8,1,26.5,8,1,33.4,8,1,25.4,8,1,33.7,8,1,3.0,8,1,8.8,8,1,23.4,8,1,29.2,8,1
2022/8/16,25.4,8,1,31.3,8,1,26.4,8,1,32.5,8,1,26.0,8,1,34.1,8,1,3.0,8,1,7.8,8,1,23.4,8,1,27.8,8,1
2022/8/17,24.8,8,1,33.5,8,1,25.4,8,1,31.6,8,1,26.0,8,1,33.3,8,1,3.5,8,1,6.7,8,1,22.8,8,1,29.7,8,1
2022/8/18,23.8,8,1,29.0,8,1,23.8,8,1,30.8,8,1,24.1,8,1,31.5,8,1,-0.6,8,1,7.7,8,1,20.5,8,1,26.8,8,1
2022/8/19,23.1,8,1,30.4,8,1,23.3,8,1,30.0,8,1,22.5,8,1,32.0,8,1,4.6,8,1,14.6,8,1,19.4,8,1,29.2,8,1
2022/8/20,22.9,8,1,32.8,8,1,22.8,8,1,29.2,8,1,23.2,8,1,31.3,8,1,5.4,8,1,8.0,8,1,19.9,8,1,29.0,8,1
2022/8/21,24.9,8,1,27.9,8,1,24.5,8,1,28.3,8,1,25.3,8,1,32.2,8,1,4.6,8,1,8.5,8,1,22.6,8,1,29.1,8,1
2022/8/22,24.7,8,1,28.4,8,1,23.8,8,1,28.4,8,1,24.0,8,1,32.6,8,1,5.2,8,1,15.5,8,1,21.5,8,1,29.5,8,1
2022/8/23,25.0,8,1,31.6,8,1,24.0,8,1,32.4,8,1,24.4,8,1,34.3,8,1,6.6,8,1,14.3,8,1,22.5,8,1,29.8,8,1
2022/8/24,24.3,8,1,32.1,8,1,23.1,8,1,32.6,8,1,25.2,8,1,35.7,8,1,6.9,8,1,12.9,8,1,21.5,8,1,32.5,8,1
2022/8/25,24.7,8,1,28.3,8,1,21.8,8,1,27.1,8,1,23.4,8,1,31.2,8,1,6.3,8,1,12.9,8,1,20.1,8,1,22.7,8,1
2022/8/26,24.9,8,1,30.9,8,1,23.7,8,1,30.0,8,1,24.2,8,1,33.5,8,1,3.4,8,1,12.7,8,1,22.3,8,1,30.4,8,1
2022/8/27,24.8,8,1,31.1,8,1,25.8,8,1,33.1,8,1,24.7,8,1,33.9,8,1,4.5,8,1,10.7,8,1,22.3,8,1,30.1,8,1
2022/8/28,22.1,8,1,27.2,8,1,22.1,8,1,27.9,8,1,22.6,8,1,28.6,8,1,1.0,8,1,6.7,8,1,18.6,8,1,25.4,8,1
2022/8/29,21.2,8,1,25.3,8,1,20.4,8,1,25.6,8,1,22.0,8,1,27.9,8,1,3.4,8,1,8.3,8,1,18.2,8,1,25.8,8,1
2022/8/30,21.3,8,1,28.2,8,1,20.5,8,1,25.2,8,1,21.5,8,1,31.8,8,1,4.0,8,1,9.1,8,1,18.9,8,1,28.0,8,1
2022/8/31,24.0,8,1,31.1,8,1,23.0,8,1,33.1,8,1,23.5,8,1,33.0,8,1,2.3,8,1,8.7,8,1,21.3,8,1,28.9,8,1
2022/9/1,24.2,8,1,32.1,8,1,24.7,8,1,31.6,8,1,24.1,8,1,30.3,8,1,3.5,8,1,9.5,8,1,22.1,8,1,26.0,8,1
2022/9/2,22.9,8,1,27.3,8,1,22.4,8,1,26.5,8,1,23.8,8,1,28.9,8,1,4.7,8,1,8.6,8,1,20.6,8,1,24.2,8,1
2022/9/3,22.7,8,1,27.1,8,1,22.1,8,1,27.3,8,1,22.4,8,1,31.2,8,1,2.6,8,1,10.3,8,1,19.9,8,1,28.1,8,1
2022/9/4,23.9,8,1,28.9,8,1,23.6,8,1,28.8,8,1,22.5,8,1,33.2,8,1,3.8,8,1,13.6,8,1,19.6,8,1,27.4,8,1
2022/9/5,24.1,8,1,28.8,8,1,23.8,8,1,29.0,8,1,22.6,8,1,33.5,8,1,4.6,8,1,13.2,8,1,20.3,8,1,29.0,8,1
2022/9/6,23.7,8,1,30.5,8,1,23.8,8,1,31.1,8,1,23.2,8,1,32.7,8,1,4.1,8,1,10.3,8,1,20.2,8,1,29.2,8,1
2022/9/7,24.4,8,1,29.3,8,1,24.5,8,1,28.2,8,1,24.9,8,1,28.9,8,1,6.1,8,1,12.4,8,1,22.4,8,1,24.8,8,1
2022/9/8,23.1,8,1,26.0,8,1,22.7,8,1,26.2,8,1,23.5,8,1,30.1,8,1,5.7,8,1,8.5,8,1,20.8,8,1,26.5,8,1
2022/9/9,23.4,8,1,26.5,8,1,23.1,8,1,26.4,8,1,23.2,8,1,30.5,8,1,3.2,8,1,8.4,8,1,20.2,8,1,26.8,8,1
2022/9/10,23.1,8,1,28.1,8,1,23.3,8,1,29.5,8,1,23.1,8,1,33.1,8,1,3.4,8,1,10.9,8,1,18.9,8,1,28.7,8,1
2022/9/11,22.3,8,1,27.6,8,1,21.5,8,1,28.7,8,1,19.8,8,1,32.0,8,1,3.2,8,1,11.0,8,1,17.6,8,1,28.9,8,1
2022/9/12,23.0,8,1,28.2,8,1,23.5,8,1,29.4,8,1,21.4,8,1,32.7,8,1,5.0,8,1,12.9,8,1,18.8,8,1,30.5,8,1
2022/9/13,23.2,8,1,28.1,8,1,23.9,8,1,28.6,8,1,23.9,8,1,33.3,8,1,5.8,8,1,13.0,8,1,21.2,8,1,30.3,8,1
2022/9/14,23.5,8,1,29.4,8,1,24.0,8,1,29.0,8,1,23.1,8,1,33.5,8,1,5.4,8,1,10.8,8,1,20.6,8,1,31.1,8,1
2022/9/15,21.9,8,1,25.1,8,1,22.1,8,1,24.7,8,1,21.5,8,1,25.6,8,1,5.2,8,1,15.0,8,1,18.8,8,1,22.2,8,1
2022/9/16,21.4,8,1,27.7,8,1,20.5,8,1,27.1,8,1,17.8,8,1,31.0,8,1,4.5,8,1,15.2,8,1,14.9,8,1,27.9,8,1
2022/9/17,24.0,8,1,28.5,8,1,22.5,8,1,28.4,8,1,20.1,8,1,31.5,8,1,3.9,8,1,9.1,8,1,17.2,8,1,27.0,8,1
2022/9/18,24.6,8,1,29.5,8,1,24.2,8,1,29.1,8,1,23.4,8,1,30.5,8,1,4.2,8,1,8.7,8,1,20.3,8,1,27.1,8,1
2022/9/19,25.5,8,1,30.2,8,1,25.0,8,1,31.4,8,1,24.0,8,1,32.4,8,1,3.4,8,1,9.0,8,1,22.0,8,1,27.9,8,1
2022/9/20,19.9,8,1,27.3,8,1,19.9,8,1,28.3,8,1,20.4,8,1,30.9,8,1,3.4,8,1,9.9,8,1,16.6,8,1,25.7,8,1
2022/9/21,17.8,8,1,22.2,8,1,17.9,8,1,22.6,8,1,18.9,8,1,25.5,8,1,-0.5,8,1,7.7,8,1,15.3,8,1,21.6,8,1
2022/9/22,17.5,8,1,22.4,8,1,18.8,8,1,22.3,8,1,19.3,8,1,26.2,8,1,0.5,8,1,6.7,8,1,15.1,8,1,21.7,8,1
2022/9/23,21.2,8,1,25.7,8,1,20.4,8,1,24.0,8,1,20.3,8,1,26.2,8,1,2.2,8,1,7.1,8,1,17.8,8,1,23.1,8,1
2022/9/24,22.5,8,1,25.7,8,1,22.6,8,1,25.3,8,1,23.6,8,1,29.2,8,1,4.3,8,1,9.6,8,1,20.9,8,1,24.7,8,1
2022/9/25,20.8,8,1,25.6,8,1,20.6,8,1,25.7,8,1,21.4,8,1,30.0,8,1,3.5,8,1,12.6,8,1,19.0,8,1,26.0,8,1
2022/9/26,19.2,8,1,26.1,8,1,19.0,8,1,26.7,8,1,17.9,8,1,29.2,8,1,3.5,8,1,9.4,8,1,15.5,8,1,27.1,8,1
2022/9/27,21.2,8,1,26.4,8,1,20.6,8,1,25.8,8,1,18.4,8,1,29.6,8,1,1.8,8,1,10.0,8,1,15.4,8,1,27.0,8,1
2022/9/28,20.5,8,1,25.6,8,1,20.1,8,1,25.9,8,1,19.2,8,1,28.0,8,1,-1.5,8,1,3.1,8,1,16.2,8,1,24.9,8,1
2022/9/29,19.1,8,1,21.8,8,1,17.7,8,1,21.8,8,1,18.4,8,1,23.3,8,1,-2.6,8,1,0.3,8,1,16.7,8,1,22.2,8,1
2022/9/30,17.7,8,1,25.4,8,1,18.1,8,1,26.6,8,1,17.0,8,1,29.3,8,1,-2.9,8,1,4.7,8,1,14.9,8,1,25.6,8,1
2022/10/1,19.6,8,1,26.1,8,1,20.4,8,1,27.3,8,1,17.0,8,1,29.6,8,1,0.2,8,1,5.7,8,1,14.3,8,1,26.7,8,1
2022/10/2,19.8,8,1,26.7,8,1,19.5,8,1,26.8,8,1,16.9,8,1,30.5,8,1,0.9,8,1,9.4,8,1,13.8,8,1,27.0,8,1
2022/10/3,20.9,8,1,26.2,8,1,20.5,8,1,24.9,8,1,17.2,8,1,28.3,8,1,0.7,8,1,7.2,8,1,15.5,8,1,24.5,8,1
2022/10/4,21.1,8,1,29.7,8,1,21.3,8,1,28.5,8,1,17.8,8,1,29.8,8,1,1.8,8,1,6.1,8,1,15.3,8,1,25.2,8,1
2022/10/5,16.5,8,1,24.6,8,1,16.0,8,1,26.0,8,1,17.9,8,1,26.4,8,1,1.3,8,1,4.6,8,1,14.0,8,1,22.5,8,1
2022/10/6,13.0,8,1,16.6,8,1,12.9,8,1,16.1,8,1,13.5,8,1,18.4,8,1,-6.5,8,1,2.0,8,1,9.7,8,1,14.2,8,1
2022/10/7,13.5,8,1,17.2,8,1,12.4,8,1,16.6,8,1,12.4,8,1,15.6,8,1,-4.1,8,1,3.9,8,1,9.8,8,1,13.2,8,1
2022/10/8,15.8,8,1,20.7,8,1,15.0,8,1,20.1,8,1,15.1,8,1,22.8,8,1,-7.4,8,1,0.7,8,1,11.9,8,1,18.6,8,1
2022/10/9,15.2,8,1,20.2,8,1,15.1,8,1,20.4,8,1,13.7,8,1,24.7,8,1,-3.8,8,1,2.3,8,1,10.8,8,1,19.4,8,1
2022/10/10,15.8,8,1,26.2,8,1,15.4,8,1,26.6,8,1,15.3,8,1,27.1,8,1,-3.4,8,1,5.4,8,1,13.4,8,1,21.0,8,1
2022/10/11,17.7,8,1,23.7,8,1,19.2,8,1,24.8,8,1,15.8,8,1,24.7,8,1,-7.8,8,1,2.0,8,1,13.4,8,1,20.8,8,1
2022/10/12,18.4,8,1,20.3,8,1,18.0,8,1,21.0,8,1,15.6,8,1,21.3,8,1,-3.6,8,1,2.1,8,1,13.0,8,1,18.0,8,1
2022/10/13,15.1,8,1,18.8,8,1,15.9,8,1,19.4,8,1,15.7,8,1,20.2,8,1,-2.5,8,1,2.5,8,1,12.6,8,1,16.2,8,1
2022/10/14,17.1,8,1,21.5,8,1,17.0,8,1,21.3,8,1,16.7,8,1,23.4,8,1,-1.6,8,1,6.0,8,1,14.7,8,1,20.7,8,1
2022/10/15,19.6,8,1,23.2,8,1,18.3,8,1,23.0,8,1,17.9,8,1,27.1,8,1,1.4,8,1,8.4,8,1,15.6,8,1,23.4,8,1
2022/10/16,20.1,8,1,23.9,8,1,18.5,8,1,23.4,8,1,16.6,8,1,26.9,8,1,-1.1,8,1,6.2,8,1,16.8,8,1,22.2,8,1
2022/10/17,20.4,8,1,24.7,8,1,19.8,8,1,23.9,8,1,19.3,8,1,25.3,8,1,-3.1,8,1,2.9,8,1,16.0,8,1,21.7,8,1
2022/10/18,15.2,8,1,20.4,8,1,14.9,8,1,20.5,8,1,16.4,8,1,21.1,8,1,-7.5,8,1,1.1,8,1,11.9,8,1,18.1,8,1
2022/10/19,14.1,8,1,16.4,8,1,13.8,8,1,17.5,8,1,10.9,8,1,19.4,8,1,-13.8,8,1,-5.0,8,1,8.1,8,1,15.2,8,1
2022/10/20,12.9,8,1,18.5,8,1,11.7,8,1,19.0,8,1,7.6,8,1,22.1,8,1,-12.6,8,1,-1.5,8,1,4.1,8,1,18.1,8,1
2022/10/21,13.0,8,1,23.9,8,1,13.5,8,1,23.9,8,1,9.0,8,1,23.4,8,1,-3.6,8,1,1.4,8,1,6.0,8,1,18.6,8,1
2022/10/22,17.8,8,1,24.2,8,1,18.0,8,1,24.7,8,1,15.8,8,1,25.0,8,1,-4.6,8,1,-0.4,8,1,14.0,8,1,21.0,8,1
2022/10/23,17.0,8,1,27.0,8,1,16.6,8,1,23.3,8,1,12.9,8,1,25.7,8,1,-7.8,8,1,-1.2,8,1,9.6,8,1,22.0,8,1
2022/10/24,13.4,8,1,19.1,8,1,13.1,8,1,19.4,8,1,11.2,8,1,20.1,8,1,-12.5,8,1,-7.4,8,1,8.0,8,1,14.6,8,1
2022/10/25,11.1,8,1,14.4,8,1,11.5,8,1,15.3,8,1,8.5,8,1,14.1,8,1,-16.1,8,1,-9.2,8,1,6.1,8,1,10.5,8,1
2022/10/26,12.8,8,1,17.9,8,1,11.0,8,1,19.0,8,1,7.5,8,1,21.4,8,1,-15.4,8,1,-5.8,8,1,5.6,8,1,17.6,8,1
2022/10/27,12.5,8,1,17.1,8,1,11.1,8,1,16.3,8,1,6.6,8,1,19.6,8,1,-7.2,8,1,-2.3,8,1,3.8,8,1,15.9,8,1
2022/10/28,14.0,8,1,19.2,8,1,12.8,8,1,18.0,8,1,9.4,8,1,21.7,8,1,-9.2,8,1,-2.8,8,1,8.2,8,1,15.9,8,1
