Downloaded at: 2026/09/16 16:15:26

,Setana,Setana,Setana,Setana,Setana,Setana,Imagane,Imagane,Imagane,Imagane,Imagane,Imagane,Esashi,Esashi,Esashi,Esashi,Esashi,Esashi,Okushiri,Okushiri,Okushiri,Okushiri,Okushiri,Okushiri,Uzura,Uzura,Uzura,Uzura,Uzura,Uzura,Yoneoka,Yoneoka,Yoneoka,Yoneoka,Yoneoka,Yoneoka
Date,Max temperature (℃),Max temperature (℃),Max temperature (℃),Min temperature (℃),Min temperature (℃),Min temperature (℃),Max temperature (℃),Max temperature (℃),Max temperature (℃),Min temperature (℃),Min temperature (℃),Min temperature (℃),Max temperature (℃),Max temperature (℃),Max temperature (℃),Min temperature (℃),Min temperature (℃),Min temperature (℃),Max temperature (℃),Max temperature (℃),Max temperature (℃),Min temperature (℃),Min temperature (℃),Min temperature (℃),Max temperature (℃),Max temperature (℃),Max temperature (℃),Min temperature (℃),Min temperature (℃),Min temperature (℃),Max temperature (℃),Max temperature (℃),Max temperature (℃),Min temperature (℃),Min temperature (℃),Min temperature (℃)
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Quality info,Homogeneity no.,,Quality info,Homogeneity no.,,Quality info,Homogeneity no.,,Quality info,Homogeneity no.,,Quality info,Homogeneity no.,,Quality info,Homogeneity no.,,Quality info,Homogeneity no.,,Quality info,Homogeneity no.,,Quality info,Homogeneity no.,,Quality info,Homogeneity no.,,Quality info,Homogeneity no.,,Quality info,Homogeneity no.
2022/12/15,-2.7,8,1,-5.1,8,1,-3.8,8,1,-5.9,8,1,-0.5,8,1,-3.5,8,1,-0.6,8,1,-3.1,8,1,-2.8,8,1,-5.1,8,1,-1.9,8,1,-4.7,8,1
2022/12/16,-3.5,8,1,-5.8,8,1,-4.3,8,1,-6.5,8,1,-0.6,8,1,-3.9,8,1,-1.5,8,1,-3.8,8,1,-3.1,8,1,-6.2,8,1,-2.7,8,1,-5.7,8,1
2022/12/17,-1.9,8,1,-4.5,8,1,-2.4,8,1,-5.4,8,1,-0.8,8,1,-3.3,8,1,0.2,8,1,-2.8,8,1,-2.0,8,1,-5.7,8,1,-1.8,8,1,-4.6,8,1
2022/12/18,-1.2,8,1,-7.5,8,1,-3.2,8,1,-8.3,8,1,0.0,8,1,-5.4,8,1,0.4,8,1,-5.5,8,1,-3.8,8,1,-9.0,8,1,-1.9,8,1,-7.3,8,1
2022/12/19,-2.1,8,1,-7.6,8,1,-3.8,8,1,-8.3,8,1,-0.7,8,1,-5.8,8,1,-0.2,5,1,-6.0,5,1,-3.8,8,1,-9.9,8,1,-1.9,8,1,-7.7,8,1
2022/12/20,-1.0,8,1,-3.7,8,1,-1.8,8,1,-7.3,8,1,0.2,8,1,-2.7,8,1,0.5,8,1,-2.6,8,1,-1.5,8,1,-10.8,8,1,-1.1,8,1,-3.6,8,1
2022/12/21,1.6,8,1,-1.9,8,1,1.1,8,1,-3.6,8,1,2.3,8,1,-1.0,8,1,4.8,8,1,-0.2,8,1,1.4,8,1,-5.3,8,1,3.7,8,1,-1.7,8,1
2022/12/22,5.6,8,1,1.1,8,1,5.1,8,1,1.0,8,1,7.2,8,1,0.8,8,1,9.2,8,1,4.4,8,1,5.9,8,1,-4.7,8,1,7.7,8,1,3.6,8,1
2022/12/23,5.9,8,1,0.4,8,1,4.5,8,1,-0.1,8,1,7.0,8,1,2.8,8,1,6.2,8,1,1.6,8,1,4.5,8,1,0.0,8,1,5.9,8,1,0.6,8,1
2022/12/24,5.0,8,1,0.3,8,1,4.0,8,1,0.0,8,1,6.4,8,1,0.3,8,1,6.6,8,1,2.4,8,1,4.9,8,1,-2.6,8,1,5.1,8,1,0.5,8,1
2022/12/25,4.0,8,1,1.0,8,1,3.3,8,1,-2.8,8,1,5.9,8,1,0.3,8,1,5.1,8,1,1.5,8,1,5.4,8,1,-4.2,8,1,4.6,8,1,0.8,8,1
2022/12/26,5.5,8,1,-0.7,8,1,3.9,8,1,-2.6,8,1,7.3,8,1,0.6,8,1,6.1,8,1,3.6,8,1,6.0,8,1,-4.0,8,1,4.7,8,1,1.5,8,1
2022/12/27,4.7,8,1,-1.2,8,1,5.0,8,1,-4.0,8,1,6.4,8,1,-1.5,8,1,6.0,8,1,2.2,8,1,6.3,8,1,-7.6,8,1,5.1,8,1,0.4,8,1
2022/12/28,4.3,8,1,-0.7,8,1,1.3,8,1,-2.2,8,1,4.5,8,1,0.8,8,1,5.4,8,1,0.1,8,1,0.8,8,1,-4.3,8,1,4.4,8,1,-0.8,8,1
2022/12/29,0.4,8,1,-3.7,8,1,-1.0,8,1,-4.6,8,1,3.1,8,1,-2.2,8,1,2.1,8,1,-2.0,8,1,-0.5,8,1,-4.4,8,1,0.6,8,1,-3.9,8,1
2022/12/30,0.0,8,1,-3.0,8,1,-1.1,8,1,-3.5,8,1,1.7,8,1,-1.0,8,1,1.5,8,1,-1.4,8,1,-0.9,8,1,-3.8,8,1,-0.2,8,1,-2.7,8,1
2022/12/31,4.3,8,1,-0.2,8,1,3.3,8,1,-1.4,8,1,4.4,8,1,1.0,8,1,4.9,8,1,0.4,8,1,3.0,8,1,-2.1,8,1,3.6,8,1,-0.6,8,1
2023/1/1,3.9,8,1,-4.9,8,1,3.0,8,1,-6.0,8,1,4.4,8,1,-3.0,8,1,4.7,8,1,-3.2,8,1,3.0,8,1,-5.6,8,1,3.6,8,1,-4.8,8,1
2023/1/2,-3.9,8,1,-7.4,8,1,-5.1,8,1,-8.3,8,1,-1.3,8,1,-5.7,8,1,-2.2,8,1,-5.5,8,1,-5.2,8,1,-7.7,8,1,-4.3,8,1,-7.6,8,1
2023/1/3,-3.3,8,1,-6.8,8,1,-4.8,8,1,-7.5,8,1,-1.4,8,1,-4.8,8,1,-1.3,8,1,-4.9,8,1,-4.2,8,1,-7.4,8,1,-3.1,8,1,-6.7,8,1
2023/1/4,-1.9,8,1,-6.7,8,1,-3.7,8,1,-7.4,8,1,-0.4,8,1,-4.8,8,1,-0.4,8,1,-4.7,8,1,-4.6,8,1,-9.0,8,1,-2.1,8,1,-6.3,8,1
2023/1/5,0.2,8,1,-2.9,8,1,-0.6,8,1,-4.0,8,1,1.5,8,1,-1.6,8,1,1.8,8,1,-1.4,8,1,-0.7,8,1,-7.1,8,1,0.0,8,1,-2.7,8,1
2023/1/6,1.4,8,1,-0.4,8,1,0.5,8,1,-5.3,8,1,2.8,8,1,0.3,8,1,2.9,8,1,0.7,8,1,1.1,8,1,-4.2,8,1,1.9,8,1,-0.6,8,1
2023/1/7,1.9,8,1,-5.6,8,1,1.3,8,1,-11.6,8,1,3.1,8,1,-2.5,8,1,2.8,8,1,0.5,8,1,2.8,8,1,-14.3,8,1,2.1,8,1,-2.4,8,1
2023/1/8,2.2,8,1,-5.7,8,1,1.2,8,1,-12.0,8,1,3.3,8,1,-3.6,8,1,2.8,8,1,-0.2,8,1,1.6,8,1,-16.3,8,1,2.1,8,1,-1.3,8,1
2023/1/9,2.7,8,1,-2.4,8,1,2.2,8,1,-4.8,8,1,3.6,8,1,-1.1,8,1,4.2,8,1,-1.1,8,1,2.7,8,1,-12.7,8,1,2.8,8,1,-2.4,8,1
2023/1/10,0.3,8,1,-3.2,8,1,-1.7,8,1,-9.3,8,1,1.4,8,1,-3.0,8,1,1.7,8,1,-2.1,8,1,-1.5,8,1,-16.9,8,1,0.5,8,1,-3.2,8,1
2023/1/11,5.3,8,1,0.0,8,1,4.4,8,1,-7.0,8,1,6.3,8,1,0.9,8,1,6.4,8,1,1.4,8,1,5.0,8,1,-8.5,8,1,5.3,8,1,0.4,8,1
2023/1/12,7.8,8,1,0.4,8,1,7.3,8,1,-4.0,8,1,8.6,8,1,0.2,8,1,7.9,8,1,3.4,8,1,7.3,8,1,-6.4,8,1,8.5,8,1,2.9,8,1
2023/1/13,10.1,8,1,1.0,8,1,9.3,8,1,-4.8,8,1,11.4,8,1,0.6,8,1,11.4,8,1,6.1,8,1,9.5,8,1,-6.8,8,1,10.8,8,1,6.4,8,1
2023/1/14,7.3,8,1,-0.6,8,1,4.4,8,1,-0.5,8,1,7.0,8,1,1.1,8,1,9.1,8,1,1.3,8,1,4.5,8,1,-0.1,8,1,7.8,8,1,0.5,8,1
2023/1/15,1.5,8,1,-2.1,8,1,0.9,8,1,-3.2,8,1,1.4,8,1,-0.7,8,1,2.1,8,1,-1.1,8,1,0.0,8,1,-2.4,8,1,2.0,8,1,-1.5,8,1
2023/1/16,-1.0,8,1,-4.7,8,1,-0.9,8,1,-9.2,8,1,1.1,8,1,-2.8,8,1,0.8,8,1,-3.1,8,1,0.2,8,1,-8.2,8,1,-0.7,8,1,-4.3,8,1
2023/1/17,-3.4,8,1,-5.8,8,1,-4.1,8,1,-9.2,8,1,-1.2,8,1,-3.4,8,1,-1.6,8,1,-4.1,8,1,-3.2,8,1,-8.5,8,1,-2.4,8,1,-5.3,8,1
2023/1/18,-0.7,8,1,-6.4,8,1,-2.0,8,1,-13.8,8,1,1.4,8,1,-4.5,8,1,0.6,8,1,-4.0,8,1,-1.3,8,1,-16.2,8,1,-0.4,8,1,-4.5,8,1
2023/1/19,-0.7,8,1,-8.0,8,1,-0.5,8,1,-14.8,8,1,1.2,8,1,-4.8,8,1,2.4,8,1,-3.5,8,1,-0.4,8,1,-17.8,8,1,3.1,8,1,-5.0,8,1
2023/1/20,1.9,8,1,-4.4,8,1,1.3,8,1,-8.0,8,1,5.1,8,1,-0.7,8,1,4.0,8,1,-0.4,8,1,2.2,8,1,-6.3,8,1,4.3,8,1,-2.0,8,1
2023/1/21,-0.9,8,1,-6.8,8,1,-1.1,8,1,-7.4,8,1,1.8,8,1,-5.3,8,1,0.6,8,1,-5.7,8,1,-0.9,8,1,-7.5,8,1,-1.2,8,1,-7.2,8,1
2023/1/22,-2.7,8,1,-6.2,8,1,-3.5,8,1,-10.2,8,1,-0.7,8,1,-4.9,8,1,-0.8,8,1,-4.6,8,1,-2.8,8,1,-16.4,8,1,-2.2,8,1,-6.5,8,1
2023/1/23,-2.5,8,1,-9.2,8,1,-3.8,8,1,-14.0,8,1,3.0,8,1,-8.1,8,1,-0.3,8,1,-4.5,8,1,-2.5,8,1,-19.1,8,1,-1.3,8,1,-6.3,8,1
2023/1/24,-2.3,8,1,-12.4,8,1,-6.0,8,1,-13.4,8,1,0.6,8,1,-10.7,8,1,-0.7,8,1,-11.0,8,1,-5.9,8,1,-13.1,8,1,-2.2,8,1,-13.0,8,1
2023/1/25,-7.1,8,1,-12.6,8,1,-9.2,8,1,-13.6,8,1,-5.2,8,1,-10.7,8,1,-4.9,8,1,-10.2,8,1,-8.6,8,1,-13.1,8,1,-7.1,8,1,-12.6,8,1
2023/1/26,-4.4,8,1,-8.4,8,1,-5.7,8,1,-9.7,8,1,-3.2,8,1,-6.9,8,1,-2.8,8,1,-6.1,8,1,-5.0,8,1,-8.9,8,1,-5.0,8,1,-8.3,8,1
2023/1/27,-3.5,8,1,-5.6,8,1,-3.5,8,1,-11.5,8,1,-2.3,8,1,-4.6,8,1,-2.1,8,1,-4.6,8,1,-3.4,8,1,-10.3,8,1,-4.2,8,1,-6.2,8,1
2023/1/28,-3.8,8,1,-9.3,8,1,-5.8,8,1,-10.9,8,1,-2.6,8,1,-7.9,8,1,-2.3,8,1,-7.8,8,1,-5.7,8,1,-10.1,8,1,-4.5,8,1,-10.1,8,1
2023/1/29,-5.7,8,1,-9.6,8,1,-6.8,8,1,-12.1,8,1,-4.1,8,1,-8.7,8,1,-4.0,8,1,-8.0,8,1,-6.2,8,1,-10.3,8,1,-5.3,8,1,-10.1,8,1
2023/1/30,-1.7,8,1,-11.8,8,1,-2.7,8,1,-17.7,8,1,-1.5,8,1,-10.3,8,1,-1.2,8,1,-6.8,8,1,-2.7,8,1,-20.5,8,1,-1.8,8,1,-10.5,8,1
2023/1/31,-1.0,8,1,-6.6,8,1,-2.0,8,1,-7.0,8,1,0.7,8,1,-5.4,8,1,0.6,8,1,-5.0,8,1,-1.5,8,1,-6.2,8,1,-0.4,8,1,-6.6,8,1
2023/2/1,0.5,8,1,-6.9,8,1,0.5,8,1,-10.9,8,1,4.1,8,1,-2.4,8,1,3.7,8,1,-0.9,8,1,0.9,8,1,-10.9,8,1,4.8,8,1,-3.2,8,1
2023/2/2,-1.8,8,1,-6.5,8,1,-2.8,8,1,-7.3,8,1,0.4,8,1,-5.4,8,1,-0.5,8,1,-4.6,8,1,-2.0,8,1,-7.5,8,1,-1.7,8,1,-6.9,8,1
2023/2/3,-3.6,8,1,-6.2,8,1,-4.5,8,1,-7.4,8,1,-2.0,8,1,-5.0,8,1,-2.1,8,1,-5.0,8,1,-3.7,8,1,-7.3,8,1,-3.5,8,1,-6.4,8,1
2023/2/4,-1.9,8,1,-4.5,8,1,-2.1,8,1,-7.1,8,1,-0.7,8,1,-3.3,8,1,-0.8,8,1,-3.2,8,1,-1.6,8,1,-8.5,8,1,-2.2,8,1,-4.1,8,1
2023/2/5,2.8,8,1,-2.6,8,1,0.4,8,1,-7.0,8,1,3.4,8,1,-4.1,8,1,3.3,8,1,-3.1,8,1,1.5,8,1,-10.9,8,1,3.3,8,1,-3.8,8,1
2023/2/6,2.6,8,1,-0.5,8,1,2.1,8,1,-7.4,8,1,4.1,8,1,1.4,8,1,4.0,8,1,0.1,8,1,3.1,8,1,-8.9,8,1,3.1,8,1,-0.5,8,1
2023/2/7,-0.1,8,1,-7.0,8,1,0.2,8,1,-11.4,8,1,1.8,8,1,-2.9,8,1,1.1,8,1,-1.6,8,1,1.0,8,1,-14.7,8,1,0.2,8,1,-4.5,8,1
2023/2/8,-0.1,8,1,-7.6,8,1,-0.1,8,1,-10.5,8,1,1.0,8,1,-2.8,8,1,0.5,8,1,-2.3,8,1,0.0,8,1,-14.1,8,1,0.4,8,1,-3.5,8,1
2023/2/9,-1.3,8,1,-5.6,8,1,-2.3,8,1,-7.6,8,1,0.3,8,1,-4.4,8,1,0.3,8,1,-4.2,8,1,-2.8,8,1,-9.1,8,1,-1.6,8,1,-5.8,8,1
2023/2/10,-0.7,8,1,-6.5,8,1,-1.2,8,1,-9.9,8,1,0.3,8,1,-4.0,8,1,1.5,8,1,-2.7,8,1,-0.9,8,1,-9.6,8,1,0.7,8,1,-3.7,8,1
2023/2/11,3.1,8,1,-3.0,8,1,2.3,8,1,-3.1,8,1,3.9,8,1,-3.6,8,1,3.5,8,1,0.7,8,1,3.9,8,1,-13.2,8,1,3.4,8,1,-0.3,8,1
2023/2/12,3.6,8,1,-2.1,8,1,3.1,8,1,-4.7,8,1,5.3,8,1,-0.8,8,1,5.1,8,1,0.7,8,1,2.6,8,1,-3.8,8,1,4.9,8,1,-1.2,8,1
2023/2/13,2.2,8,1,-3.1,8,1,2.0,8,1,-9.3,8,1,3.0,8,1,-1.3,8,1,2.6,8,1,-1.5,8,1,2.9,8,1,-6.2,8,1,2.0,5,1,-2.9,5,1
2023/2/14,-0.5,8,1,-6.5,8,1,-0.2,8,1,-11.9,8,1,0.2,8,1,-4.4,8,1,0.2,8,1,-3.7,8,1,-1.1,8,1,-10.4,8,1,-0.9,8,1,-4.4,8,1
2023/2/15,-4.0,8,1,-8.0,8,1,-4.8,8,1,-13.0,8,1,-2.4,8,1,-8.7,8,1,-2.0,8,1,-4.9,8,1,-3.9,8,1,-18.8,8,1,-2.6,8,1,-6.5,8,1
2023/2/16,1.6,8,1,-5.6,8,1,0.5,8,1,-13.0,8,1,1.9,8,1,-6.2,8,1,2.6,8,1,-4.7,8,1,0.4,8,1,-20.3,8,1,1.1,8,1,-5.7,8,1
2023/2/17,3.8,8,1,0.9,8,1,3.3,8,1,-0.3,8,1,4.6,8,1,1.3,8,1,5.2,8,1,1.9,8,1,3.7,8,1,0.0,8,1,3.9,8,1,0.7,8,1
2023/2/18,5.2,8,1,3.6,8,1,5.1,8,1,-0.8,8,1,7.4,8,1,4.0,8,1,5.8,8,1,4.4,8,1,6.4,8,1,-1.2,8,1,5.4,8,1,3.2,8,1
2023/2/19,4.3,8,1,-1.5,8,1,3.5,8,1,-1.7,8,1,5.4,8,1,0.5,8,1,5.3,8,1,-0.1,8,1,3.5,8,1,-2.5,8,1,5.6,8,1,-1.1,8,1
2023/2/20,-0.2,8,1,-4.2,8,1,-0.5,8,1,-7.7,8,1,2.7,8,1,-3.1,8,1,1.2,8,1,-2.9,8,1,-0.1,8,1,-15.1,8,1,-0.2,8,1,-4.7,8,1
2023/2/21,-1.8,8,1,-5.0,8,1,-2.5,8,1,-10.9,8,1,-1.4,8,1,-5.2,8,1,-0.5,8,1,-3.5,8,1,-1.2,8,1,-14.1,8,1,-2.1,8,1,-4.8,8,1
2023/2/22,1.6,8,1,-3.9,8,1,0.7,8,1,-8.3,8,1,1.9,8,1,-2.4,8,1,3.1,8,1,-2.7,8,1,0.6,8,1,-11.4,8,1,2.1,8,1,-3.5,8,1
2023/2/23,4.2,8,1,-3.3,8,1,3.4,8,1,-6.7,8,1,6.3,8,1,-0.2,8,1,5.2,8,1,1.3,8,1,3.7,8,1,-4.6,8,1,4.1,8,1,-1.1,8,1
2023/2/24,3.0,8,1,-6.8,8,1,3.1,8,1,-12.0,8,1,4.3,8,1,-3.9,8,1,3.9,8,1,-0.1,8,1,3.7,8,1,-10.7,8,1,3.8,8,1,-3.4,8,1
2023/2/25,1.7,8,1,-3.6,8,1,0.4,8,1,-4.9,8,1,1.7,8,1,-2.3,8,1,2.9,8,1,-2.7,8,1,0.0,8,1,-4.4,8,1,0.6,8,1,-3.4,8,1
2023/2/26,-0.6,8,1,-4.0,8,1,-1.5,8,1,-7.8,8,1,0.6,8,1,-5.1,8,1,0.5,8,1,-2.0,8,1,-0.6,8,1,-11.6,8,1,-1.0,8,1,-3.3,8,1
2023/2/27,6.6,8,1,-8.7,8,1,5.8,8,1,-15.5,8,1,7.3,8,1,-6.7,8,1,7.6,8,1,-1.4,8,1,6.0,8,1,-16.9,8,1,6.9,8,1,-2.0,8,1
2023/2/28,9.3,8,1,6.1,8,1,9.1,8,1,5.2,8,1,9.6,8,1,7.2,8,1,9.9,8,1,6.4,8,1,8.7,8,1,5.2,8,1,9.0,8,1,6.4,8,1
2023/3/1,6.4,8,1,0.4,8,1,6.0,8,1,-0.8,8,1,8.3,8,1,1.2,8,1,7.1,8,1,3.6,8,1,6.9,8,1,0.2,8,1,6.4,8,1,1.8,8,1
2023/3/2,3.8,8,1,-1.6,8,1,4.0,8,1,-2.2,8,1,5.7,8,1,-0.2,8,1,4.4,8,1,1.4,8,1,4.7,8,1,-2.6,8,1,4.5,8,1,0.4,8,1
2023/3/3,3.8,8,1,-0.2,8,1,2.9,8,1,-1.6,8,1,5.7,8,1,0.2,8,1,6.0,8,1,0.6,8,1,2.8,8,1,-3.1,8,1,5.7,8,1,0.2,8,1
2023/3/4,2.7,8,1,-4.4,8,1,2.7,8,1,-7.6,8,1,5.1,8,1,-1.8,8,1,4.8,8,1,0.5,8,1,3.0,8,1,-8.1,8,1,4.0,8,1,-2.4,8,1
2023/3/5,6.4,8,1,-4.9,8,1,5.5,8,1,-8.3,8,1,7.0,8,1,-3.3,8,1,6.0,8,1,2.0,8,1,5.2,8,1,-10.3,8,1,6.1,8,1,0.5,8,1
2023/3/6,8.0,8,1,4.0,8,1,7.7,8,1,-1.5,8,1,8.6,8,1,5.1,8,1,10.1,8,1,3.1,8,1,7.5,8,1,-2.8,8,1,8.9,8,1,4.7,8,1
2023/3/7,8.7,8,1,1.9,8,1,9.3,8,1,-1.8,8,1,10.4,8,1,3.5,8,1,9.5,8,1,6.2,8,1,8.8,8,1,-0.3,8,1,8.7,8,1,3.4,8,1
2023/3/8,11.2,8,1,-0.1,8,1,9.9,8,1,-2.0,8,1,11.4,8,1,1.7,8,1,12.7,8,1,4.4,8,1,12.2,8,1,-2.3,8,1,9.8,8,1,0.8,8,1
2023/3/9,7.1,8,1,-2.3,8,1,6.1,8,1,-4.7,8,1,8.8,8,1,-0.1,8,1,8.5,8,1,3.3,8,1,6.1,8,1,-4.0,8,1,8.3,8,1,-0.5,8,1
2023/3/10,6.8,8,1,2.7,8,1,6.8,8,1,-0.2,8,1,9.1,8,1,3.8,8,1,8.7,8,1,2.8,8,1,6.9,8,1,-0.6,8,1,9.3,8,1,2.5,8,1
2023/3/11,5.8,8,1,-1.1,8,1,5.8,8,1,-3.2,8,1,6.3,8,1,1.1,8,1,5.9,8,1,2.7,8,1,6.4,8,1,-3.2,8,1,5.8,8,1,0.3,8,1
2023/3/12,5.5,8,1,-0.4,8,1,4.8,8,1,-2.7,8,1,12.8,8,1,0.0,8,1,9.9,8,1,3.8,8,1,9.2,8,1,-3.0,8,1,9.8,8,1,0.6,8,1
2023/3/13,7.8,8,1,1.3,8,1,7.4,8,1,0.9,8,1,11.6,8,1,1.9,8,1,9.5,8,1,1.7,8,1,8.7,8,1,0.9,8,1,8.9,8,1,0.8,8,1
2023/3/14,5.4,8,1,-0.3,8,1,4.6,8,1,-2.4,8,1,6.3,8,1,0.7,8,1,5.5,8,1,1.3,8,1,4.9,8,1,-3.4,8,1,5.3,8,1,0.6,8,1
2023/3/15,8.3,8,1,-0.1,8,1,7.1,8,1,-1.8,8,1,11.7,8,1,-0.2,8,1,10.1,8,1,4.6,8,1,9.3,8,1,-4.6,8,1,10.1,8,1,4.8,8,1
2023/3/16,7.7,8,1,2.8,8,1,5.4,8,1,0.1,8,1,12.7,8,1,2.2,8,1,9.7,8,1,3.4,8,1,7.8,8,1,-1.2,8,1,10.0,8,1,2.6,8,1
2023/3/17,5.6,8,1,2.7,8,1,5.8,8,1,-1.5,8,1,6.6,8,1,3.2,8,1,5.8,8,1,2.2,8,1,5.8,8,1,-2.0,8,1,6.2,8,1,1.9,8,1
2023/3/18,7.2,8,1,3.2,8,1,6.4,8,1,-2.6,8,1,8.0,8,1,3.5,8,1,6.2,8,1,2.2,8,1,6.9,8,1,-2.7,8,1,6.6,8,1,2.9,8,1
2023/3/19,8.7,8,1,-0.5,8,1,8.7,8,1,-4.2,8,1,9.6,8,1,4.6,8,1,8.2,8,1,4.6,8,1,8.9,8,1,-4.8,8,1,8.3,8,1,3.5,8,1
2023/3/20,12.1,8,1,2.7,8,1,12.7,8,1,-1.8,8,1,11.4,8,1,7.0,8,1,12.3,8,1,6.2,8,1,11.5,8,1,-1.0,8,1,10.0,8,1,5.7,8,1
2023/3/21,14.7,8,1,3.1,8,1,15.2,8,1,-0.7,8,1,14.4,8,1,3.4,8,1,12.3,8,1,7.2,8,1,15.5,8,1,-1.7,8,1,11.7,8,1,5.9,8,1
2023/3/22,15.1,8,1,3.6,8,1,17.0,8,1,-1.4,8,1,13.8,8,1,3.7,8,1,11.9,8,1,8.3,8,1,15.9,8,1,-2.2,8,1,11.1,8,1,5.9,8,1
2023/3/23,11.5,8,1,5.4,8,1,9.7,8,1,4.1,8,1,18.8,8,1,7.1,8,1,16.4,8,1,9.8,8,1,19.5,8,1,1.5,8,1,15.8,8,1,9.1,8,1
2023/3/24,9.3,8,1,-2.0,8,1,9.6,8,1,-2.0,8,1,10.6,8,1,1.5,8,1,10.3,8,1,3.3,8,1,12.5,8,1,-2.2,8,1,11.0,8,1,-0.2,8,1
2023/3/25,7.8,8,1,-2.7,8,1,8.3,8,1,-3.7,8,1,8.3,8,1,0.0,8,1,8.2,8,1,3.1,8,1,9.3,8,1,-4.5,8,1,7.1,8,1,-1.0,8,1
2023/3/26,7.9,8,1,0.9,8,1,6.9,8,1,0.4,8,1,10.1,8,1,1.7,8,1,8.4,8,1,2.8,8,1,9.1,8,1,-2.6,8,1,8.6,8,1,0.5,8,1
2023/3/27,8.0,8,1,1.2,8,1,7.6,8,1,-1.9,8,1,8.8,8,1,4.2,8,1,7.1,8,1,3.4,8,1,8.0,8,1,-2.3,8,1,8.0,8,1,3.8,8,1
2023/3/28,9.8,8,1,-0.7,8,1,10.1,8,1,-3.8,8,1,9.8,8,1,0.8,8,1,9.7,8,1,2.9,8,1,9.2,8,1,-4.8,8,1,8.6,8,1,4.2,8,1
2023/3/29,10.9,8,1,0.1,8,1,10.8,8,1,-3.2,8,1,8.6,8,1,1.3,8,1,9.4,8,1,5.2,8,1,8.3,8,1,-4.4,8,1,10.3,8,1,5.6,8,1
2023/3/30,13.0,8,1,0.9,8,1,12.4,8,1,-2.2,8,1,11.1,8,1,2.4,8,1,13.4,8,1,5.7,8,1,12.7,8,1,-1.6,8,1,11.2,8,1,5.5,8,1
2023/3/31,11.3,8,1,0.9,8,1,11.8,8,1,-0.2,8,1,12.0,8,1,4.4,8,1,10.6,8,1,6.8,8,1,11.9,8,1,-0.6,8,1,11.6,8,1,2.7,8,1
2023/4/1,8.5,8,1,-0.3,8,1,11.6,8,1,-2.2,8,1,9.4,8,1,2.5,8,1,8.0,8,1,4.8,8,1,10.8,8,1,-2.0,8,1,8.8,8,1,1.8,8,1
2023/4/2,9.6,8,1,-1.1,8,1,13.5,8,1,-2.1,8,1,9.5,8,1,1.6,8,1,9.1,8,1,5.5,8,1,11.9,8,1,-1.8,8,1,10.0,8,1,2.1,8,1
2023/4/3,10.7,8,1,-0.6,8,1,13.6,8,1,-3.1,8,1,10.9,8,1,1.2,8,1,9.5,8,1,5.5,8,1,14.1,8,1,-3.3,8,1,9.9,8,1,0.2,8,1
2023/4/4,14.4,8,1,0.4,8,1,16.0,8,1,-2.4,8,1,12.9,8,1,2.3,8,1,15.2,8,1,5.5,8,1,13.2,8,1,-2.8,8,1,11.8,8,1,1.6,8,1
2023/4/5,14.7,8,1,5.4,8,1,17.5,8,1,3.5,8,1,13.1,8,1,7.5,8,1,12.2,8,1,8.8,8,1,15.3,8,1,4.0,8,1,12.0,8,1,8.6,8,1
2023/4/6,13.7,8,1,8.1,8,1,12.6,8,1,6.1,8,1,14.9,8,1,8.5,8,1,12.7,8,1,9.3,8,1,14.5,8,1,4.8,8,1,11.1,8,1,8.9,8,1
2023/4/7,11.1,8,1,7.4,8,1,11.2,8,1,7.0,8,1,11.6,8,1,7.7,8,1,9.9,8,1,7.0,8,1,12.7,8,1,6.9,8,1,8.9,8,1,6.2,8,1
2023/4/8,11.2,8,1,4.4,8,1,11.6,8,1,2.4,8,1,10.6,8,1,5.7,8,1,10.2,8,1,4.5,8,1,10.8,8,1,1.8,8,1,9.0,8,1,4.1,8,1
2023/4/9,8.3,8,1,2.6,8,1,8.2,8,1,1.3,8,1,8.5,8,1,4.4,8,1,7.9,8,1,4.9,8,1,8.6,8,1,0.9,8,1,9.0,8,1,3.3,8,1
2023/4/10,14.3,8,1,5.3,8,1,13.2,8,1,2.1,8,1,13.2,8,1,8.3,8,1,15.3,8,1,7.0,8,1,15.7,8,1,1.9,8,1,12.3,8,1,8.3,8,1
2023/4/11,14.8,8,1,6.3,8,1,14.2,8,1,5.5,8,1,15.4,8,1,10.9,8,1,15.1,8,1,9.7,8,1,16.0,8,1,7.5,8,1,13.0,8,1,9.6,8,1
2023/4/12,14.1,8,1,6.9,8,1,13.7,8,1,3.8,8,1,14.8,8,1,7.3,8,1,13.7,8,1,6.4,8,1,14.3,8,1,6.2,8,1,11.7,8,1,5.6,8,1
2023/4/13,11.6,8,1,6.5,8,1,11.3,8,1,1.1,8,1,11.7,8,1,7.4,8,1,11.9,8,1,7.0,8,1,11.3,8,1,6.6,8,1,10.7,8,1,6.0,8,1
2023/4/14,14.4,8,1,1.7,8,1,14.6,8,1,-0.6,8,1,12.9,8,1,4.1,8,1,13.6,8,1,5.5,8,1,14.1,8,1,0.6,8,1,12.1,8,1,2.7,8,1
2023/4/15,13.1,8,1,-0.6,8,1,12.0,8,1,-2.3,8,1,14.8,8,1,2.3,8,1,10.4,8,1,4.9,8,1,13.5,8,1,-1.8,8,1,12.6,8,1,1.1,8,1
