Downloaded at: 2026/09/16 14:28:09

,Sakai,Sakai,Sakai,Sakai,Sakai,Sakai,Kankuushima,Kankuushima,Kankuushima,Kankuushima,Kankuushima,Kankuushima,Kumatori,Kumatori,Kumatori,Kumatori,Kumatori,Kumatori
Date,Max temperature (℃),Max temperature (℃),Max temperature (℃),Min temperature (℃),Min temperature (℃),Min temperature (℃),Max temperature (℃),Max temperature (℃),Max temperature (℃),Min temperature (℃),Min temperature (℃),Min temperature (℃),Max temperature (℃),Max temperature (℃),Max temperature (℃),Min temperature (℃),Min temperature (℃),Min temperature (℃)
,,,,,,,,,,,,,,,,,,
,,Quality info,Homogeneity no.,,Quality info,Homogeneity no.,,Quality info,Homogeneity no.,,Quality info,Homogeneity no.,,Quality info,Homogeneity no.,,Quality info,Homogeneity no.
2025/4/24,23.4,8,1,14.1,8,1,18.4,8,1,14.6,8,1,21.6,8,1,13.3,8,1
2025/4/25,22.1,8,1,12.5,8,1,19.2,8,1,12.5,8,1,20.5,8,1,11.6,8,1
2025/4/26,20.5,8,1,6.9,8,1,19.9,8,1,8.7,8,1,20.7,8,1,6.4,8,1
2025/4/27,24.0,8,1,8.1,8,1,22.3,8,1,10.9,8,1,26.3,8,1,9.7,8,1
2025/4/28,22.5,8,1,10.9,8,1,20.3,8,1,12.9,8,1,21.2,8,1,10.6,8,1
2025/4/29,19.8,8,1,9.7,8,1,18.4,8,1,12.1,8,1,18.4,8,1,9.9,8,1
2025/4/30,21.9,8,1,7.0,8,1,18.9,8,1,9.0,8,1,21.5,8,1,6.0,8,1
2025/5/1,24.8,8,1,10.8,8,1,22.4,8,1,12.7,8,1,23.1,8,1,10.5,8,1
2025/5/2,20.6,8,1,10.6,8,1,19.5,8,1,14.0,8,1,20.2,8,1,10.7,8,1
2025/5/3,22.2,8,1,9.3,8,1,20.8,8,1,11.7,8,1,22.4,8,1,9.2,8,1
2025/5/4,21.5,8,1,13.3,8,1,21.0,8,1,15.0,8,1,20.7,8,1,12.4,8,1
2025/5/5,23.9,8,1,12.6,8,1,21.2,8,1,12.7,8,1,22.6,8,1,11.1,8,1
2025/5/6,19.6,8,1,13.7,8,1,17.4,8,1,13.8,8,1,18.0,8,1,12.7,8,1
2025/5/7,21.4,8,1,11.8,8,1,18.7,8,1,13.6,8,1,20.2,8,1,10.3,8,1
2025/5/8,24.6,8,1,8.5,8,1,21.4,8,1,11.3,8,1,22.8,8,1,8.0,8,1
2025/5/9,22.9,8,1,14.1,8,1,20.5,8,1,15.1,8,1,21.3,8,1,12.8,8,1
2025/5/10,24.0,8,1,16.3,8,1,23.0,8,1,16.1,8,1,26.1,8,1,15.8,8,1
2025/5/11,21.6,8,1,14.1,8,1,19.3,8,1,14.5,8,1,21.1,8,1,13.6,8,1
2025/5/12,20.8,8,1,13.8,8,1,19.5,8,1,14.3,8,1,21.5,8,1,13.1,8,1
2025/5/13,25.1,8,1,12.2,8,1,23.6,8,1,13.2,8,1,24.9,8,1,12.8,8,1
2025/5/14,25.5,8,1,13.8,8,1,23.5,8,1,14.7,8,1,26.5,8,1,13.9,8,1
2025/5/15,25.3,8,1,15.3,8,1,24.7,8,1,16.7,8,1,26.5,8,1,15.9,8,1
2025/5/16,25.2,8,1,16.4,8,1,20.9,8,1,16.9,8,1,24.3,8,1,16.7,8,1
2025/5/17,28.2,8,1,19.2,8,1,24.6,8,1,18.3,8,1,26.7,8,1,18.1,8,1
2025/5/18,26.9,8,1,20.5,8,1,23.7,8,1,18.9,8,1,26.0,8,1,20.4,8,1
2025/5/19,25.2,8,1,17.3,8,1,23.1,8,1,18.0,8,1,24.7,8,1,18.4,8,1
2025/5/20,27.4,5,1,16.6,5,1,27.7,8,1,19.2,8,1,30.6,8,1,19.9,8,1
2025/5/21,28.8,8,1,20.7,8,1,27.3,8,1,19.1,8,1,29.5,8,1,20.2,8,1
2025/5/22,30.6,8,1,18.5,8,1,24.5,8,1,18.4,8,1,29.2,8,1,18.0,8,1
2025/5/23,27.4,8,1,15.2,8,1,22.7,8,1,16.9,8,1,25.2,8,1,16.5,8,1
2025/5/24,22.4,8,1,19.0,8,1,23.4,8,1,18.2,8,1,23.3,8,1,17.0,8,1
2025/5/25,20.6,8,1,14.9,8,1,23.4,8,1,16.4,8,1,23.8,8,1,14.0,8,1
2025/5/26,20.3,8,1,13.0,8,1,18.0,8,1,15.7,8,1,18.7,8,1,12.4,8,1
2025/5/27,26.6,8,1,14.0,8,1,21.8,8,1,14.6,8,1,24.9,8,1,12.8,8,1
2025/5/28,26.4,8,1,14.7,8,1,24.0,8,1,16.0,8,1,25.6,8,1,14.4,8,1
2025/5/29,23.2,8,1,18.5,8,1,20.7,8,1,18.4,8,1,22.1,8,1,16.7,8,1
2025/5/30,24.9,8,1,17.4,8,1,22.0,8,1,17.7,8,1,23.8,8,1,16.6,8,1
2025/5/31,22.2,8,1,17.9,8,1,22.2,8,1,18.0,8,1,22.9,8,1,17.6,8,1
2025/6/1,25.1,8,1,17.6,8,1,24.4,8,1,17.7,8,1,24.0,8,1,17.0,8,1
2025/6/2,26.5,8,1,14.7,8,1,23.8,8,1,15.7,8,1,25.2,8,1,13.6,8,1
2025/6/3,20.0,8,1,17.7,8,1,20.0,8,1,17.7,8,1,20.4,8,1,17.2,8,1
2025/6/4,25.6,8,1,17.0,8,1,25.7,8,1,17.7,8,1,25.7,8,1,16.6,8,1
2025/6/5,28.0,8,1,14.2,8,1,25.4,8,1,17.6,8,1,28.4,8,1,16.5,8,1
2025/6/6,28.4,8,1,15.7,8,1,27.6,8,1,18.5,8,1,28.8,8,1,15.7,8,1
2025/6/7,26.5,8,1,18.8,8,1,25.2,8,1,20.8,8,1,27.0,8,1,18.3,8,1
2025/6/8,26.3,8,1,19.0,8,1,23.3,8,1,20.1,8,1,26.5,8,1,18.6,8,1
2025/6/9,23.9,8,1,18.2,8,1,21.6,8,1,18.8,8,1,23.6,8,1,17.8,8,1
2025/6/10,26.4,8,1,19.2,8,1,25.1,8,1,19.4,8,1,26.1,8,1,19.1,8,1
2025/6/11,23.8,8,1,19.1,8,1,22.7,8,1,19.1,8,1,25.3,8,1,18.8,8,1
2025/6/12,27.7,8,1,18.6,8,1,23.3,8,1,19.3,8,1,25.8,8,1,18.6,8,1
2025/6/13,29.4,8,1,19.4,8,1,24.5,8,1,20.0,8,1,27.3,8,1,18.6,8,1
2025/6/14,26.4,8,1,21.3,8,1,25.8,8,1,20.6,8,1,25.7,8,1,20.9,8,1
2025/6/15,30.1,8,1,23.4,8,1,29.3,8,1,21.9,8,1,30.1,8,1,23.5,8,1
2025/6/16,34.7,8,1,23.6,8,1,32.2,8,1,21.3,8,1,33.5,8,1,23.1,8,1
2025/6/17,31.7,8,1,24.4,8,1,28.1,8,1,22.6,8,1,31.8,8,1,25.2,8,1
2025/6/18,33.3,8,1,22.8,8,1,30.1,8,1,21.9,8,1,32.4,8,1,22.1,8,1
2025/6/19,32.6,8,1,22.8,8,1,31.4,8,1,23.3,8,1,33.2,8,1,22.3,8,1
2025/6/20,32.3,8,1,21.1,8,1,28.8,8,1,23.3,8,1,32.4,8,1,21.7,8,1
2025/6/21,32.2,8,1,23.0,8,1,31.1,8,1,24.7,8,1,32.3,8,1,22.5,8,1
2025/6/22,35.6,8,1,23.9,8,1,32.3,8,1,25.4,8,1,32.7,8,1,25.1,8,1
2025/6/23,30.7,8,1,22.4,8,1,28.9,8,1,22.8,8,1,28.7,8,1,23.8,8,1
2025/6/24,29.2,8,1,23.2,8,1,25.8,8,1,22.7,8,1,27.5,8,1,22.0,8,1
2025/6/25,32.7,8,1,24.7,8,1,30.1,8,1,23.4,8,1,33.2,8,1,23.2,8,1
2025/6/26,29.6,8,1,23.2,8,1,27.9,8,1,23.2,8,1,28.6,8,1,23.2,8,1
2025/6/27,31.3,8,1,21.9,8,1,29.2,8,1,22.4,8,1,30.3,8,1,21.9,8,1
2025/6/28,32.2,8,1,23.7,8,1,28.3,8,1,23.8,8,1,31.0,8,1,21.4,8,1
2025/6/29,33.1,8,1,23.7,8,1,30.2,8,1,23.6,8,1,32.4,8,1,21.7,8,1
2025/6/30,33.7,8,1,23.8,8,1,31.1,8,1,24.8,8,1,33.6,8,1,23.1,8,1
2025/7/1,34.4,8,1,24.7,8,1,30.2,8,1,24.6,8,1,34.5,8,1,24.0,8,1
2025/7/2,35.3,8,1,25.7,8,1,30.8,8,1,25.5,8,1,34.6,8,1,24.9,8,1
2025/7/3,34.5,8,1,25.5,8,1,31.4,8,1,25.5,8,1,32.6,8,1,25.0,8,1
2025/7/4,33.9,8,1,25.7,8,1,32.1,8,1,24.9,8,1,32.7,8,1,24.7,8,1
2025/7/5,34.4,8,1,25.5,8,1,32.7,8,1,25.9,8,1,33.6,8,1,25.7,8,1
2025/7/6,34.6,8,1,26.1,8,1,33.4,8,1,25.7,8,1,34.5,8,1,25.9,8,1
2025/7/7,36.9,8,1,27.4,8,1,33.7,8,1,27.0,8,1,34.6,8,1,25.0,8,1
2025/7/8,35.7,8,1,26.3,8,1,31.0,8,1,27.0,8,1,33.1,8,1,25.3,8,1
2025/7/9,34.1,8,1,26.8,8,1,32.4,8,1,25.8,8,1,33.0,8,1,24.1,8,1
2025/7/10,36.6,8,1,25.3,8,1,33.7,8,1,26.0,8,1,34.2,8,1,24.8,8,1
2025/7/11,34.8,8,1,24.7,8,1,31.6,8,1,25.7,8,1,33.5,8,1,24.8,8,1
2025/7/12,33.8,8,1,26.1,8,1,32.4,8,1,25.4,8,1,33.0,8,1,24.9,8,1
2025/7/13,34.6,8,1,25.3,8,1,30.8,8,1,25.1,8,1,32.4,8,1,24.0,8,1
2025/7/14,35.4,8,1,25.0,8,1,31.9,8,1,24.7,8,1,33.2,8,1,23.3,8,1
2025/7/15,34.5,8,1,24.0,8,1,33.4,8,1,24.1,8,1,32.7,8,1,23.1,8,1
2025/7/16,34.3,8,1,23.6,8,1,32.7,8,1,24.5,8,1,33.6,8,1,23.5,8,1
2025/7/17,28.4,8,1,24.4,8,1,28.2,8,1,25.0,8,1,26.5,8,1,23.7,8,1
2025/7/18,33.3,8,1,23.7,8,1,31.5,8,1,24.6,8,1,33.3,8,1,22.5,8,1
2025/7/19,33.8,8,1,23.4,8,1,31.1,8,1,24.7,8,1,32.4,8,1,21.9,8,1
2025/7/20,33.4,8,1,25.6,8,1,31.5,8,1,25.7,8,1,33.5,8,1,23.5,8,1
2025/7/21,33.3,8,1,25.1,8,1,31.1,8,1,25.9,8,1,33.4,8,1,24.4,8,1
2025/7/22,34.0,8,1,26.9,8,1,32.2,8,1,26.8,8,1,33.2,8,1,25.0,8,1
2025/7/23,34.8,8,1,26.0,8,1,31.3,8,1,26.8,8,1,32.5,8,1,25.5,8,1
2025/7/24,34.6,8,1,25.7,8,1,32.2,8,1,27.1,8,1,33.3,5,1,24.5,5,1
2025/7/25,34.0,8,1,26.7,8,1,30.7,8,1,27.0,8,1,33.6,8,1,24.6,8,1
2025/7/26,35.7,8,1,26.5,8,1,31.1,8,1,25.9,8,1,33.0,8,1,23.7,8,1
2025/7/27,35.3,8,1,25.3,8,1,31.6,8,1,26.1,8,1,32.4,8,1,23.8,8,1
2025/7/28,36.4,8,1,26.1,8,1,32.6,8,1,25.8,8,1,33.0,8,1,24.8,8,1
2025/7/29,37.1,8,1,24.7,8,1,33.7,8,1,26.9,8,1,35.1,8,1,24.3,8,1
2025/7/30,36.5,8,1,26.4,8,1,33.1,8,1,26.4,8,1,35.0,8,1,24.9,8,1
2025/7/31,36.7,8,1,27.2,8,1,32.9,8,1,27.1,8,1,34.1,8,1,25.9,8,1
2025/8/1,36.1,8,1,27.2,8,1,33.2,8,1,26.6,8,1,34.8,8,1,25.5,8,1
2025/8/2,37.6,8,1,27.1,8,1,32.1,8,1,27.2,8,1,35.3,8,1,24.6,8,1
2025/8/3,36.3,8,1,26.2,8,1,33.3,8,1,27.3,8,1,33.9,8,1,24.2,8,1
2025/8/4,37.5,8,1,26.7,8,1,35.4,8,1,28.6,8,1,34.4,8,1,25.3,8,1
2025/8/5,36.5,8,1,27.4,8,1,35.0,8,1,28.6,8,1,36.4,8,1,27.5,8,1
2025/8/6,37.4,8,1,28.8,8,1,35.2,8,1,28.8,8,1,36.7,8,1,27.9,8,1
2025/8/7,31.8,8,1,26.6,8,1,31.4,8,1,27.0,8,1,31.9,8,1,26.2,8,1
2025/8/8,34.2,8,1,24.6,8,1,32.1,8,1,26.9,8,1,32.5,8,1,25.1,8,1
2025/8/9,33.5,8,1,25.4,8,1,31.3,8,1,25.5,8,1,32.2,8,1,24.0,8,1
2025/8/10,31.8,8,1,26.8,8,1,30.6,8,1,27.0,8,1,30.5,8,1,26.6,8,1
2025/8/11,32.4,8,1,25.6,8,1,31.0,8,1,25.9,8,1,31.9,8,1,25.5,8,1
2025/8/12,34.3,8,1,26.7,8,1,32.7,8,1,27.4,8,1,33.0,8,1,26.3,8,1
2025/8/13,35.3,8,1,26.2,8,1,31.3,8,1,26.6,8,1,33.0,8,1,25.6,8,1
2025/8/14,35.4,8,1,26.2,8,1,33.2,8,1,26.5,8,1,34.7,8,1,25.3,8,1
2025/8/15,35.1,8,1,26.8,8,1,32.4,8,1,27.0,8,1,34.4,8,1,25.8,8,1
2025/8/16,35.1,8,1,25.7,8,1,32.7,8,1,27.6,8,1,34.2,8,1,26.1,8,1
2025/8/17,35.7,8,1,25.8,8,1,33.2,8,1,27.3,8,1,34.3,8,1,26.6,8,1
2025/8/18,35.4,8,1,26.4,8,1,32.3,8,1,27.1,8,1,34.2,8,1,25.2,8,1
2025/8/19,36.0,8,1,26.2,8,1,31.8,8,1,27.1,8,1,33.7,8,1,24.8,8,1
2025/8/20,35.8,8,1,25.6,8,1,32.4,8,1,27.5,8,1,33.9,8,1,24.7,8,1
2025/8/21,36.6,8,1,26.5,8,1,32.6,8,1,26.8,8,1,34.8,8,1,25.3,8,1
2025/8/22,35.7,8,1,25.4,8,1,34.5,8,1,27.4,8,1,36.1,8,1,25.1,8,1
2025/8/23,35.6,8,1,27.2,8,1,30.9,8,1,27.6,8,1,33.8,8,1,25.3,8,1
2025/8/24,35.7,8,1,28.2,8,1,32.4,8,1,26.5,8,1,34.2,8,1,26.2,8,1
2025/8/25,36.3,8,1,27.8,8,1,32.2,8,1,28.2,8,1,34.7,8,1,27.2,8,1
2025/8/26,35.1,8,1,26.2,8,1,33.2,8,1,28.0,8,1,35.5,8,1,26.5,8,1
2025/8/27,35.7,8,1,25.9,8,1,31.9,8,1,27.3,8,1,33.6,8,1,26.2,8,1
2025/8/28,37.3,8,1,26.9,8,1,33.0,8,1,26.4,8,1,35.0,8,1,25.2,8,1
2025/8/29,35.5,8,1,27.4,8,1,32.4,8,1,27.9,8,1,34.2,8,1,25.5,8,1
2025/8/30,36.3,8,1,26.4,8,1,32.7,8,1,27.0,8,1,35.0,8,1,25.5,8,1
2025/8/31,37.8,8,1,26.7,8,1,33.6,8,1,26.5,8,1,35.6,8,1,25.1,8,1
2025/9/1,36.0,8,1,26.6,8,1,32.6,8,1,27.8,8,1,35.5,8,1,25.3,8,1
2025/9/2,35.9,8,1,26.9,8,1,33.4,8,1,27.9,8,1,36.2,8,1,25.6,8,1
2025/9/3,35.3,8,1,25.8,8,1,30.7,8,1,27.2,8,1,32.7,8,1,24.8,8,1
2025/9/4,32.6,8,1,25.3,8,1,28.7,8,1,25.2,8,1,30.5,8,1,24.6,8,1
2025/9/5,30.1,8,1,25.0,8,1,30.6,8,1,25.2,8,1,30.6,8,1,24.2,8,1
2025/9/6,33.9,8,1,22.5,8,1,30.1,8,1,25.2,8,1,32.1,8,1,22.4,8,1
2025/9/7,33.9,8,1,22.7,8,1,31.0,8,1,25.3,8,1,33.3,8,1,23.2,8,1
2025/9/8,33.9,8,1,25.6,8,1,32.0,8,1,26.9,8,1,32.9,8,1,25.7,8,1
2025/9/9,35.1,8,1,25.6,8,1,31.3,8,1,26.9,8,1,34.2,8,1,25.3,8,1
2025/9/10,35.6,8,1,25.8,8,1,33.8,8,1,25.0,8,1,33.9,8,1,24.8,8,1
2025/9/11,31.5,8,1,23.4,8,1,28.7,8,1,24.0,8,1,31.8,8,1,23.5,8,1
2025/9/12,33.8,8,1,24.1,8,1,29.4,8,1,25.4,8,1,32.2,8,1,23.7,8,1
2025/9/13,32.5,8,1,25.1,8,1,31.2,8,1,26.5,8,1,30.9,8,1,24.3,8,1
2025/9/14,32.5,8,1,26.5,8,1,32.2,8,1,26.6,8,1,32.9,8,1,25.5,8,1
2025/9/15,34.0,8,1,25.4,8,1,33.0,8,1,26.2,8,1,33.8,8,1,25.4,8,1
2025/9/16,34.3,8,1,25.4,8,1,30.8,8,1,26.2,8,1,32.8,8,1,24.7,8,1
2025/9/17,33.6,8,1,25.5,8,1,31.2,8,1,27.0,8,1,32.9,8,1,25.1,8,1
2025/9/18,31.9,8,1,24.1,8,1,31.4,8,1,25.0,8,1,31.6,8,1,23.7,8,1
2025/9/19,32.7,8,1,23.0,8,1,28.5,8,1,24.3,8,1,30.2,8,1,21.7,8,1
2025/9/20,31.9,8,1,24.7,8,1,31.0,8,1,24.7,8,1,31.8,8,1,22.2,8,1
2025/9/21,30.7,8,1,22.1,8,1,28.8,8,1,24.1,8,1,29.3,8,1,20.0,8,1
2025/9/22,30.5,8,1,18.9,8,1,27.5,8,1,21.0,8,1,29.1,8,1,17.4,8,1
2025/9/23,28.7,8,1,22.7,8,1,26.4,8,1,22.3,8,1,26.1,8,1,19.8,8,1
2025/9/24,30.7,8,1,23.3,8,1,27.9,8,1,23.6,8,1,29.3,8,1,21.4,8,1
2025/9/25,29.8,8,1,22.7,8,1,27.6,8,1,23.8,8,1,27.8,8,1,22.1,8,1
2025/9/26,29.6,8,1,21.9,8,1,28.1,8,1,23.2,8,1,29.5,8,1,21.7,8,1
2025/9/27,30.4,8,1,20.2,8,1,27.9,8,1,22.1,8,1,29.0,8,1,18.8,8,1
2025/9/28,31.1,8,1,19.9,8,1,27.6,8,1,19.9,8,1,29.0,8,1,16.9,8,1
2025/9/29,27.8,8,1,19.6,8,1,27.6,8,1,23.4,8,1,27.7,8,1,20.2,8,1
2025/9/30,28.7,8,1,17.9,8,1,25.8,8,1,22.1,8,1,27.2,8,1,17.7,8,1
2025/10/1,28.5,8,1,18.7,8,1,27.5,8,1,21.1,8,1,28.1,8,1,19.0,8,1
2025/10/2,28.5,8,1,19.1,8,1,25.8,8,1,19.5,8,1,27.1,8,1,16.6,8,1
2025/10/3,26.5,8,1,21.1,8,1,25.3,8,1,21.4,8,1,25.7,8,1,19.0,8,1
2025/10/4,24.2,8,1,20.7,8,1,24.1,8,1,20.9,8,1,24.2,8,1,20.0,8,1
2025/10/5,25.5,8,1,21.1,8,1,25.9,8,1,21.9,8,1,26.1,8,1,20.6,8,1
2025/10/6,29.7,8,1,20.0,8,1,27.6,8,1,21.6,8,1,28.2,8,1,18.5,8,1
2025/10/7,30.2,8,1,18.6,8,1,27.4,8,1,20.4,8,1,28.5,8,1,18.0,8,1
2025/10/8,32.0,8,1,20.1,8,1,27.8,8,1,21.4,8,1,30.8,8,1,18.9,8,1
2025/10/9,28.7,8,1,18.5,8,1,26.6,8,1,20.9,8,1,26.8,8,1,17.7,8,1
2025/10/10,25.8,8,1,19.5,8,1,25.0,8,1,20.1,8,1,25.0,8,1,18.1,8,1
2025/10/11,29.4,8,1,20.5,8,1,25.6,8,1,20.8,8,1,28.3,8,1,19.1,8,1
2025/10/12,27.0,8,1,21.8,8,1,24.7,8,1,22.2,8,1,26.8,8,1,20.8,8,1
2025/10/13,29.2,8,1,20.0,8,1,25.8,8,1,21.6,8,1,26.8,8,1,19.1,8,1
2025/10/14,29.2,8,1,19.4,8,1,29.5,8,1,20.1,8,1,29.5,8,1,17.6,8,1
2025/10/15,28.1,8,1,21.5,8,1,27.0,8,1,21.6,8,1,26.9,8,1,21.1,8,1
2025/10/16,27.4,8,1,20.9,8,1,26.4,8,1,21.6,8,1,26.2,8,1,19.7,8,1
2025/10/17,28.8,8,1,18.0,8,1,25.7,8,1,21.3,8,1,27.1,8,1,17.4,8,1
2025/10/18,27.2,8,1,18.1,8,1,25.6,8,1,18.5,8,1,27.7,8,1,16.3,8,1
2025/10/19,23.2,8,1,18.1,8,1,23.6,8,1,18.8,8,1,23.0,8,1,17.8,8,1
2025/10/20,24.3,8,1,17.5,8,1,23.6,8,1,18.1,8,1,23.7,8,1,17.1,8,1
2025/10/21,19.7,8,1,14.4,8,1,20.1,8,1,15.5,8,1,19.7,8,1,14.6,8,1
2025/10/22,15.3,8,1,12.6,8,1,15.7,8,1,13.1,8,1,15.3,8,1,11.2,8,1
2025/10/23,23.4,8,1,12.5,8,1,22.8,8,1,14.8,8,1,22.3,8,1,11.6,8,1
2025/10/24,22.7,8,1,10.9,8,1,23.0,8,1,13.8,8,1,21.5,8,1,10.3,8,1
2025/10/25,23.0,8,1,13.5,8,1,22.8,8,1,15.5,8,1,22.4,8,1,12.3,8,1
2025/10/26,21.3,8,1,17.5,8,1,21.3,8,1,18.3,8,1,20.4,8,1,16.2,8,1
2025/10/27,22.0,8,1,13.3,8,1,21.1,8,1,17.3,8,1,21.5,8,1,13.3,8,1
2025/10/28,19.6,8,1,9.8,8,1,18.5,8,1,15.1,8,1,18.5,8,1,9.9,8,1
2025/10/29,19.3,8,1,7.5,8,1,18.4,8,1,10.7,8,1,18.5,8,1,7.4,8,1
2025/10/30,22.3,8,1,9.1,8,1,19.1,8,1,11.4,8,1,20.3,8,1,6.5,8,1
2025/10/31,17.0,8,1,12.8,8,1,17.3,8,1,13.6,8,1,15.5,8,1,12.5,8,1
2025/11/1,20.5,8,1,12.1,8,1,20.5,8,1,16.0,8,1,19.9,8,1,12.8,8,1
2025/11/2,20.0,8,1,11.6,8,1,20.3,8,1,14.9,8,1,18.9,8,1,11.9,8,1
2025/11/3,18.1,8,1,8.5,8,1,18.3,8,1,12.3,8,1,17.3,8,1,8.0,8,1
2025/11/4,18.0,8,1,7.0,8,1,17.2,8,1,9.1,8,1,17.0,8,1,6.1,8,1
2025/11/5,18.1,8,1,13.0,8,1,18.2,8,1,14.5,8,1,16.9,8,1,11.8,8,1
2025/11/6,22.0,8,1,11.1,8,1,20.7,8,1,14.0,8,1,20.5,8,1,11.6,8,1
2025/11/7,21.5,8,1,9.7,8,1,20.6,8,1,13.6,8,1,20.6,8,1,10.6,8,1
2025/11/8,20.2,8,1,7.4,8,1,19.1,8,1,11.5,8,1,19.7,8,1,8.0,8,1
2025/11/9,16.2,8,1,14.3,8,1,18.7,8,1,15.4,8,1,16.9,8,1,13.6,8,1
2025/11/10,20.1,8,1,9.4,8,1,19.0,8,1,14.9,8,1,18.3,8,1,7.7,8,1
2025/11/11,18.2,8,1,6.2,8,1,17.1,8,1,11.6,8,1,16.9,8,1,6.5,8,1
2025/11/12,17.2,8,1,6.7,8,1,16.9,8,1,10.7,8,1,16.9,8,1,6.4,8,1
2025/11/13,17.5,8,1,11.7,8,1,17.3,8,1,13.2,8,1,17.5,8,1,10.8,8,1
2025/11/14,20.5,8,1,8.7,8,1,19.4,8,1,13.1,8,1,19.4,8,1,9.7,8,1
2025/11/15,19.4,8,1,7.6,8,1,18.5,8,1,10.6,8,1,18.3,8,1,8.4,8,1
2025/11/16,21.1,8,1,8.9,8,1,18.6,8,1,10.1,8,1,20.1,8,1,6.5,8,1
2025/11/17,20.7,8,1,8.6,8,1,20.4,8,1,11.8,8,1,20.8,8,1,9.7,8,1
2025/11/18,15.3,8,1,8.3,8,1,15.3,8,1,10.0,8,1,14.5,8,1,8.7,8,1
2025/11/19,14.2,8,1,6.0,8,1,13.1,8,1,9.2,8,1,13.2,8,1,5.0,8,1
2025/11/20,16.0,8,1,6.3,8,1,15.8,8,1,7.4,8,1,16.1,8,1,4.7,8,1
2025/11/21,17.6,8,1,6.6,8,1,16.8,8,1,13.7,8,1,16.5,8,1,8.8,8,1
2025/11/22,17.6,8,1,5.1,8,1,16.2,8,1,10.4,8,1,16.6,8,1,6.6,8,1
2025/11/23,18.6,8,1,5.7,8,1,16.5,8,1,7.4,8,1,17.9,8,1,6.0,8,1
2025/11/24,19.4,8,1,5.5,8,1,17.1,8,1,8.7,8,1,18.4,8,1,6.8,8,1
2025/11/25,15.7,8,1,10.4,8,1,15.8,8,1,12.6,8,1,15.9,8,1,10.3,8,1
2025/11/26,14.9,8,1,7.3,8,1,15.9,8,1,10.5,8,1,15.2,8,1,8.0,8,1
2025/11/27,19.1,8,1,6.9,8,1,18.4,8,1,7.6,8,1,18.6,8,1,5.4,8,1
2025/11/28,15.9,8,1,8.0,8,1,16.7,8,1,12.8,8,1,15.4,8,1,6.6,8,1
2025/11/29,16.0,8,1,5.1,8,1,14.2,8,1,10.2,8,1,15.1,8,1,6.0,8,1
2025/11/30,17.7,8,1,4.7,8,1,16.1,8,1,6.8,8,1,17.2,8,1,5.8,8,1
2025/12/1,20.3,8,1,8.0,8,1,17.7,8,1,10.8,8,1,20.6,8,1,9.5,8,1
2025/12/2,19.6,8,1,8.0,8,1,18.6,8,1,10.8,8,1,19.3,8,1,9.2,8,1
2025/12/3,13.5,8,1,4.3,8,1,14.5,8,1,6.6,8,1,12.3,8,1,4.9,8,1
2025/12/4,9.1,8,1,3.5,8,1,10.0,8,1,6.1,8,1,8.7,8,1,4.4,8,1
2025/12/5,11.8,5,1,2.7,5,1,11.1,8,1,7.4,8,1,10.8,8,1,3.0,8,1
2025/12/6,13.2,8,1,2.2,8,1,12.3,8,1,4.1,8,1,13.3,8,1,0.9,8,1
2025/12/7,16.5,8,1,2.6,8,1,16.4,8,1,8.5,8,1,17.2,8,1,6.2,8,1
2025/12/8,17.0,8,1,3.9,8,1,17.7,8,1,10.6,8,1,18.0,8,1,9.4,8,1
2025/12/9,13.7,8,1,3.3,8,1,13.0,8,1,8.9,8,1,12.6,8,1,4.2,8,1
2025/12/10,14.3,8,1,1.7,8,1,13.3,8,1,7.5,8,1,13.5,8,1,4.0,8,1
2025/12/11,17.0,8,1,5.3,8,1,15.9,8,1,7.1,8,1,17.0,8,1,4.9,8,1
2025/12/12,12.9,8,1,5.2,8,1,14.5,8,1,6.7,8,1,12.8,8,1,5.3,8,1
2025/12/13,11.9,8,1,0.2,8,1,11.0,8,1,3.6,8,1,11.4,8,1,-0.6,8,1
2025/12/14,12.8,8,1,7.8,8,1,12.9,8,1,8.6,8,1,11.5,8,1,6.6,8,1
2025/12/15,11.8,8,1,2.9,8,1,10.5,8,1,7.7,8,1,9.9,8,1,3.3,8,1
2025/12/16,13.2,8,1,0.3,8,1,12.8,8,1,8.4,8,1,12.8,8,1,4.0,8,1
2025/12/17,15.9,8,1,2.6,8,1,16.0,8,1,8.6,8,1,15.9,8,1,6.4,8,1
2025/12/18,13.6,8,1,4.6,8,1,12.9,8,1,6.0,8,1,12.5,8,1,2.8,8,1
2025/12/19,16.1,8,1,2.6,8,1,13.7,8,1,3.1,8,1,15.4,8,1,1.4,8,1
2025/12/20,21.8,8,1,7.2,8,1,16.7,8,1,9.9,8,1,20.6,8,1,6.1,8,1
2025/12/21,15.0,8,1,8.2,8,1,14.8,8,1,11.0,8,1,15.3,8,1,8.7,8,1
2025/12/22,11.4,8,1,3.8,8,1,11.8,8,1,7.0,8,1,10.6,8,1,3.6,8,1
2025/12/23,14.3,8,1,1.5,8,1,12.8,8,1,4.3,8,1,13.6,8,1,1.0,8,1
2025/12/24,12.9,8,1,8.3,8,1,13.3,8,1,9.3,8,1,12.2,8,1,7.4,8,1
2025/12/25,12.5,8,1,7.7,8,1,13.8,8,1,8.8,8,1,12.1,8,1,7.4,8,1
2025/12/26,7.9,8,1,1.4,8,1,9.3,8,1,4.8,8,1,7.4,8,1,0.5,8,1
