location_id,city/town,latitude,longitude,elevation,utc_offset_seconds,timezone,timezone_abbreviation
0,Otsu,34.973637,135.85768,97.0,0,GMT,GMT
1,Hikone,35.32513,136.26599,90.0,0,GMT,GMT
2,Nagahama,35.32513,136.26599,93.0,0,GMT,GMT
3,Shigaraki,34.83304,136.19772,243.0,0,GMT,GMT

location_id,time,apparent_temperature_max (°C),apparent_temperature_min (°C),precipitation_sum (mm),rain_sum (mm),snowfall_sum (cm),precipitation_hours (h),wind_speed_10m_max (km/h),wind_gusts_10m_max (km/h)
0,2021-01-01,-2.1,-9.7,0.00,0.00,0.00,0.0,15.3,37.1
0,2021-01-02,0.9,-7.1,0.30,0.30,0.00,2.0,20.5,49.7
0,2021-01-03,1.6,-4.7,0.00,0.00,0.00,0.0,18.0,43.2
0,2021-01-04,4.6,-4.7,0.00,0.00,0.00,0.0,13.2,33.1
0,2021-01-05,5.8,-2.6,0.00,0.00,0.00,0.0,10.7,28.8
0,2021-01-06,1.8,-4.5,0.00,0.00,0.00,0.0,21.1,49.0
0,2021-01-07,-1.6,-10.6,2.00,1.00,0.70,4.0,28.5,75.2
0,2021-01-08,-6.2,-9.9,0.00,0.00,0.00,0.0,27.2,63.4
0,2021-01-09,-4.4,-9.2,0.00,0.00,0.00,0.0,24.7,59.0
0,2021-01-10,-0.6,-7.7,0.00,0.00,0.00,0.0,16.0,37.8
0,2021-01-11,2.2,-4.6,1.40,0.30,0.77,4.0,12.7,31.0
0,2021-01-12,2.1,-7.5,2.10,1.00,0.77,5.0,9.4,24.8
0,2021-01-13,2.9,-4.3,0.00,0.00,0.00,0.0,17.8,42.1
0,2021-01-14,7.9,-4.4,0.00,0.00,0.00,0.0,13.2,33.5
0,2021-01-15,10.5,-1.0,0.00,0.00,0.00,0.0,9.4,22.0
0,2021-01-16,8.6,-2.3,2.10,2.10,0.00,5.0,19.4,54.7
0,2021-01-17,2.7,-7.3,0.10,0.10,0.00,1.0,21.6,49.7
0,2021-01-18,-0.3,-3.4,0.60,0.20,0.28,5.0,23.8,55.4
0,2021-01-19,-2.3,-3.8,0.10,0.00,0.07,1.0,19.3,47.2
0,2021-01-20,4.3,-6.0,0.00,0.00,0.00,0.0,9.4,25.6
0,2021-01-21,7.6,-2.5,1.10,1.10,0.00,4.0,11.0,29.9
0,2021-01-22,8.0,4.4,5.50,5.50,0.00,15.0,7.1,18.0
0,2021-01-23,6.5,3.4,27.70,27.70,0.00,24.0,10.1,24.8
0,2021-01-24,6.9,-0.4,8.10,8.10,0.00,10.0,9.0,16.6
0,2021-01-25,9.2,-1.1,0.00,0.00,0.00,0.0,10.4,25.2
0,2021-01-26,9.7,5.2,17.80,17.80,0.00,10.0,19.4,45.0
0,2021-01-27,8.8,-1.7,0.00,0.00,0.00,0.0,20.8,49.0
0,2021-01-28,7.2,-7.9,1.30,1.30,0.00,3.0,24.3,60.1
0,2021-01-29,-3.8,-6.4,0.40,0.00,0.28,4.0,27.9,65.5
0,2021-01-30,0.8,-3.1,0.30,0.10,0.14,3.0,19.5,46.1
0,2021-01-31,3.9,-5.6,0.00,0.00,0.00,0.0,14.6,35.3
0,2021-02-01,9.9,1.9,17.80,17.80,0.00,13.0,18.9,55.4
0,2021-02-02,6.7,-5.2,0.00,0.00,0.00,0.0,25.3,61.6
0,2021-02-03,0.8,-8.0,0.10,0.00,0.07,1.0,16.6,41.0
0,2021-02-04,2.7,-3.4,0.10,0.10,0.00,1.0,25.5,59.8
0,2021-02-05,5.2,0.2,0.20,0.20,0.00,2.0,15.3,37.1
0,2021-02-06,9.6,-3.5,0.00,0.00,0.00,0.0,13.3,31.3
0,2021-02-07,8.5,-0.8,2.60,2.60,0.00,9.0,16.0,44.3
0,2021-02-08,3.1,-6.0,1.10,0.10,0.70,5.0,15.6,41.0
0,2021-02-09,0.1,-3.9,0.00,0.00,0.00,0.0,16.7,40.0
0,2021-02-10,5.8,-4.5,0.00,0.00,0.00,0.0,16.3,42.1
0,2021-02-11,6.6,-2.4,0.00,0.00,0.00,0.0,16.0,38.9
0,2021-02-12,11.8,2.7,0.00,0.00,0.00,0.0,9.3,22.7
0,2021-02-13,14.5,2.3,0.20,0.20,0.00,2.0,10.2,28.1
0,2021-02-14,16.0,5.8,26.10,26.10,0.00,9.0,27.0,60.5
0,2021-02-15,10.5,-2.2,16.30,16.30,0.00,7.0,22.6,71.6
0,2021-02-16,2.6,-4.8,0.30,0.30,0.00,3.0,26.2,63.7
0,2021-02-17,-3.1,-9.9,0.20,0.00,0.14,2.0,34.3,78.8
0,2021-02-18,-2.9,-8.3,0.70,0.00,0.49,5.0,23.6,56.5
0,2021-02-19,2.2,-4.7,0.00,0.00,0.00,0.0,17.7,41.8
0,2021-02-20,6.9,-0.2,0.00,0.00,0.00,0.0,28.0,65.9
0,2021-02-21,13.8,2.3,0.00,0.00,0.00,0.0,23.5,55.4
0,2021-02-22,14.0,2.0,0.30,0.30,0.00,3.0,19.9,48.2
0,2021-02-23,4.6,-5.2,0.00,0.00,0.00,0.0,18.8,45.7
0,2021-02-24,3.0,-5.0,0.00,0.00,0.00,0.0,17.1,42.8
0,2021-02-25,7.4,-0.5,1.60,1.60,0.00,6.0,12.1,28.1
0,2021-02-26,5.1,-3.5,2.60,2.60,0.00,7.0,18.0,46.4
0,2021-02-27,3.3,-3.5,0.00,0.00,0.00,0.0,19.8,50.8
0,2021-02-28,8.3,2.5,0.00,0.00,0.00,0.0,16.1,39.2
0,2021-03-01,15.1,8.8,4.00,4.00,0.00,6.0,19.9,58.3
0,2021-03-02,15.2,-3.7,24.90,24.90,0.00,10.0,23.7,54.7
0,2021-03-03,5.5,-2.1,0.00,0.00,0.00,0.0,17.7,51.1
0,2021-03-04,10.3,6.5,4.30,4.30,0.00,8.0,16.8,40.0
0,2021-03-05,10.0,7.6,8.60,8.60,0.00,20.0,18.1,42.8
0,2021-03-06,12.2,-1.6,0.00,0.00,0.00,0.0,19.9,48.2
0,2021-03-07,6.9,1.8,3.00,3.00,0.00,12.0,13.6,32.4
0,2021-03-08,7.4,-4.5,0.30,0.30,0.00,1.0,11.9,31.0
0,2021-03-09,11.2,0.8,0.00,0.00,0.00,0.0,7.9,21.2
0,2021-03-10,9.0,-5.5,0.00,0.00,0.00,0.0,19.8,48.6
0,2021-03-11,14.4,2.7,0.00,0.00,0.00,0.0,8.4,21.2
0,2021-03-12,13.1,5.1,34.40,34.40,0.00,19.0,32.1,80.6
0,2021-03-13,10.9,-1.6,2.70,2.70,0.00,3.0,22.5,52.2
0,2021-03-14,9.2,-1.2,0.00,0.00,0.00,0.0,16.7,41.0
0,2021-03-15,12.7,2.9,0.00,0.00,0.00,0.0,12.7,33.5
0,2021-03-16,13.1,2.8,0.50,0.50,0.00,5.0,27.4,69.5
0,2021-03-17,10.6,-4.5,0.00,0.00,0.00,0.0,18.1,43.9
0,2021-03-18,13.3,0.3,0.00,0.00,0.00,0.0,15.1,33.8
0,2021-03-19,15.2,2.6,0.00,0.00,0.00,0.0,12.8,29.9
0,2021-03-20,17.2,11.9,10.70,10.70,0.00,14.0,21.3,50.4
0,2021-03-21,19.2,2.6,30.80,30.80,0.00,12.0,14.1,51.1
0,2021-03-22,6.9,-3.6,0.50,0.50,0.00,4.0,19.5,47.2
0,2021-03-23,9.1,1.7,0.00,0.00,0.00,0.0,23.1,53.3
0,2021-03-24,16.0,6.5,0.10,0.10,0.00,1.0,15.8,40.0
0,2021-03-25,13.3,-0.0,2.80,2.80,0.00,6.0,7.7,22.7
0,2021-03-26,12.6,1.8,0.00,0.00,0.00,0.0,24.7,60.5
0,2021-03-27,17.7,8.0,1.40,1.40,0.00,2.0,16.9,46.4
0,2021-03-28,16.4,10.4,15.60,15.60,0.00,15.0,19.1,48.2
0,2021-03-29,16.7,5.7,0.10,0.10,0.00,1.0,19.7,48.6
0,2021-03-30,20.0,3.0,0.00,0.00,0.00,0.0,10.7,26.6
0,2021-03-31,19.6,5.1,0.00,0.00,0.00,0.0,11.9,30.2
0,2021-04-01,18.2,9.1,0.10,0.10,0.00,1.0,16.4,36.7
0,2021-04-02,16.2,9.6,0.10,0.10,0.00,1.0,22.0,50.4
0,2021-04-03,17.0,11.8,0.60,0.60,0.00,2.0,20.6,46.8
0,2021-04-04,19.5,6.7,24.20,24.20,0.00,17.0,11.5,49.7
0,2021-04-05,10.1,3.0,0.00,0.00,0.00,0.0,20.1,49.3
0,2021-04-06,17.8,5.5,4.70,4.70,0.00,5.0,11.8,27.4
0,2021-04-07,16.4,4.4,0.00,0.00,0.00,0.0,13.7,33.1
0,2021-04-08,14.1,3.3,0.30,0.30,0.00,2.0,16.1,38.2
0,2021-04-09,10.3,-1.6,0.00,0.00,0.00,0.0,20.8,50.0
0,2021-04-10,12.5,-0.5,0.00,0.00,0.00,0.0,11.3,29.9
0,2021-04-11,17.5,4.0,0.00,0.00,0.00,0.0,11.9,29.9
0,2021-04-12,16.9,10.5,2.80,2.80,0.00,3.0,22.4,52.2
0,2021-04-13,18.9,12.3,9.10,9.10,0.00,16.0,26.1,63.4
0,2021-04-14,16.1,1.3,0.70,0.70,0.00,2.0,19.8,47.9
0,2021-04-15,12.7,7.0,0.00,0.00,0.00,0.0,17.6,44.6
0,2021-04-16,13.6,10.3,19.30,19.30,0.00,17.0,24.1,55.4
0,2021-04-17,14.5,3.6,38.80,38.80,0.00,12.0,20.2,52.6
0,2021-04-18,10.4,0.2,1.80,1.80,0.00,4.0,26.1,71.3
0,2021-04-19,16.8,3.9,0.10,0.10,0.00,1.0,17.6,41.8
0,2021-04-20,18.3,5.9,0.00,0.00,0.00,0.0,17.6,41.0
0,2021-04-21,23.0,6.6,0.00,0.00,0.00,0.0,12.7,31.0
0,2021-04-22,19.0,3.6,0.00,0.00,0.00,0.0,15.1,32.8
0,2021-04-23,21.9,9.4,0.00,0.00,0.00,0.0,13.8,38.9
0,2021-04-24,19.6,9.1,0.00,0.00,0.00,0.0,11.5,27.7
0,2021-04-25,17.6,3.1,0.00,0.00,0.00,0.0,20.4,49.3
0,2021-04-26,12.8,1.5,0.00,0.00,0.00,0.0,18.4,45.4
0,2021-04-27,17.7,10.7,2.10,2.10,0.00,4.0,17.5,42.1
0,2021-04-28,18.4,14.8,47.10,47.10,0.00,24.0,8.7,37.4
0,2021-04-29,16.6,8.1,42.90,42.90,0.00,12.0,12.3,49.7
0,2021-04-30,19.0,6.5,0.20,0.20,0.00,2.0,23.5,59.0
0,2021-05-01,20.6,5.5,8.60,8.60,0.00,8.0,33.2,97.9
0,2021-05-02,10.5,2.7,4.40,4.40,0.00,7.0,25.9,68.4
0,2021-05-03,15.9,8.6,0.40,0.40,0.00,2.0,16.4,45.0
0,2021-05-04,21.1,12.6,2.90,2.90,0.00,4.0,16.4,50.4
0,2021-05-05,19.5,10.0,25.30,25.30,0.00,15.0,11.8,47.2
0,2021-05-06,23.4,11.0,0.00,0.00,0.00,0.0,10.0,25.6
0,2021-05-07,20.1,10.2,1.30,1.30,0.00,3.0,12.0,28.1
0,2021-05-08,19.6,13.8,0.30,0.30,0.00,2.0,20.5,45.4
0,2021-05-09,22.2,6.4,1.10,1.10,0.00,6.0,24.0,63.7
0,2021-05-10,21.4,10.9,0.00,0.00,0.00,0.0,16.5,40.0
0,2021-05-11,20.6,10.1,0.00,0.00,0.00,0.0,16.3,38.9
0,2021-05-12,15.5,12.0,14.30,14.30,0.00,19.0,23.6,58.0
0,2021-05-13,23.4,15.0,0.00,0.00,0.00,0.0,23.1,59.0
0,2021-05-14,30.0,17.8,0.00,0.00,0.00,0.0,11.9,28.1
0,2021-05-15,26.8,18.6,7.20,7.20,0.00,12.0,22.9,54.4
0,2021-05-16,24.8,18.5,9.90,9.90,0.00,14.0,26.4,64.4
0,2021-05-17,25.4,19.8,16.60,16.60,0.00,19.0,26.2,64.4
0,2021-05-18,27.0,18.9,3.90,3.90,0.00,6.0,12.2,30.6
0,2021-05-19,24.5,15.1,5.10,5.10,0.00,9.0,7.2,18.0
0,2021-05-20,24.9,19.0,108.40,108.40,0.00,23.0,23.2,77.8
0,2021-05-21,24.4,13.6,27.60,27.60,0.00,11.0,26.2,67.7
0,2021-05-22,20.1,12.6,1.80,1.80,0.00,7.0,12.1,31.3
0,2021-05-23,27.7,16.2,0.00,0.00,0.00,0.0,12.7,33.5
0,2021-05-24,25.3,14.1,7.70,7.70,0.00,8.0,9.0,24.1
0,2021-05-25,22.1,10.0,0.20,0.20,0.00,2.0,22.0,55.8
0,2021-05-26,20.9,12.0,15.20,15.20,0.00,9.0,15.3,41.0
0,2021-05-27,18.9,12.6,34.20,34.20,0.00,7.0,22.6,53.3
0,2021-05-28,24.5,16.3,1.70,1.70,0.00,5.0,22.2,58.3
0,2021-05-29,23.2,13.3,0.80,0.80,0.00,4.0,21.9,55.1
0,2021-05-30,23.9,9.7,0.10,0.10,0.00,1.0,15.2,37.1
0,2021-05-31,26.5,16.0,0.00,0.00,0.00,0.0,8.7,21.2
0,2021-06-01,28.5,18.0,0.00,0.00,0.00,0.0,14.4,32.8
0,2021-06-02,26.9,16.9,0.00,0.00,0.00,0.0,17.1,38.9
0,2021-06-03,24.6,17.7,12.60,12.60,0.00,15.0,23.9,58.3
0,2021-06-04,27.1,13.2,33.10,33.10,0.00,9.0,12.7,59.8
0,2021-06-05,21.8,16.6,0.10,0.10,0.00,1.0,12.2,30.2
0,2021-06-06,26.6,19.0,0.00,0.00,0.00,0.0,8.3,22.0
0,2021-06-07,30.6,17.1,0.00,0.00,0.00,0.0,8.4,23.4
0,2021-06-08,33.7,17.8,0.00,0.00,0.00,0.0,7.4,24.5
0,2021-06-09,29.3,16.5,0.00,0.00,0.00,0.0,11.7,28.4
0,2021-06-10,31.4,19.1,0.00,0.00,0.00,0.0,16.3,37.8
0,2021-06-11,28.1,20.9,0.00,0.00,0.00,0.0,17.2,41.4
0,2021-06-12,29.9,20.9,0.20,0.20,0.00,2.0,16.2,37.8
0,2021-06-13,27.5,22.9,7.40,7.40,0.00,16.0,8.3,23.4
0,2021-06-14,30.4,21.6,5.00,5.00,0.00,9.0,6.4,22.7
0,2021-06-15,32.0,21.0,11.40,11.40,0.00,18.0,14.1,32.0
0,2021-06-16,24.1,20.4,41.30,41.30,0.00,17.0,13.6,39.2
0,2021-06-17,28.8,21.1,0.10,0.10,0.00,1.0,10.6,25.2
0,2021-06-18,25.8,23.0,21.50,21.50,0.00,19.0,11.6,28.4
0,2021-06-19,24.5,18.6,13.80,13.80,0.00,14.0,13.7,31.3
0,2021-06-20,28.3,17.4,0.00,0.00,0.00,0.0,10.5,27.0
0,2021-06-21,31.0,20.4,0.00,0.00,0.00,0.0,11.6,27.0
0,2021-06-22,28.0,19.8,1.20,1.20,0.00,5.0,10.7,25.6
0,2021-06-23,28.4,19.9,1.60,1.60,0.00,12.0,12.1,31.0
0,2021-06-24,31.0,21.8,5.90,5.90,0.00,5.0,9.4,25.6
0,2021-06-25,31.5,21.2,10.00,10.00,0.00,12.0,12.8,31.3
0,2021-06-26,27.8,21.8,2.40,2.40,0.00,12.0,7.9,19.1
0,2021-06-27,27.1,19.8,1.80,1.80,0.00,5.0,11.5,28.1
0,2021-06-28,31.1,22.7,5.20,5.20,0.00,18.0,13.2,32.4
0,2021-06-29,30.3,21.2,1.60,1.60,0.00,9.0,7.6,23.0
0,2021-06-30,33.0,20.9,67.00,67.00,0.00,18.0,25.0,61.6
0,2021-07-01,28.8,21.5,12.40,12.40,0.00,16.0,24.9,59.4
0,2021-07-02,32.2,27.2,71.10,71.10,0.00,21.0,21.4,49.0
0,2021-07-03,33.3,27.5,4.80,4.80,0.00,16.0,10.9,27.0
0,2021-07-04,32.8,27.5,13.60,13.60,0.00,11.0,18.1,61.9
0,2021-07-05,32.4,26.7,6.40,6.40,0.00,14.0,18.0,55.8
0,2021-07-06,32.8,27.6,3.50,3.50,0.00,6.0,16.1,55.1
0,2021-07-07,29.4,27.2,67.30,67.30,0.00,24.0,17.1,53.6
0,2021-07-08,30.0,27.6,35.30,35.30,0.00,18.0,20.3,52.2
0,2021-07-09,32.1,26.9,16.30,16.30,0.00,14.0,15.5,40.0
0,2021-07-10,32.0,27.0,0.20,0.20,0.00,2.0,14.8,36.0
0,2021-07-11,33.0,25.2,4.40,4.40,0.00,8.0,15.0,37.8
0,2021-07-12,32.3,24.1,3.10,3.10,0.00,9.0,11.6,38.2
0,2021-07-13,32.6,27.1,2.70,2.70,0.00,4.0,15.5,36.7
0,2021-07-14,34.2,25.8,9.80,9.80,0.00,8.0,12.4,28.8
0,2021-07-15,33.9,26.4,4.60,4.60,0.00,7.0,12.6,32.4
0,2021-07-16,31.0,25.6,0.10,0.10,0.00,1.0,21.2,51.1
0,2021-07-17,32.8,26.1,0.10,0.10,0.00,1.0,18.9,43.2
0,2021-07-18,34.4,26.9,0.40,0.40,0.00,4.0,18.2,43.6
0,2021-07-19,39.4,27.0,0.30,0.30,0.00,1.0,10.8,24.5
0,2021-07-20,39.6,26.4,0.00,0.00,0.00,0.0,10.1,26.6
0,2021-07-21,36.2,26.0,0.00,0.00,0.00,0.0,13.6,32.8
0,2021-07-22,36.7,25.7,0.00,0.00,0.00,0.0,11.7,29.2
0,2021-07-23,37.9,26.1,0.40,0.40,0.00,3.0,9.5,22.3
0,2021-07-24,37.3,26.7,0.20,0.20,0.00,1.0,9.4,24.5
0,2021-07-25,36.1,27.9,0.00,0.00,0.00,0.0,13.1,31.3
0,2021-07-26,36.3,27.2,0.10,0.10,0.00,1.0,14.1,33.5
0,2021-07-27,35.2,26.9,0.10,0.10,0.00,1.0,14.6,36.0
0,2021-07-28,32.7,28.2,0.30,0.30,0.00,3.0,10.4,27.7
0,2021-07-29,35.4,28.5,0.90,0.90,0.00,5.0,10.9,29.2
0,2021-07-30,36.2,28.9,0.10,0.10,0.00,1.0,7.4,24.8
0,2021-07-31,36.4,29.2,1.40,1.40,0.00,7.0,8.2,22.3
0,2021-08-01,38.4,29.3,11.40,11.40,0.00,17.0,12.1,30.6
0,2021-08-02,34.8,29.4,6.20,6.20,0.00,16.0,14.5,35.3
0,2021-08-03,35.0,28.7,3.10,3.10,0.00,6.0,19.3,45.4
0,2021-08-04,40.3,28.5,0.10,0.10,0.00,1.0,8.5,20.5
0,2021-08-05,40.4,28.2,0.00,0.00,0.00,0.0,14.2,33.1
0,2021-08-06,33.9,29.4,0.20,0.20,0.00,2.0,20.0,47.9
0,2021-08-07,35.1,28.2,0.10,0.10,0.00,1.0,19.3,48.2
0,2021-08-08,39.3,28.6,10.40,10.40,0.00,7.0,20.4,69.1
0,2021-08-09,32.4,24.2,8.30,8.30,0.00,9.0,50.7,120.2
0,2021-08-10,32.4,25.2,0.80,0.80,0.00,6.0,20.4,51.8
0,2021-08-11,32.6,26.8,1.10,1.10,0.00,2.0,18.1,41.8
0,2021-08-12,29.1,26.3,74.10,74.10,0.00,24.0,14.8,44.6
0,2021-08-13,29.7,26.3,75.40,75.40,0.00,24.0,27.5,69.1
0,2021-08-14,30.6,25.5,72.20,72.20,0.00,24.0,28.5,68.4
0,2021-08-15,30.7,24.3,3.90,3.90,0.00,2.0,11.3,27.4
0,2021-08-16,28.9,25.8,18.00,18.00,0.00,20.0,12.6,41.4
0,2021-08-17,32.5,26.3,12.20,12.20,0.00,20.0,6.6,47.2
0,2021-08-18,31.9,26.0,15.00,15.00,0.00,17.0,19.0,58.7
0,2021-08-19,30.8,25.2,51.40,51.40,0.00,10.0,11.8,30.2
0,2021-08-20,34.4,24.9,11.00,11.00,0.00,4.0,9.8,33.5
0,2021-08-21,32.7,25.8,1.90,1.90,0.00,4.0,13.7,44.3
0,2021-08-22,32.4,26.9,22.40,22.40,0.00,19.0,18.7,44.3
0,2021-08-23,33.1,28.1,2.00,2.00,0.00,7.0,10.3,31.7
0,2021-08-24,33.0,27.8,2.10,2.10,0.00,4.0,16.1,47.9
0,2021-08-25,33.7,28.5,0.10,0.10,0.00,1.0,17.4,40.7
0,2021-08-26,35.2,28.0,1.00,1.00,0.00,7.0,14.3,34.6
0,2021-08-27,35.6,26.0,0.00,0.00,0.00,0.0,13.9,33.1
0,2021-08-28,35.2,28.2,0.30,0.30,0.00,2.0,17.2,40.3
0,2021-08-29,36.0,27.5,0.00,0.00,0.00,0.0,13.0,31.7
0,2021-08-30,35.8,27.4,2.60,2.60,0.00,9.0,8.2,21.6
0,2021-08-31,33.8,24.5,0.00,0.00,0.00,0.0,12.3,28.8
0,2021-09-01,32.7,26.2,24.30,24.30,0.00,12.0,18.4,47.5
0,2021-09-02,28.8,25.4,18.30,18.30,0.00,16.0,15.5,51.1
0,2021-09-03,27.6,24.3,41.90,41.90,0.00,17.0,8.1,27.7
0,2021-09-04,30.8,22.6,16.50,16.50,0.00,9.0,11.4,30.2
0,2021-09-05,30.8,22.8,0.30,0.30,0.00,3.0,7.1,20.2
0,2021-09-06,29.5,18.3,1.30,1.30,0.00,5.0,10.7,25.9
0,2021-09-07,27.9,22.2,1.70,1.70,0.00,9.0,18.3,44.6
0,2021-09-08,26.4,24.8,34.00,34.00,0.00,21.0,20.4,46.4
0,2021-09-09,30.3,20.6,1.10,1.10,0.00,4.0,9.1,22.0
0,2021-09-10,30.6,24.6,0.30,0.30,0.00,2.0,6.6,17.6
0,2021-09-11,29.4,25.4,0.80,0.80,0.00,4.0,10.5,25.9
0,2021-09-12,29.0,24.0,1.00,1.00,0.00,4.0,4.6,13.7
0,2021-09-13,28.2,20.0,4.40,4.40,0.00,4.0,7.7,19.1
0,2021-09-14,25.0,21.0,12.40,12.40,0.00,18.0,7.4,19.4
0,2021-09-15,29.2,17.7,0.10,0.10,0.00,1.0,12.4,31.3
0,2021-09-16,27.7,23.3,0.60,0.60,0.00,6.0,14.0,34.2
0,2021-09-17,29.0,24.4,31.20,31.20,0.00,22.0,16.9,50.4
0,2021-09-18,31.4,20.6,1.00,1.00,0.00,4.0,16.8,40.3
0,2021-09-19,31.3,22.9,0.00,0.00,0.00,0.0,9.4,24.5
0,2021-09-20,32.7,20.2,0.20,0.20,0.00,1.0,9.1,25.9
0,2021-09-21,29.5,22.7,0.60,0.60,0.00,5.0,15.9,37.8
0,2021-09-22,31.8,19.1,6.10,6.10,0.00,10.0,15.1,36.7
0,2021-09-23,28.5,18.6,1.30,1.30,0.00,6.0,18.4,52.2
0,2021-09-24,27.6,17.3,0.00,0.00,0.00,0.0,12.0,29.2
0,2021-09-25,26.9,19.7,25.50,25.50,0.00,20.0,15.7,43.2
0,2021-09-26,20.9,16.8,5.60,5.60,0.00,6.0,15.3,38.2
0,2021-09-27,26.4,19.7,0.00,0.00,0.00,0.0,12.6,30.2
0,2021-09-28,27.2,21.6,0.00,0.00,0.00,0.0,11.2,26.6
0,2021-09-29,27.8,21.9,0.10,0.10,0.00,1.0,16.3,37.4
0,2021-09-30,27.9,22.3,1.90,1.90,0.00,5.0,14.8,38.5
0,2021-10-01,26.7,16.2,0.40,0.40,0.00,3.0,15.2,41.8
0,2021-10-02,27.8,17.9,0.00,0.00,0.00,0.0,9.9,25.2
0,2021-10-03,27.7,18.8,0.00,0.00,0.00,0.0,10.6,24.1
0,2021-10-04,30.3,21.4,0.00,0.00,0.00,0.0,10.6,26.6
0,2021-10-05,27.8,16.3,0.00,0.00,0.00,0.0,13.4,31.3
0,2021-10-06,28.1,17.6,0.30,0.30,0.00,3.0,12.5,31.7
0,2021-10-07,28.8,20.5,2.70,2.70,0.00,11.0,15.8,37.8
0,2021-10-08,29.8,18.5,0.00,0.00,0.00,0.0,7.2,19.4
0,2021-10-09,30.8,21.5,0.00,0.00,0.00,0.0,14.0,33.1
0,2021-10-10,28.4,19.6,0.40,0.40,0.00,3.0,16.4,38.5
0,2021-10-11,30.2,24.9,8.90,8.90,0.00,12.0,11.6,28.8
0,2021-10-12,28.0,23.4,3.10,3.10,0.00,8.0,10.9,26.3
0,2021-10-13,29.2,18.8,0.40,0.40,0.00,2.0,9.4,27.7
0,2021-10-14,25.0,14.4,0.00,0.00,0.00,0.0,11.3,24.8
0,2021-10-15,25.4,14.8,0.00,0.00,0.00,0.0,12.5,28.1
0,2021-10-16,26.5,13.5,18.30,18.30,0.00,15.0,15.4,35.6
0,2021-10-17,14.1,7.8,0.00,0.00,0.00,0.0,23.1,53.6
0,2021-10-18,17.7,11.5,0.00,0.00,0.00,0.0,11.6,26.6
0,2021-10-19,18.8,9.4,1.10,1.10,0.00,3.0,13.8,35.3
0,2021-10-20,11.5,6.7,0.00,0.00,0.00,0.0,25.5,58.3
0,2021-10-21,13.1,8.5,0.30,0.30,0.00,2.0,10.9,26.6
0,2021-10-22,16.9,6.9,0.00,0.00,0.00,0.0,13.3,34.2
0,2021-10-23,11.8,5.8,0.00,0.00,0.00,0.0,24.3,54.4
0,2021-10-24,15.3,10.1,5.20,5.20,0.00,3.0,11.5,27.0
0,2021-10-25,13.5,8.2,37.30,37.30,0.00,16.0,18.5,41.8
0,2021-10-26,18.3,10.0,0.00,0.00,0.00,0.0,13.9,33.5
0,2021-10-27,18.4,9.6,0.00,0.00,0.00,0.0,9.2,20.5
0,2021-10-28,17.5,6.0,0.00,0.00,0.00,0.0,19.9,47.2
0,2021-10-29,14.6,4.2,0.00,0.00,0.00,0.0,16.9,39.6
0,2021-10-30,19.0,10.8,0.90,0.90,0.00,2.0,8.4,16.9
0,2021-10-31,18.6,8.8,0.30,0.30,0.00,1.0,8.1,19.1
0,2021-11-01,20.8,9.6,0.00,0.00,0.00,0.0,6.3,16.9
0,2021-11-02,18.7,8.9,0.10,0.10,0.00,1.0,14.4,34.9
0,2021-11-03,17.8,5.3,0.10,0.10,0.00,1.0,13.0,29.5
0,2021-11-04,17.7,5.1,0.00,0.00,0.00,0.0,12.1,28.4
0,2021-11-05,16.0,4.8,0.30,0.30,0.00,2.0,12.8,31.0
0,2021-11-06,16.1,9.1,0.10,0.10,0.00,1.0,9.5,23.0
0,2021-11-07,17.3,11.7,0.00,0.00,0.00,0.0,18.4,41.4
0,2021-11-08,17.4,13.8,34.90,34.90,0.00,11.0,26.4,59.4
0,2021-11-09,15.0,5.0,1.30,1.30,0.00,8.0,15.2,38.5
0,2021-11-10,8.9,5.9,0.30,0.30,0.00,3.0,26.9,63.0
0,2021-11-11,10.2,2.8,2.20,2.20,0.00,6.0,23.3,52.9
0,2021-11-12,9.3,-1.5,0.00,0.00,0.00,0.0,21.1,47.5
0,2021-11-13,10.8,5.7,0.00,0.00,0.00,0.0,15.0,34.9
0,2021-11-14,12.7,5.2,0.00,0.00,0.00,0.0,14.3,33.5
0,2021-11-15,16.1,5.0,0.30,0.30,0.00,2.0,12.0,28.8
0,2021-11-16,14.8,5.8,0.00,0.00,0.00,0.0,11.6,28.8
0,2021-11-17,14.9,3.8,0.10,0.10,0.00,1.0,6.6,14.8
0,2021-11-18,14.5,4.6,0.00,0.00,0.00,0.0,13.5,32.4
0,2021-11-19,15.0,5.0,0.00,0.00,0.00,0.0,9.5,22.3
0,2021-11-20,15.9,2.7,0.00,0.00,0.00,0.0,12.7,29.2
0,2021-11-21,17.1,10.6,2.00,2.00,0.00,2.0,12.3,32.0
0,2021-11-22,18.8,1.3,21.20,21.20,0.00,12.0,20.7,53.3
0,2021-11-23,4.9,0.3,0.00,0.00,0.00,0.0,25.3,56.5
0,2021-11-24,6.6,0.7,0.00,0.00,0.00,0.0,24.0,53.6
0,2021-11-25,10.0,1.4,0.20,0.20,0.00,2.0,22.1,51.1
0,2021-11-26,11.8,0.7,0.00,0.00,0.00,0.0,16.7,39.6
0,2021-11-27,5.0,-1.7,0.90,0.90,0.00,5.0,18.3,48.6
0,2021-11-28,7.8,0.2,0.00,0.00,0.00,0.0,13.2,31.3
