Downloaded at: 2026/09/16 14:20:47

,Saga,Saga,Saga,Saga,Saga,Saga,Nakamura,Nakamura,Nakamura,Nakamura,Nakamura,Nakamura,Sukumo,Sukumo,Sukumo,Sukumo,Sukumo,Sukumo,Shimizu,Shimizu,Shimizu,Shimizu,Shimizu,Shimizu
Date,Max temperature (℃),Max temperature (℃),Max temperature (℃),Min temperature (℃),Min temperature (℃),Min temperature (℃),Max temperature (℃),Max temperature (℃),Max temperature (℃),Min temperature (℃),Min temperature (℃),Min temperature (℃),Max temperature (℃),Max temperature (℃),Max temperature (℃),Min temperature (℃),Min temperature (℃),Min temperature (℃),Max temperature (℃),Max temperature (℃),Max temperature (℃),Min temperature (℃),Min temperature (℃),Min temperature (℃)
,,,,,,,,,,,,,,,,,,,,,,,,
,,Quality info,Homogeneity no.,,Quality info,Homogeneity no.,,Quality info,Homogeneity no.,,Quality info,Homogeneity no.,,Quality info,Homogeneity no.,,Quality info,Homogeneity no.,,Quality info,Homogeneity no.,,Quality info,Homogeneity no.
2024/6/27,24.6,8,1,21.8,8,1,25.4,8,1,21.6,8,1,25.2,8,1,21.9,8,1,24.8,8,1,22.8,8,1
2024/6/28,27.1,8,1,22.9,8,1,26.8,8,1,22.8,8,1,25.5,8,1,23.8,8,1,26.2,8,1,23.7,8,1
2024/6/29,30.8,8,1,23.0,8,1,31.2,8,1,23.1,8,1,27.3,8,1,23.0,8,1,26.8,8,1,23.6,8,1
2024/6/30,29.7,8,1,23.3,8,1,31.9,8,1,23.7,8,1,30.0,8,1,24.1,8,1,28.6,8,1,25.0,8,1
2024/7/1,30.0,8,1,24.7,8,1,29.6,8,1,24.7,8,1,28.8,8,1,24.8,8,1,27.7,8,1,25.7,8,1
2024/7/2,29.2,8,1,24.3,8,1,33.8,8,1,24.2,8,1,30.8,8,1,24.5,8,1,29.3,8,1,25.6,8,1
2024/7/3,35.1,8,1,24.2,8,1,36.0,8,1,23.6,8,1,31.1,8,1,24.7,8,1,29.5,8,1,26.1,8,1
2024/7/4,35.5,8,1,23.6,8,1,36.5,8,1,23.8,8,1,31.5,8,1,24.9,8,1,29.8,8,1,25.2,8,1
2024/7/5,38.0,8,1,24.2,8,1,37.0,8,1,23.5,8,1,31.5,8,1,24.2,8,1,29.7,8,1,25.2,8,1
2024/7/6,37.2,8,1,25.1,8,1,37.3,8,1,23.9,8,1,31.4,8,1,25.1,8,1,29.1,8,1,25.7,8,1
2024/7/7,36.8,8,1,23.4,8,1,35.8,8,1,22.9,8,1,32.0,8,1,24.7,8,1,30.1,8,1,25.7,8,1
2024/7/8,36.6,8,1,23.8,8,1,35.6,8,1,23.2,8,1,31.9,8,1,25.2,8,1,29.9,8,1,25.6,8,1
2024/7/9,36.4,8,1,25.2,8,1,35.6,8,1,24.7,8,1,32.2,8,1,25.8,8,1,30.3,8,1,26.7,8,1
2024/7/10,33.6,8,1,25.1,8,1,34.1,8,1,24.5,8,1,30.9,8,1,25.7,8,1,29.9,8,1,26.4,8,1
2024/7/11,28.1,8,1,23.0,8,1,27.7,8,1,23.2,8,1,28.2,8,1,24.1,8,1,27.2,8,1,23.7,8,1
2024/7/12,33.7,8,1,23.4,8,1,31.9,8,1,23.2,8,1,29.3,8,1,23.3,8,1,28.3,8,1,23.2,8,1
2024/7/13,26.1,8,1,23.8,8,1,27.8,8,1,23.4,8,1,28.5,8,1,23.7,8,1,27.9,8,1,23.7,8,1
2024/7/14,27.8,8,1,23.8,8,1,29.4,8,1,23.9,8,1,29.5,8,1,24.6,8,1,28.9,8,1,24.6,8,1
2024/7/15,26.8,8,1,23.8,8,1,27.9,8,1,24.2,8,1,27.6,8,1,24.3,8,1,27.5,8,1,24.9,8,1
2024/7/16,29.4,8,1,23.2,8,1,33.2,8,1,23.0,8,1,30.4,8,1,23.5,8,1,30.0,8,1,24.3,8,1
2024/7/17,30.4,8,1,23.3,8,1,35.0,8,1,23.2,8,1,31.1,8,1,24.5,8,1,30.1,8,1,25.9,8,1
2024/7/18,30.5,8,1,23.2,8,1,31.8,8,1,22.5,8,1,32.2,8,1,24.9,8,1,31.0,8,1,25.9,8,1
2024/7/19,34.6,8,1,25.5,8,1,35.6,8,1,25.6,8,1,32.4,8,1,26.4,8,1,31.0,8,1,27.4,8,1
2024/7/20,35.4,8,1,25.2,8,1,36.7,8,1,24.9,8,1,32.0,8,1,25.9,8,1,30.4,8,1,27.2,8,1
2024/7/21,34.2,8,1,25.6,8,1,37.8,8,1,25.1,8,1,32.0,8,1,27.0,8,1,30.6,8,1,26.8,8,1
2024/7/22,34.0,8,1,25.6,8,1,36.9,8,1,25.2,8,1,32.3,8,1,26.7,8,1,31.0,8,1,28.3,8,1
2024/7/23,33.0,8,1,25.1,8,1,35.9,8,1,25.1,8,1,33.1,8,1,26.8,8,1,31.8,8,1,26.9,8,1
2024/7/24,34.9,8,1,25.7,8,1,36.1,8,1,25.0,8,1,32.4,8,1,27.6,8,1,30.8,8,1,26.7,8,1
2024/7/25,32.6,8,1,24.7,8,1,34.6,8,1,24.8,8,1,33.5,8,1,26.1,8,1,31.1,8,1,25.1,8,1
2024/7/26,30.0,8,1,24.9,8,1,31.9,8,1,25.2,8,1,31.6,8,1,26.0,8,1,30.4,8,1,25.7,8,1
2024/7/27,31.8,8,1,25.6,8,1,32.9,8,1,25.5,8,1,32.4,8,1,26.2,8,1,31.6,8,1,26.9,8,1
2024/7/28,35.7,8,1,25.2,8,1,36.4,8,1,25.4,8,1,31.2,8,1,26.0,8,1,30.2,8,1,27.6,8,1
2024/7/29,37.5,8,1,25.5,8,1,37.0,8,1,26.3,8,1,36.7,8,1,25.4,8,1,32.4,8,1,26.4,8,1
2024/7/30,37.5,8,1,25.9,8,1,36.5,8,1,28.0,8,1,36.6,8,1,26.8,8,1,34.1,8,1,25.8,8,1
2024/7/31,37.4,8,1,25.8,8,1,36.8,8,1,28.1,8,1,36.3,8,1,25.8,8,1,33.9,8,1,25.8,8,1
2024/8/1,33.5,8,1,26.2,8,1,38.7,8,1,26.2,8,1,37.0,8,1,25.6,8,1,32.3,8,1,26.8,8,1
2024/8/2,33.3,8,1,25.5,8,1,36.2,8,1,24.5,8,1,32.6,8,1,25.7,8,1,32.3,8,1,27.0,8,1
2024/8/3,33.5,8,1,25.8,8,1,36.4,8,1,25.4,8,1,33.8,8,1,26.8,8,1,32.6,8,1,27.4,8,1
2024/8/4,34.1,8,1,25.6,8,1,37.0,8,1,25.6,8,1,34.4,8,1,27.0,8,1,33.8,8,1,27.7,8,1
2024/8/5,33.8,8,1,25.5,8,1,36.0,8,1,25.0,8,1,33.6,8,1,26.7,8,1,33.5,8,1,28.1,8,1
2024/8/6,33.8,8,1,26.3,8,1,36.1,8,1,26.4,8,1,33.0,8,1,27.5,8,1,33.2,8,1,27.4,8,1
2024/8/7,33.3,8,1,25.4,8,1,35.9,8,1,25.3,8,1,33.9,8,1,26.0,8,1,33.7,8,1,28.4,8,1
2024/8/8,33.6,8,1,25.8,8,1,36.3,8,1,25.4,8,1,34.9,8,1,26.6,8,1,33.6,8,1,27.1,8,1
2024/8/9,33.5,8,1,25.4,8,1,37.0,8,1,24.8,8,1,34.9,8,1,26.0,8,1,33.5,8,1,26.8,8,1
2024/8/10,33.9,8,1,25.1,8,1,36.7,8,1,23.7,8,1,34.2,8,1,25.2,8,1,33.5,8,1,26.8,8,1
2024/8/11,33.1,8,1,26.0,8,1,36.9,8,1,25.7,8,1,33.5,8,1,25.9,8,1,32.7,8,1,26.8,8,1
2024/8/12,33.5,8,1,26.1,8,1,35.4,8,1,23.8,8,1,33.3,8,1,24.6,8,1,33.3,8,1,25.6,8,1
2024/8/13,32.9,8,1,25.0,8,1,35.0,8,1,25.0,8,1,34.6,8,1,26.0,8,1,33.0,8,1,27.3,8,1
2024/8/14,33.0,8,1,24.9,8,1,35.5,8,1,24.3,8,1,33.3,8,1,25.8,8,1,32.9,8,1,27.9,8,1
2024/8/15,33.6,5,1,24.0,5,1,36.2,8,1,23.9,8,1,33.1,8,1,25.5,8,1,33.7,8,1,27.1,8,1
2024/8/16,34.8,8,1,25.1,8,1,39.8,8,1,24.7,8,1,38.3,8,1,25.6,8,1,37.2,8,1,27.3,8,1
2024/8/17,33.8,8,1,25.6,8,1,36.6,8,1,24.9,8,1,33.9,8,1,26.5,8,1,34.2,8,1,27.4,8,1
2024/8/18,34.3,8,1,26.0,8,1,35.6,8,1,24.6,8,1,34.4,8,1,25.7,8,1,33.4,8,1,27.2,8,1
2024/8/19,27.4,8,1,24.6,8,1,27.4,8,1,24.8,8,1,28.3,8,1,25.0,8,1,29.4,8,1,25.1,8,1
2024/8/20,31.4,8,1,24.4,8,1,33.3,8,1,24.6,8,1,33.3,8,1,25.3,8,1,32.7,8,1,25.5,8,1
2024/8/21,32.1,8,1,25.2,8,1,35.4,8,1,25.1,8,1,32.8,8,1,26.2,8,1,32.5,8,1,27.6,8,1
2024/8/22,33.2,8,1,25.1,8,1,36.8,8,1,24.9,8,1,34.0,8,1,26.3,8,1,32.7,8,1,27.1,8,1
2024/8/23,33.3,8,1,25.6,8,1,35.9,8,1,24.6,8,1,34.0,8,1,26.4,8,1,33.1,8,1,27.8,8,1
2024/8/24,32.9,8,1,25.7,8,1,34.8,8,1,25.2,8,1,33.7,8,1,26.3,8,1,32.6,8,1,26.4,8,1
2024/8/25,33.5,8,1,25.6,8,1,34.7,8,1,24.5,8,1,34.6,8,1,25.6,8,1,32.4,8,1,27.0,8,1
2024/8/26,32.3,8,1,24.8,8,1,34.6,8,1,24.3,8,1,33.0,8,1,25.9,8,1,31.2,8,1,25.9,8,1
2024/8/27,32.0,8,1,25.1,8,1,32.8,8,1,25.7,8,1,33.6,8,1,26.2,8,1,32.8,8,1,27.3,8,1
2024/8/28,28.8,8,1,24.3,8,1,28.4,8,1,23.9,8,1,28.6,8,1,24.8,8,1,30.1,8,1,24.6,8,1
2024/8/29,29.4,8,1,25.1,8,1,30.2,8,1,25.4,8,1,30.1,8,1,25.1,8,1,30.4,8,1,26.4,8,1
2024/8/30,28.9,8,1,24.8,8,1,29.8,8,1,25.7,8,1,28.2,8,1,25.8,8,1,28.7,8,1,26.1,8,1
2024/8/31,35.5,8,1,24.2,8,1,33.7,8,1,25.0,8,1,34.1,8,1,24.2,8,1,33.9,8,1,27.1,8,1
2024/9/1,31.7,8,1,23.9,8,1,35.7,8,1,22.9,8,1,31.4,8,1,23.2,8,1,31.6,8,1,25.9,8,1
2024/9/2,31.3,8,1,22.8,8,1,33.7,8,1,22.2,8,1,31.6,8,1,23.3,8,1,31.1,8,1,25.1,8,1
2024/9/3,31.2,8,1,22.5,8,1,34.1,8,1,21.7,8,1,30.9,8,1,23.0,8,1,30.7,8,1,25.0,8,1
2024/9/4,31.2,8,1,22.9,8,1,33.1,8,1,21.5,8,1,30.7,8,1,22.9,8,1,30.4,8,1,24.0,8,1
2024/9/5,31.0,8,1,23.3,8,1,32.9,8,1,22.5,8,1,32.3,8,1,23.8,8,1,30.8,8,1,26.4,8,1
2024/9/6,31.3,8,1,22.6,8,1,33.6,8,1,21.9,8,1,31.2,8,1,23.2,8,1,31.8,8,1,25.4,8,1
2024/9/7,31.6,8,1,22.9,8,1,34.3,8,1,22.9,8,1,31.3,8,1,23.7,8,1,31.9,8,1,24.8,8,1
2024/9/8,32.1,8,1,22.3,8,1,34.7,8,1,22.0,8,1,32.1,8,1,23.4,8,1,32.0,8,1,24.7,8,1
2024/9/9,32.2,8,1,22.5,8,1,33.3,8,1,21.3,8,1,34.1,8,1,23.2,8,1,30.8,8,1,26.3,8,1
2024/9/10,30.2,8,1,25.7,8,1,33.2,8,1,25.5,8,1,32.3,8,1,25.8,8,1,30.7,8,1,25.7,8,1
2024/9/11,31.5,8,1,25.5,8,1,33.2,8,1,25.1,8,1,33.1,8,1,25.8,8,1,31.5,8,1,25.7,8,1
2024/9/12,31.5,8,1,24.2,8,1,33.9,8,1,23.7,8,1,32.8,8,1,24.9,8,1,31.6,8,1,26.8,8,1
2024/9/13,31.6,8,1,24.5,8,1,33.2,8,1,23.6,8,1,33.2,8,1,24.7,8,1,30.9,8,1,26.8,8,1
2024/9/14,30.3,8,1,24.9,8,1,31.0,8,1,24.7,8,1,31.9,8,1,26.1,8,1,30.7,8,1,25.9,8,1
2024/9/15,29.5,8,1,25.3,8,1,31.1,8,1,25.8,8,1,31.7,8,1,26.3,8,1,31.1,8,1,26.4,8,1
2024/9/16,30.4,8,1,25.3,8,1,32.7,8,1,25.2,8,1,30.4,8,1,26.2,8,1,31.7,8,1,26.8,8,1
2024/9/17,31.2,8,1,24.8,8,1,33.2,8,1,24.1,8,1,33.0,8,1,25.1,8,1,30.8,8,1,26.8,8,1
2024/9/18,31.2,8,1,24.7,8,1,33.6,8,1,24.1,8,1,33.8,8,1,25.2,8,1,31.7,8,1,26.7,8,1
2024/9/19,31.7,8,1,25.4,8,1,33.8,8,1,25.2,8,1,33.6,8,1,26.6,8,1,32.4,8,1,27.9,8,1
2024/9/20,32.1,8,1,25.6,8,1,34.7,8,1,25.1,8,1,32.6,8,1,25.9,8,1,32.4,8,1,26.5,8,1
2024/9/21,32.3,8,1,24.7,8,1,32.6,8,1,24.6,8,1,31.3,8,1,26.5,8,1,31.7,8,1,26.5,8,1
2024/9/22,28.7,8,1,23.3,8,1,29.1,8,1,23.0,8,1,29.4,8,1,24.6,8,1,28.7,8,1,25.4,8,1
2024/9/23,28.6,8,1,19.7,8,1,29.5,8,1,19.7,8,1,28.6,8,1,21.4,8,1,28.8,8,1,22.9,8,1
2024/9/24,27.7,8,1,19.2,8,1,27.3,8,1,18.2,8,1,28.4,8,1,19.6,8,1,27.4,8,1,24.1,8,1
2024/9/25,27.8,8,1,21.3,8,1,28.8,8,1,21.7,8,1,28.9,8,1,22.4,8,1,27.3,8,1,24.4,8,1
2024/9/26,29.7,8,1,20.3,8,1,30.9,8,1,19.4,8,1,31.1,8,1,21.0,8,1,28.8,8,1,23.9,8,1
2024/9/27,31.0,8,1,21.2,8,1,33.7,8,1,20.1,8,1,30.6,8,1,21.4,8,1,31.4,8,1,24.0,8,1
2024/9/28,29.1,8,1,23.3,8,1,30.1,8,1,22.7,8,1,28.6,8,1,24.3,8,1,29.7,8,1,26.1,8,1
2024/9/29,28.3,8,1,22.3,8,1,29.6,8,1,22.2,8,1,29.4,8,1,23.4,8,1,28.9,8,1,25.1,8,1
2024/9/30,27.8,8,1,21.5,8,1,30.1,8,1,21.0,8,1,30.0,8,1,22.5,8,1,28.2,8,1,23.6,8,1
2024/10/1,29.7,8,1,19.4,8,1,32.1,8,1,18.9,8,1,31.7,8,1,20.9,8,1,30.7,8,1,22.9,8,1
2024/10/2,29.6,8,1,18.9,8,1,30.7,8,1,18.4,8,1,28.6,8,1,20.9,8,1,29.5,8,1,23.3,8,1
2024/10/3,27.1,8,1,22.4,8,1,26.8,8,1,21.3,8,1,26.8,8,1,21.6,8,1,26.5,8,1,23.6,8,1
2024/10/4,25.3,8,1,21.2,8,1,25.4,8,1,20.9,8,1,26.6,8,1,21.6,8,1,27.0,8,1,22.6,8,1
2024/10/5,26.6,8,1,21.1,8,1,25.3,8,1,20.9,8,1,25.5,8,1,21.6,8,1,26.7,8,1,22.1,8,1
2024/10/6,28.3,8,1,21.7,8,1,29.5,8,1,21.5,8,1,28.9,8,1,22.4,8,1,27.9,8,1,23.6,8,1
2024/10/7,28.9,8,1,22.0,8,1,30.5,8,1,22.0,8,1,29.0,8,1,22.5,8,1,28.9,8,1,23.1,8,1
2024/10/8,28.2,8,1,20.0,8,1,29.0,8,1,19.7,8,1,27.7,8,1,20.9,8,1,28.4,8,1,20.5,8,1
2024/10/9,27.6,8,1,17.7,8,1,28.0,8,1,17.5,8,1,27.7,8,1,19.3,8,1,25.8,8,1,20.5,8,1
2024/10/10,26.6,8,1,16.9,8,1,27.7,8,1,15.8,8,1,26.9,8,1,17.3,8,1,27.2,8,1,19.3,8,1
2024/10/11,26.1,8,1,17.4,8,1,28.7,8,1,16.1,8,1,26.7,8,1,17.4,8,1,26.4,8,1,20.0,8,1
2024/10/12,26.2,8,1,16.4,8,1,27.4,8,1,14.5,8,1,26.2,8,1,17.0,8,1,26.9,8,1,20.6,8,1
2024/10/13,28.4,8,1,16.0,8,1,28.9,8,1,14.1,8,1,28.3,8,1,16.1,8,1,26.7,8,1,21.2,8,1
2024/10/14,26.8,8,1,16.7,8,1,27.9,8,1,16.7,8,1,27.7,8,1,20.0,8,1,26.7,8,1,24.2,8,1
2024/10/15,27.9,8,1,20.4,8,1,28.8,8,1,19.5,8,1,28.6,8,1,21.1,8,1,28.1,8,1,24.2,8,1
2024/10/16,27.6,8,1,19.8,8,1,28.0,8,1,18.6,8,1,28.4,8,1,21.0,8,1,25.4,8,1,22.7,8,1
2024/10/17,25.3,8,1,21.0,8,1,25.4,8,1,20.3,8,1,26.1,8,1,22.4,8,1,25.2,8,1,22.1,8,1
2024/10/18,27.8,8,1,21.4,8,1,29.1,8,1,21.4,8,1,29.6,8,1,21.5,8,1,27.5,8,1,22.1,8,1
2024/10/19,27.1,8,1,21.4,8,1,27.6,8,1,21.8,8,1,27.8,8,1,22.0,8,1,28.2,8,1,22.8,8,1
2024/10/20,25.0,8,1,17.8,8,1,25.8,8,1,17.5,8,1,24.4,8,1,19.0,8,1,24.5,8,1,19.9,8,1
2024/10/21,24.0,8,1,17.3,8,1,23.9,8,1,17.3,8,1,23.3,8,1,18.5,8,1,24.7,8,1,20.0,8,1
2024/10/22,25.1,8,1,21.8,8,1,26.2,8,1,21.7,8,1,25.6,8,1,22.3,8,1,25.4,8,1,23.7,8,1
2024/10/23,29.8,8,1,16.1,8,1,29.8,8,1,17.5,8,1,29.1,8,1,16.1,8,1,28.3,8,1,19.4,8,1
2024/10/24,19.9,8,1,15.1,8,1,19.9,8,1,14.1,8,1,20.0,8,1,14.8,8,1,23.7,8,1,19.3,8,1
2024/10/25,25.8,8,1,19.2,8,1,25.1,8,1,18.3,8,1,24.4,8,1,19.4,8,1,24.3,8,1,21.2,8,1
2024/10/26,24.1,8,1,18.9,8,1,24.6,8,1,18.5,8,1,24.0,8,1,19.5,8,1,24.3,8,1,21.1,8,1
2024/10/27,26.7,8,1,19.9,8,1,27.8,8,1,20.0,8,1,27.4,8,1,21.1,8,1,26.9,8,1,21.8,8,1
2024/10/28,24.8,8,1,19.6,8,1,24.7,8,1,19.1,8,1,26.3,8,1,19.9,8,1,25.3,8,1,20.2,8,1
2024/10/29,21.9,8,1,19.0,8,1,21.8,8,1,18.9,8,1,22.6,8,1,19.3,8,1,22.8,8,1,20.3,8,1
2024/10/30,24.8,8,1,15.4,8,1,25.0,8,1,14.2,8,1,26.3,8,1,16.4,8,1,24.5,8,1,19.4,8,1
2024/10/31,24.9,8,1,14.4,8,1,25.7,8,1,13.8,8,1,24.9,8,1,15.7,8,1,24.2,8,1,19.6,8,1
2024/11/1,23.3,8,1,19.6,8,1,22.7,8,1,18.7,8,1,22.9,8,1,20.0,8,1,24.8,8,1,20.8,8,1
2024/11/2,26.8,8,1,17.9,8,1,28.0,8,1,17.4,8,1,27.6,8,1,18.5,8,1,27.7,8,1,21.3,8,1
2024/11/3,24.8,8,1,15.1,8,1,26.0,8,1,13.5,8,1,23.5,8,1,15.7,8,1,24.1,8,1,18.5,8,1
2024/11/4,25.5,8,1,14.2,8,1,26.1,8,1,12.8,8,1,26.5,8,1,14.8,8,1,24.3,8,1,19.9,8,1
2024/11/5,23.7,8,1,13.9,8,1,23.6,8,1,13.4,8,1,23.9,8,1,15.4,8,1,23.8,8,1,17.2,8,1
2024/11/6,23.0,8,1,12.6,8,1,21.9,8,1,10.1,8,1,22.0,8,1,13.1,8,1,22.0,8,1,15.5,8,1
2024/11/7,20.9,8,1,9.8,8,1,22.6,8,1,7.3,8,1,21.1,8,1,10.7,8,1,20.0,8,1,15.1,8,1
2024/11/8,21.1,8,1,10.5,8,1,22.0,8,1,8.7,8,1,21.7,8,1,11.2,8,1,22.9,8,1,16.2,8,1
2024/11/9,22.1,8,1,14.1,8,1,23.2,8,1,13.1,8,1,23.9,8,1,14.7,8,1,22.2,8,1,18.7,8,1
2024/11/10,23.4,8,1,13.6,8,1,23.5,8,1,12.8,8,1,23.7,8,1,15.2,8,1,23.0,8,1,17.7,8,1
2024/11/11,24.6,8,1,15.1,8,1,25.2,8,1,14.4,8,1,25.5,8,1,15.7,8,1,25.0,8,1,17.9,8,1
2024/11/12,25.2,8,1,15.0,8,1,25.8,8,1,13.8,8,1,24.7,8,1,14.2,8,1,23.9,8,1,17.7,8,1
2024/11/13,24.4,8,1,13.3,8,1,24.8,8,1,11.4,8,1,23.1,8,1,13.6,8,1,23.1,8,1,18.7,8,1
2024/11/14,22.7,8,1,16.4,8,1,23.9,8,1,15.3,8,1,23.4,8,1,17.1,8,1,23.3,8,1,19.9,8,1
2024/11/15,20.3,8,1,17.9,8,1,20.0,8,1,17.6,8,1,20.5,8,1,18.4,8,1,22.7,8,1,19.2,8,1
2024/11/16,19.9,8,1,17.2,8,1,20.1,8,1,16.8,8,1,20.6,8,1,18.3,8,1,22.3,8,1,19.9,8,1
2024/11/17,25.4,8,1,16.6,8,1,25.8,8,1,15.8,8,1,26.0,8,1,16.8,8,1,26.2,8,1,19.0,8,1
2024/11/18,21.3,8,1,9.9,8,1,20.2,8,1,9.0,8,1,20.8,8,1,11.5,8,1,20.5,8,1,14.0,8,1
2024/11/19,17.4,8,1,8.6,8,1,16.7,8,1,7.3,8,1,16.9,8,1,8.8,8,1,16.3,8,1,12.5,8,1
2024/11/20,20.0,8,1,9.8,8,1,19.1,8,1,7.8,8,1,19.7,8,1,8.1,8,1,19.9,8,1,11.8,8,1
2024/11/21,20.6,8,1,9.8,8,1,20.1,8,1,8.3,8,1,20.4,8,1,10.7,8,1,20.1,8,1,13.3,8,1
2024/11/22,19.6,8,1,6.7,8,1,19.1,8,1,5.6,8,1,19.1,8,1,8.6,8,1,19.7,8,1,10.8,8,1
2024/11/23,17.2,8,1,6.6,8,1,17.1,8,1,4.3,8,1,17.8,8,1,8.3,8,1,17.6,8,1,10.2,8,1
2024/11/24,16.4,8,1,4.8,8,1,15.4,8,1,2.5,8,1,16.1,8,1,6.9,8,1,15.7,8,1,9.8,8,1
2024/11/25,17.6,8,1,4.2,8,1,18.3,8,1,1.4,8,1,17.9,8,1,5.2,8,1,18.0,8,1,9.8,8,1
2024/11/26,19.6,8,1,8.2,8,1,19.4,8,1,6.8,8,1,21.5,8,1,10.3,8,1,24.0,8,1,12.2,8,1
2024/11/27,18.2,8,1,10.3,8,1,18.0,8,1,7.5,8,1,18.1,8,1,12.0,8,1,18.3,8,1,10.7,8,1
2024/11/28,15.6,8,1,6.0,8,1,14.4,8,1,5.6,8,1,15.3,8,1,9.4,8,1,15.1,8,1,10.7,8,1
2024/11/29,15.4,8,1,5.9,8,1,14.8,8,1,5.8,8,1,15.0,8,1,9.8,8,1,14.7,8,1,10.7,8,1
2024/11/30,16.4,8,1,6.0,8,1,16.5,8,1,4.2,8,1,16.5,8,1,8.5,8,1,15.9,8,1,8.4,8,1
2024/12/1,17.6,8,1,4.4,8,1,17.2,8,1,1.6,8,1,17.0,8,1,5.7,8,1,17.9,8,1,8.4,8,1
2024/12/2,19.7,8,1,7.4,8,1,20.6,8,1,5.3,8,1,19.9,8,1,8.4,8,1,20.4,8,1,11.4,8,1
2024/12/3,21.3,8,1,8.6,8,1,20.9,8,1,5.7,8,1,20.4,8,1,9.2,8,1,20.1,8,1,12.2,8,1
2024/12/4,17.5,8,1,7.1,8,1,15.9,8,1,5.8,8,1,16.4,8,1,7.6,8,1,16.7,8,1,8.9,8,1
2024/12/5,14.9,8,1,5.8,8,1,13.5,8,1,4.7,8,1,14.7,8,1,6.8,8,1,14.9,8,1,7.7,8,1
2024/12/6,16.1,8,1,4.3,8,1,15.6,8,1,5.0,8,1,15.4,8,1,11.6,8,1,15.0,8,1,10.5,8,1
2024/12/7,14.2,8,1,5.1,8,1,13.1,8,1,5.1,8,1,13.5,8,1,7.6,8,1,13.8,8,1,7.2,8,1
2024/12/8,11.8,8,1,3.1,8,1,11.0,8,1,1.1,8,1,11.6,8,1,4.3,8,1,11.6,8,1,6.3,8,1
2024/12/9,14.5,8,1,2.0,8,1,13.8,8,1,0.3,8,1,14.3,8,1,3.7,8,1,14.6,8,1,7.5,8,1
2024/12/10,15.2,8,1,2.4,8,1,14.5,8,1,0.5,8,1,15.0,8,1,4.6,8,1,16.1,8,1,7.0,8,1
2024/12/11,12.9,8,1,3.5,8,1,13.3,8,1,0.3,8,1,14.7,8,1,4.6,8,1,13.9,8,1,8.6,8,1
2024/12/12,16.1,8,1,3.3,8,1,15.9,8,1,0.5,8,1,15.4,8,1,4.8,8,1,15.8,8,1,8.2,8,1
2024/12/13,16.2,8,1,4.3,8,1,15.8,8,1,1.5,8,1,15.3,8,1,5.4,8,1,16.3,8,1,8.6,8,1
2024/12/14,11.8,8,1,3.3,8,1,11.0,8,1,1.5,8,1,11.1,8,1,5.6,8,1,10.5,8,1,6.6,8,1
2024/12/15,12.7,8,1,1.9,8,1,11.3,8,1,1.3,8,1,11.8,8,1,8.2,8,1,11.6,8,1,7.6,8,1
2024/12/16,13.3,8,1,1.1,8,1,13.5,8,1,3.0,8,1,14.2,8,1,6.4,8,1,13.4,8,1,6.6,8,1
2024/12/17,15.4,8,1,1.2,8,1,13.9,8,1,-0.5,8,1,14.0,8,1,3.3,8,1,14.0,8,1,6.4,8,1
2024/12/18,12.0,8,1,0.6,8,1,11.1,8,1,-0.2,8,1,11.2,8,1,3.5,8,1,11.3,8,1,5.5,8,1
2024/12/19,12.9,8,1,1.5,8,1,11.0,8,1,-0.9,8,1,11.8,8,1,2.8,8,1,11.7,8,1,4.6,8,1
2024/12/20,12.9,8,1,0.3,8,1,13.4,8,1,-2.3,8,1,13.5,8,1,0.3,8,1,13.2,8,1,4.9,8,1
2024/12/21,17.1,8,1,5.4,8,1,17.1,8,1,4.4,8,1,16.4,8,1,7.0,8,1,16.2,8,1,9.1,8,1
2024/12/22,10.5,8,1,0.8,8,1,10.2,8,1,-0.1,8,1,10.7,8,1,3.7,8,1,10.5,8,1,3.5,8,1
2024/12/23,12.5,8,1,-0.6,8,1,12.2,8,1,-2.0,8,1,12.3,8,1,1.1,8,1,12.3,8,1,2.9,8,1
2024/12/24,13.3,8,1,0.3,8,1,12.6,8,1,-1.6,8,1,12.8,8,1,4.1,8,1,12.7,8,1,4.9,8,1
2024/12/25,15.8,8,1,1.0,8,1,15.2,8,1,-2.3,8,1,15.6,8,1,2.0,8,1,16.0,8,1,5.9,8,1
2024/12/26,15.7,8,1,6.8,8,1,14.8,8,1,6.1,8,1,14.9,8,1,9.0,8,1,15.0,8,1,10.0,8,1
2024/12/27,12.1,8,1,3.7,8,1,11.2,8,1,2.7,8,1,11.3,8,1,7.5,8,1,12.5,8,1,5.5,8,1
2024/12/28,9.5,8,1,1.1,8,1,10.3,8,1,3.7,8,1,10.3,8,1,5.6,8,1,10.2,8,1,5.8,8,1
2024/12/29,11.1,8,1,-0.2,8,1,11.0,8,1,0.2,8,1,11.0,8,1,5.1,8,1,11.3,8,1,5.0,8,1
2024/12/30,14.6,8,1,0.3,8,1,14.9,8,1,-1.6,8,1,13.9,8,1,2.6,8,1,14.1,8,1,5.7,8,1
2024/12/31,14.9,8,1,3.4,8,1,14.6,8,1,2.7,8,1,14.6,8,1,6.2,8,1,14.6,8,1,5.6,8,1
2025/1/1,14.6,8,1,0.2,8,1,13.9,8,1,-2.2,8,1,14.3,8,1,1.8,8,1,14.1,8,1,5.6,8,1
