Downloaded at: 2026/09/16 14:20:47

,Saga,Saga,Saga,Saga,Saga,Saga,Nakamura,Nakamura,Nakamura,Nakamura,Nakamura,Nakamura,Sukumo,Sukumo,Sukumo,Sukumo,Sukumo,Sukumo,Shimizu,Shimizu,Shimizu,Shimizu,Shimizu,Shimizu
Date,Max temperature (℃),Max temperature (℃),Max temperature (℃),Min temperature (℃),Min temperature (℃),Min temperature (℃),Max temperature (℃),Max temperature (℃),Max temperature (℃),Min temperature (℃),Min temperature (℃),Min temperature (℃),Max temperature (℃),Max temperature (℃),Max temperature (℃),Min temperature (℃),Min temperature (℃),Min temperature (℃),Max temperature (℃),Max temperature (℃),Max temperature (℃),Min temperature (℃),Min temperature (℃),Min temperature (℃)
,,,,,,,,,,,,,,,,,,,,,,,,
,,Quality info,Homogeneity no.,,Quality info,Homogeneity no.,,Quality info,Homogeneity no.,,Quality info,Homogeneity no.,,Quality info,Homogeneity no.,,Quality info,Homogeneity no.,,Quality info,Homogeneity no.,,Quality info,Homogeneity no.
2025/7/9,32.3,8,1,25.1,8,1,34.3,8,1,25.5,8,1,33.9,8,1,25.6,8,1,30.6,8,1,25.9,8,1
2025/7/10,31.8,8,1,25.0,8,1,33.1,8,1,24.8,8,1,31.4,8,1,25.5,8,1,27.9,8,1,24.8,8,1
2025/7/11,30.1,8,1,24.4,8,1,31.6,8,1,24.9,8,1,31.3,8,1,25.1,8,1,28.8,8,1,24.8,8,1
2025/7/12,30.6,8,1,25.3,8,1,32.1,8,1,25.0,8,1,31.0,8,1,25.3,8,1,29.3,8,1,25.9,8,1
2025/7/13,29.7,8,1,25.2,8,1,31.2,8,1,24.8,8,1,31.5,8,1,25.8,8,1,30.2,8,1,25.7,8,1
2025/7/14,27.9,8,1,20.8,8,1,28.7,8,1,21.9,8,1,29.4,8,1,21.5,8,1,29.5,8,1,23.7,8,1
2025/7/15,30.5,8,1,20.1,8,1,33.7,8,1,19.5,8,1,31.0,8,1,20.8,8,1,30.7,8,1,22.5,8,1
2025/7/16,31.4,8,1,23.2,8,1,32.7,8,1,21.5,8,1,32.3,8,1,23.6,8,1,31.6,8,1,26.6,8,1
2025/7/17,27.3,8,1,24.2,8,1,28.3,8,1,24.2,8,1,30.2,8,1,24.3,8,1,27.5,8,1,25.0,8,1
2025/7/18,30.0,8,1,24.2,8,1,31.9,8,1,23.9,8,1,30.1,8,1,24.6,8,1,30.9,8,1,24.7,8,1
2025/7/19,30.6,8,1,24.5,8,1,31.6,8,1,23.6,8,1,31.5,8,1,24.5,8,1,30.6,8,1,25.9,8,1
2025/7/20,30.6,8,1,24.7,8,1,32.8,8,1,25.0,8,1,33.0,8,1,25.2,8,1,31.3,8,1,26.1,8,1
2025/7/21,31.0,8,1,24.4,8,1,32.4,8,1,24.2,8,1,32.5,8,1,25.0,8,1,31.3,8,1,26.3,8,1
2025/7/22,31.3,8,1,23.7,8,1,33.4,8,1,23.3,8,1,33.1,8,1,24.1,8,1,31.1,8,1,26.1,8,1
2025/7/23,31.2,8,1,23.1,8,1,33.2,8,1,22.6,8,1,34.0,8,1,23.8,8,1,30.7,8,1,26.2,8,1
2025/7/24,31.2,8,1,24.0,8,1,33.1,8,1,23.9,8,1,33.5,8,1,25.3,8,1,30.6,8,1,26.1,8,1
2025/7/25,31.1,8,1,25.0,8,1,32.2,8,1,25.7,8,1,31.8,8,1,25.8,8,1,30.2,8,1,25.8,8,1
2025/7/26,29.7,8,1,24.6,8,1,31.6,8,1,25.7,8,1,30.6,8,1,25.7,8,1,30.4,8,1,26.0,8,1
2025/7/27,30.5,8,1,25.1,8,1,32.5,8,1,25.3,8,1,31.9,8,1,25.5,8,1,30.5,8,1,25.8,8,1
2025/7/28,31.4,8,1,24.4,8,1,33.3,8,1,23.8,8,1,32.7,5,1,25.0,5,1,30.2,8,1,26.7,8,1
2025/7/29,31.2,8,1,23.2,8,1,33.2,8,1,22.7,8,1,35.1,8,1,24.1,8,1,31.2,8,1,26.3,8,1
2025/7/30,32.0,8,1,21.9,8,1,32.9,5,1,21.8,5,1,33.2,8,1,22.6,8,1,31.0,8,1,25.3,8,1
2025/7/31,32.1,8,1,23.4,8,1,33.8,8,1,23.0,8,1,33.2,8,1,24.5,8,1,30.7,8,1,27.5,8,1
2025/8/1,32.8,8,1,24.4,8,1,36.3,8,1,23.8,8,1,32.6,8,1,25.3,8,1,32.0,8,1,27.1,8,1
2025/8/2,33.8,8,1,23.6,8,1,37.3,8,1,24.1,8,1,33.5,8,1,24.5,8,1,32.8,8,1,26.2,8,1
2025/8/3,32.8,8,1,24.9,8,1,35.3,8,1,24.1,8,1,33.7,8,1,25.3,8,1,32.9,8,1,26.2,8,1
2025/8/4,31.9,8,1,25.1,8,1,34.4,8,1,24.0,8,1,32.1,8,1,25.6,8,1,31.4,8,1,27.9,8,1
2025/8/5,34.8,8,1,25.1,8,1,35.7,8,1,25.0,8,1,32.4,8,1,27.2,8,1,32.2,8,1,28.1,8,1
2025/8/6,37.5,8,1,25.6,8,1,36.8,8,1,25.3,8,1,32.8,8,1,26.8,8,1,32.3,8,1,27.8,8,1
2025/8/7,31.0,8,1,26.2,8,1,31.6,8,1,25.9,8,1,30.6,8,1,26.0,8,1,30.2,8,1,26.2,8,1
2025/8/8,35.3,8,1,24.3,8,1,34.1,8,1,24.3,8,1,30.7,8,1,25.5,8,1,29.4,8,1,26.7,8,1
2025/8/9,26.8,8,1,23.7,8,1,27.6,8,1,24.5,8,1,27.6,8,1,24.6,8,1,28.2,8,1,24.4,8,1
2025/8/10,31.7,8,1,24.3,8,1,33.0,8,1,24.3,8,1,30.7,8,1,25.9,8,1,29.4,8,1,27.7,8,1
2025/8/11,27.9,8,1,25.6,8,1,28.4,8,1,25.9,8,1,28.8,8,1,26.3,8,1,28.1,8,1,27.3,8,1
2025/8/12,32.5,8,1,25.4,8,1,34.4,8,1,25.2,8,1,31.3,8,1,26.7,8,1,30.5,8,1,27.2,8,1
2025/8/13,32.0,8,1,25.0,8,1,35.7,8,1,24.8,8,1,31.0,8,1,25.7,8,1,30.8,8,1,27.0,8,1
2025/8/14,31.3,8,1,24.4,8,1,34.6,8,1,23.3,8,1,30.7,8,1,24.1,8,1,30.4,8,1,26.0,8,1
2025/8/15,31.4,8,1,24.0,8,1,34.8,8,1,23.6,8,1,31.9,8,1,24.7,8,1,31.6,8,1,25.4,8,1
2025/8/16,31.6,8,1,25.2,8,1,36.4,8,1,25.3,8,1,31.6,8,1,25.8,8,1,31.6,8,1,26.0,8,1
2025/8/17,32.1,8,1,24.7,8,1,36.8,8,1,24.4,8,1,32.1,8,1,26.1,8,1,31.9,8,1,26.7,8,1
2025/8/18,31.8,8,1,24.3,8,1,36.0,8,1,24.0,8,1,31.4,8,1,25.4,8,1,31.1,8,1,25.9,8,1
2025/8/19,32.0,8,1,24.0,8,1,35.7,8,1,23.5,8,1,32.1,8,1,25.1,8,1,31.8,8,1,25.8,8,1
2025/8/20,34.1,8,1,24.3,8,1,35.2,8,1,23.7,8,1,31.7,8,1,25.6,8,1,32.5,8,1,25.9,8,1
2025/8/21,30.4,8,1,23.9,8,1,32.6,8,1,22.9,8,1,32.0,8,1,24.8,8,1,30.6,8,1,23.5,8,1
2025/8/22,29.6,8,1,24.4,8,1,31.0,8,1,23.6,8,1,29.4,8,1,24.4,8,1,29.7,8,1,23.9,8,1
2025/8/23,33.7,8,1,24.6,8,1,31.3,8,1,25.1,8,1,32.8,8,1,25.4,8,1,30.5,8,1,26.2,8,1
2025/8/24,32.2,8,1,25.2,8,1,34.8,8,1,24.6,8,1,32.8,8,1,25.5,8,1,31.2,8,1,25.8,8,1
2025/8/25,32.2,8,1,25.4,8,1,35.3,8,1,24.3,8,1,31.0,8,1,24.8,8,1,31.6,8,1,26.7,8,1
2025/8/26,31.3,8,1,24.7,8,1,34.4,8,1,24.2,8,1,31.7,8,1,26.1,8,1,31.4,8,1,27.4,8,1
2025/8/27,31.5,8,1,24.3,8,1,34.0,8,1,24.0,8,1,31.5,8,1,26.3,8,1,31.3,8,1,26.7,8,1
2025/8/28,32.4,8,1,24.3,8,1,34.4,8,1,23.9,8,1,31.1,8,1,24.7,8,1,31.4,8,1,25.5,8,1
2025/8/29,32.0,8,1,24.5,8,1,35.5,8,1,23.3,8,1,31.9,8,1,25.0,8,1,32.0,8,1,26.3,8,1
2025/8/30,32.5,8,1,24.1,8,1,36.0,8,1,23.4,8,1,31.7,8,1,25.1,8,1,32.1,8,1,26.1,8,1
2025/8/31,32.6,8,1,23.7,8,1,35.3,8,1,23.1,8,1,32.0,8,1,24.6,8,1,32.2,8,1,26.1,8,1
2025/9/1,32.9,8,1,24.4,8,1,34.5,8,1,24.1,8,1,32.6,8,1,25.7,8,1,32.0,8,1,27.0,8,1
2025/9/2,32.2,8,1,24.3,8,1,34.6,8,1,23.5,8,1,32.6,8,1,24.9,8,1,32.3,8,1,26.0,8,1
2025/9/3,31.1,8,1,24.7,8,1,31.5,8,1,23.9,8,1,32.4,8,1,25.3,8,1,28.6,8,1,25.7,8,1
2025/9/4,27.5,8,1,24.5,8,1,27.6,8,1,24.5,8,1,27.9,8,1,24.9,8,1,28.1,8,1,24.6,8,1
2025/9/5,34.6,8,1,24.8,8,1,34.7,8,1,25.7,8,1,33.7,8,1,26.1,8,1,31.0,8,1,26.0,8,1
2025/9/6,31.5,8,1,24.6,8,1,34.5,8,1,23.9,8,1,32.7,8,1,24.7,8,1,32.1,8,1,26.1,8,1
2025/9/7,32.8,8,1,24.2,8,1,36.2,8,1,22.9,8,1,32.0,8,1,24.4,8,1,31.7,8,1,26.0,8,1
2025/9/8,34.7,8,1,24.1,8,1,36.6,8,1,23.2,8,1,32.2,8,1,24.8,8,1,32.0,8,1,26.5,8,1
2025/9/9,32.1,8,1,24.4,8,1,34.3,8,1,23.6,8,1,32.7,8,1,25.1,8,1,32.1,8,1,26.3,8,1
2025/9/10,30.9,8,1,25.1,8,1,31.1,8,1,24.9,8,1,29.7,8,1,25.6,8,1,31.3,8,1,24.8,8,1
2025/9/11,28.4,8,1,23.6,8,1,29.0,8,1,23.8,8,1,28.8,8,1,24.0,8,1,27.7,8,1,23.6,8,1
2025/9/12,30.5,8,1,23.5,8,1,32.4,8,1,23.1,8,1,31.0,8,1,24.6,8,1,31.0,8,1,24.3,8,1
2025/9/13,31.0,8,1,24.6,8,1,32.9,8,1,24.2,8,1,31.5,8,1,25.1,8,1,31.4,8,1,26.3,8,1
2025/9/14,32.2,8,1,24.5,8,1,35.3,8,1,24.5,8,1,31.3,8,1,26.0,8,1,30.9,8,1,27.8,8,1
2025/9/15,31.5,8,1,24.4,8,1,34.6,8,1,23.9,8,1,32.8,8,1,25.0,8,1,32.1,8,1,26.2,8,1
2025/9/16,31.6,8,1,25.0,8,1,34.9,8,1,24.9,8,1,32.1,8,1,25.7,8,1,32.0,8,1,26.3,8,1
2025/9/17,31.7,8,1,24.6,8,1,35.3,8,1,24.3,8,1,32.3,8,1,26.1,8,1,31.5,8,1,26.9,8,1
2025/9/18,34.6,8,1,24.0,8,1,34.7,8,1,23.8,8,1,34.0,8,1,24.9,8,1,31.8,8,1,26.5,8,1
2025/9/19,28.9,8,1,24.3,8,1,31.3,8,1,24.1,8,1,31.2,8,1,24.6,8,1,29.7,8,1,25.4,8,1
2025/9/20,29.6,8,1,23.3,8,1,31.6,8,1,23.1,8,1,31.2,8,1,24.4,8,1,30.9,8,1,25.0,8,1
2025/9/21,30.6,8,1,22.6,8,1,32.6,8,1,22.9,8,1,33.2,8,1,24.7,8,1,31.2,8,1,25.0,8,1
2025/9/22,29.0,8,1,20.8,8,1,29.8,8,1,21.3,8,1,30.7,8,1,23.4,8,1,28.3,8,1,24.3,8,1
2025/9/23,26.0,8,1,21.8,8,1,26.0,8,1,22.0,8,1,26.4,8,1,22.2,8,1,26.4,8,1,22.8,8,1
2025/9/24,28.2,8,1,21.4,8,1,30.0,8,1,21.8,8,1,29.3,8,1,22.9,8,1,29.7,8,1,24.8,8,1
2025/9/25,25.8,8,1,23.7,8,1,27.0,8,1,23.5,8,1,29.4,8,1,24.3,8,1,30.5,8,1,25.4,8,1
2025/9/26,32.7,8,1,22.4,8,1,32.0,8,1,22.1,8,1,33.4,8,1,23.4,8,1,30.2,8,1,24.7,8,1
2025/9/27,28.4,8,1,23.3,8,1,30.2,8,1,23.8,8,1,29.1,8,1,24.6,8,1,30.0,8,1,24.7,8,1
2025/9/28,25.5,8,1,22.5,8,1,25.9,8,1,22.5,8,1,26.6,8,1,23.0,8,1,29.0,8,1,23.9,8,1
2025/9/29,32.1,8,1,21.0,8,1,31.0,8,1,21.3,8,1,32.1,8,1,22.0,8,1,30.5,8,1,24.1,8,1
2025/9/30,28.3,8,1,17.7,8,1,29.8,8,1,18.3,8,1,28.7,8,1,18.8,8,1,27.5,8,1,21.2,8,1
2025/10/1,28.9,8,1,18.1,8,1,31.5,8,1,17.3,8,1,30.7,8,1,19.4,8,1,28.4,8,1,21.0,8,1
2025/10/2,29.0,8,1,19.2,8,1,30.2,8,1,16.8,8,1,29.0,8,1,19.0,8,1,28.6,8,1,23.6,8,1
2025/10/3,23.0,8,1,20.1,8,1,24.0,8,1,20.1,8,1,24.3,8,1,21.6,8,1,26.4,8,1,22.2,8,1
2025/10/4,27.4,8,1,20.5,8,1,28.0,8,1,20.6,8,1,30.1,8,1,21.8,8,1,28.3,8,1,23.3,8,1
2025/10/5,32.7,8,1,21.8,8,1,33.1,8,1,21.2,8,1,32.4,8,1,23.4,8,1,31.4,8,1,24.6,8,1
2025/10/6,29.9,8,1,20.4,8,1,32.3,8,1,19.8,8,1,29.4,8,1,21.3,8,1,29.5,8,1,23.0,8,1
2025/10/7,29.1,8,1,20.4,8,1,29.3,8,1,19.5,8,1,30.3,8,1,21.3,8,1,28.5,8,1,24.4,8,1
2025/10/8,29.7,8,1,22.6,8,1,31.9,8,1,21.8,8,1,30.1,8,1,23.7,8,1,29.6,8,1,24.6,8,1
2025/10/9,29.6,8,1,21.0,8,1,30.8,8,1,20.7,8,1,29.2,8,1,21.9,8,1,28.9,8,1,23.5,8,1
2025/10/10,28.2,8,1,19.4,8,1,29.3,8,1,19.2,8,1,29.1,8,1,21.9,8,1,27.3,8,1,23.8,8,1
2025/10/11,25.3,8,1,23.0,8,1,25.3,8,1,22.5,8,1,28.9,8,1,23.8,8,1,27.2,8,1,23.9,8,1
2025/10/12,28.9,8,1,22.6,8,1,30.5,8,1,22.2,8,1,32.0,8,1,23.6,8,1,28.7,8,1,24.1,8,1
2025/10/13,31.3,8,1,21.0,8,1,31.2,8,1,19.9,8,1,30.7,8,1,22.7,8,1,28.5,8,1,22.8,8,1
2025/10/14,28.8,8,1,19.9,8,1,30.0,8,1,18.3,8,1,29.7,8,1,20.7,8,1,29.8,8,1,23.9,8,1
2025/10/15,29.4,8,1,21.4,8,1,31.3,8,1,20.9,8,1,29.4,8,1,22.6,8,1,30.4,8,1,23.7,8,1
2025/10/16,28.6,8,1,22.1,8,1,32.0,8,1,22.3,8,1,30.3,8,1,23.1,8,1,29.0,8,1,23.6,8,1
2025/10/17,28.3,8,1,20.0,8,1,29.6,8,1,19.4,8,1,28.8,8,1,21.1,8,1,28.3,8,1,23.5,8,1
2025/10/18,29.2,8,1,20.8,8,1,29.3,8,1,19.7,8,1,29.4,8,1,21.4,8,1,28.5,8,1,22.8,8,1
2025/10/19,28.7,8,1,21.8,8,1,28.2,8,1,21.5,8,1,29.5,8,1,23.0,8,1,26.5,8,1,23.3,8,1
2025/10/20,26.5,8,1,20.6,8,1,26.6,8,1,19.9,8,1,26.0,8,1,21.3,8,1,25.2,8,1,21.4,8,1
2025/10/21,23.3,8,1,18.2,8,1,23.5,8,1,18.5,8,1,22.9,8,1,18.7,8,1,22.7,8,1,20.7,8,1
2025/10/22,18.4,8,1,14.5,8,1,18.6,8,1,15.1,8,1,18.8,8,1,15.3,8,1,21.3,8,1,16.6,8,1
2025/10/23,23.7,8,1,14.8,8,1,23.4,8,1,14.8,8,1,23.5,8,1,15.9,8,1,22.7,8,1,17.9,8,1
2025/10/24,23.8,5,1,17.2,5,1,24.6,8,1,17.0,8,1,23.7,8,1,18.4,8,1,24.4,8,1,21.3,8,1
2025/10/25,21.7,8,1,17.3,8,1,22.0,8,1,17.6,8,1,23.4,8,1,19.9,8,1,22.4,8,1,20.5,8,1
2025/10/26,27.2,8,1,18.4,8,1,25.2,8,1,16.5,8,1,27.5,8,1,19.9,8,1,26.5,8,1,19.8,8,1
2025/10/27,23.6,8,1,12.4,8,1,23.1,8,1,11.1,8,1,23.4,8,1,16.1,8,1,22.8,8,1,14.9,8,1
2025/10/28,20.5,8,1,9.3,8,1,21.0,8,1,9.0,8,1,21.6,8,1,11.8,8,1,20.2,8,1,12.3,8,1
2025/10/29,21.3,8,1,9.8,8,1,22.2,8,1,7.1,8,1,22.1,8,1,10.5,8,1,21.2,8,1,15.8,4,1
2025/10/30,22.3,8,1,10.6,8,1,23.1,8,1,8.9,8,1,23.4,8,1,11.8,8,1,22.0,8,1,16.7,8,1
2025/10/31,16.6,8,1,12.3,8,1,16.1,8,1,12.8,8,1,16.9,8,1,13.6,8,1,18.1,8,1,15.7,8,1
2025/11/1,22.7,8,1,12.2,8,1,22.1,8,1,10.2,8,1,22.7,8,1,12.9,8,1,21.7,8,1,13.9,8,1
2025/11/2,21.5,8,1,10.8,8,1,21.0,8,1,8.9,8,1,20.8,8,1,12.7,8,1,20.7,8,1,13.8,8,1
2025/11/3,20.0,8,1,8.6,8,1,20.9,8,1,6.7,8,1,20.8,8,1,11.1,8,1,19.6,8,1,14.1,8,1
2025/11/4,19.7,8,1,8.1,8,1,19.8,8,1,6.2,8,1,19.3,8,1,9.8,8,1,19.2,8,1,14.6,8,1
2025/11/5,21.7,8,1,12.1,8,1,20.4,8,1,11.2,8,1,20.4,8,1,13.6,8,1,21.0,8,1,17.3,8,1
2025/11/6,23.3,8,1,12.8,8,1,24.6,8,1,10.5,8,1,24.1,8,1,13.7,8,1,23.6,8,1,16.9,8,1
2025/11/7,22.6,8,1,10.4,8,1,23.8,8,1,7.6,8,1,21.8,8,1,11.1,8,1,22.1,8,1,15.4,8,1
2025/11/8,22.2,8,1,11.2,8,1,23.4,8,1,8.8,8,1,23.0,8,1,12.4,8,1,22.4,8,1,17.4,8,1
2025/11/9,24.4,8,1,16.3,8,1,23.8,8,1,15.7,8,1,23.9,8,1,17.0,8,1,24.5,8,1,19.3,8,1
2025/11/10,20.5,8,1,10.0,8,1,19.8,8,1,8.7,8,1,20.4,8,1,10.4,8,1,19.9,8,1,14.5,8,1
2025/11/11,18.1,8,1,8.7,8,1,16.9,8,1,6.6,8,1,17.3,8,1,9.2,8,1,18.5,8,1,13.0,8,1
2025/11/12,18.9,8,1,10.7,8,1,19.4,8,1,9.3,8,1,19.2,8,1,11.5,8,1,19.5,8,1,16.8,8,1
2025/11/13,17.4,8,1,14.3,8,1,16.9,8,1,13.2,8,1,17.7,8,1,14.0,8,1,19.2,8,1,16.3,8,1
2025/11/14,23.3,8,1,11.8,8,1,22.3,8,1,8.7,8,1,22.7,8,1,10.6,8,1,23.0,8,1,15.0,8,1
2025/11/15,22.5,8,1,10.4,8,1,22.4,8,1,6.9,8,1,22.0,8,1,9.5,8,1,22.5,8,1,15.2,8,1
2025/11/16,21.8,8,1,11.3,8,1,21.5,8,1,8.7,8,1,21.9,8,1,12.1,8,1,21.5,8,1,18.1,8,1
2025/11/17,23.8,8,1,12.9,8,1,23.2,8,1,10.9,8,1,23.2,8,1,14.0,8,1,22.6,8,1,16.4,8,1
2025/11/18,15.5,8,1,6.3,8,1,14.8,8,1,7.1,8,1,16.6,8,1,9.2,8,1,16.8,8,1,8.5,8,1
2025/11/19,15.8,8,1,5.5,8,1,15.0,8,1,4.1,8,1,15.5,8,1,7.1,8,1,15.1,8,1,8.2,8,1
2025/11/20,18.1,8,1,4.9,8,1,17.2,8,1,2.3,8,1,10.2,4,2,5.7,4,2,17.1,8,1,9.1,8,1
2025/11/21,19.6,8,1,5.0,8,1,18.9,8,1,3.4,8,1,18.9,8,2,6.5,8,2,18.8,8,1,10.2,8,1
2025/11/22,18.3,8,1,5.4,8,1,20.0,8,1,3.1,8,1,18.4,8,2,4.7,8,2,18.5,8,1,10.5,8,1
2025/11/23,20.7,8,1,6.9,8,1,20.9,8,1,3.3,8,1,19.5,8,2,5.5,8,2,20.1,8,1,11.9,8,1
2025/11/24,20.9,8,1,8.8,8,1,22.0,8,1,6.1,8,1,20.8,8,2,8.7,8,2,21.5,8,1,14.3,8,1
2025/11/25,19.3,8,1,10.1,8,1,19.4,8,1,10.6,8,1,18.7,8,2,12.4,8,2,19.5,8,1,13.3,8,1
2025/11/26,19.5,8,1,8.5,8,1,18.1,8,1,5.6,8,1,18.8,8,2,7.2,8,2,18.3,8,1,9.8,8,1
2025/11/27,19.4,8,1,7.0,8,1,20.2,8,1,4.4,8,1,19.9,8,2,6.3,8,2,20.1,8,1,13.5,8,1
2025/11/28,17.1,8,1,7.2,8,1,16.0,8,1,4.8,8,1,16.6,8,2,5.0,8,2,17.0,8,1,10.9,8,1
2025/11/29,17.6,8,1,6.3,8,1,18.6,8,1,1.9,8,1,17.4,8,2,3.6,8,2,17.5,8,1,8.9,8,1
2025/11/30,19.5,8,1,6.4,8,1,20.8,8,1,3.3,8,1,19.9,8,2,6.1,8,2,19.9,8,1,12.4,8,1
2025/12/1,22.3,8,1,9.7,8,1,22.2,8,1,6.4,8,1,20.8,8,2,9.6,8,2,22.8,8,1,15.4,8,1
2025/12/2,21.5,8,1,11.2,8,1,20.7,8,1,8.6,8,1,21.0,8,2,8.8,8,2,22.4,8,1,14.2,8,1
2025/12/3,14.1,8,1,5.6,8,1,13.6,8,1,3.6,8,1,13.0,8,2,4.0,8,2,15.1,8,1,4.3,8,1
2025/12/4,10.6,8,1,2.0,8,1,10.1,8,1,0.6,8,1,10.4,8,2,4.0,8,2,11.0,8,1,4.2,8,1
2025/12/5,12.6,8,1,1.7,8,1,12.4,8,1,-0.3,8,1,13.8,8,2,1.7,8,2,13.5,8,1,6.8,8,1
2025/12/6,15.2,8,1,1.1,8,1,16.7,8,1,-1.6,8,1,15.9,8,2,0.4,8,2,15.6,8,1,6.5,8,1
2025/12/7,19.5,8,1,4.2,8,1,19.3,8,1,2.2,8,1,18.6,8,2,3.6,8,2,18.5,8,1,8.5,8,1
2025/12/8,20.4,8,1,6.0,8,1,19.4,8,1,2.4,8,1,19.7,8,2,6.7,8,2,19.9,8,1,11.5,8,1
2025/12/9,15.3,8,1,4.6,8,1,15.9,8,1,4.2,8,1,15.2,8,2,3.2,8,2,15.5,8,1,8.6,8,1
2025/12/10,15.6,8,1,4.5,8,1,15.7,8,1,1.5,8,1,15.3,8,2,3.1,8,2,16.0,8,1,9.9,8,1
2025/12/11,19.0,8,1,6.0,8,1,19.6,8,1,3.3,8,1,18.7,8,2,5.4,8,2,20.2,8,1,12.7,8,1
2025/12/12,16.0,8,1,6.0,8,1,17.0,8,1,3.8,8,1,16.2,8,2,5.8,8,2,16.8,8,1,10.7,8,1
2025/12/13,13.4,8,1,4.1,8,1,13.7,8,1,2.4,8,1,14.7,8,2,4.9,8,2,16.5,8,1,10.5,8,1
2025/12/14,13.3,8,1,4.8,8,1,12.8,8,1,5.4,8,1,12.5,8,2,6.6,8,2,15.2,8,1,8.1,8,1
2025/12/15,13.7,8,1,1.9,8,1,12.5,8,1,1.7,8,1,12.9,8,2,2.0,8,2,14.3,8,1,5.8,8,1
2025/12/16,15.7,8,1,1.1,8,1,15.4,8,1,-1.2,8,1,15.5,8,2,1.2,8,2,15.4,8,1,5.9,8,1
2025/12/17,18.2,8,1,4.2,8,1,19.0,8,1,0.8,8,1,18.0,8,2,4.0,8,2,19.3,8,1,9.6,8,1
2025/12/18,15.7,8,1,4.9,8,1,16.5,8,1,1.8,8,1,16.2,8,2,3.4,8,2,15.4,8,1,9.7,8,1
2025/12/19,16.4,8,1,5.1,8,1,15.8,8,1,2.4,8,1,16.9,8,2,4.8,8,2,18.9,8,1,13.0,8,1
2025/12/20,19.3,8,1,8.5,8,1,19.1,8,1,6.2,8,1,20.3,8,2,12.2,8,2,18.7,8,1,14.8,8,1
2025/12/21,17.7,8,1,7.6,8,1,18.1,8,1,10.1,8,1,18.4,8,2,7.7,8,2,19.4,8,1,11.4,8,1
2025/12/22,15.9,8,1,3.5,8,1,16.5,8,1,2.9,8,1,15.1,8,2,3.2,8,2,15.1,8,1,8.5,8,1
2025/12/23,16.9,8,1,4.8,8,1,16.7,8,1,2.8,8,1,17.0,8,2,4.1,8,2,16.5,8,1,12.1,8,1
2025/12/24,15.5,8,1,9.8,8,1,15.2,8,1,7.4,8,1,16.7,8,2,9.4,8,2,17.8,8,1,14.4,8,1
2025/12/25,17.7,8,1,7.1,8,1,15.7,8,1,7.5,8,1,15.4,8,2,8.1,8,2,16.9,8,1,8.0,8,1
2025/12/26,7.2,8,1,2.4,8,1,7.6,8,1,2.2,8,1,8.1,8,2,2.0,8,2,8.3,8,1,2.1,8,1
2025/12/27,10.4,8,1,-1.0,8,1,9.4,8,1,-3.0,8,1,8.9,8,2,-0.2,8,2,9.6,8,1,3.3,8,1
2025/12/28,13.1,8,1,0.2,8,1,13.2,8,1,-3.0,8,1,13.0,8,2,-0.6,8,2,13.2,8,1,5.7,8,1
2025/12/29,16.1,8,1,1.3,8,1,16.6,8,1,-2.0,8,1,15.7,8,2,0.6,8,2,16.8,8,1,7.2,8,1
2025/12/30,18.9,8,1,4.9,8,1,18.7,8,1,2.3,8,1,18.1,8,2,5.8,8,2,19.6,8,1,10.5,8,1
2025/12/31,13.8,8,1,3.5,8,1,13.7,8,1,6.4,8,1,13.2,8,2,2.9,8,2,15.3,8,1,7.3,8,1
2026/1/1,12.1,8,1,0.6,8,1,11.1,8,1,1.4,8,1,11.4,8,2,0.2,8,2,11.9,8,1,3.5,8,1
2026/1/2,5.9,8,1,1.4,8,1,5.2,8,1,0.2,8,1,5.7,8,2,0.3,8,2,6.2,8,1,2.3,8,1
2026/1/3,9.7,8,1,-0.4,8,1,8.5,8,1,-1.9,8,1,7.2,8,2,0.0,8,2,8.7,8,1,2.4,8,1
2026/1/4,12.1,8,1,-1.7,8,1,11.8,8,1,-3.9,8,1,12.2,8,2,0.3,8,2,12.6,8,1,3.0,8,1
2026/1/5,13.4,8,1,1.8,8,1,12.5,8,1,-0.5,8,1,13.3,8,2,2.3,8,2,13.4,8,1,6.5,8,1
2026/1/6,12.3,8,1,-0.2,8,1,12.8,8,1,-0.7,8,1,12.7,8,2,0.8,8,2,12.7,8,1,4.9,8,1
2026/1/7,14.4,8,1,1.8,8,1,13.8,8,1,-0.9,8,1,14.0,8,2,0.5,8,2,14.8,8,1,6.8,8,1
2026/1/8,10.1,8,1,1.8,8,1,9.4,8,1,2.0,8,1,9.9,8,2,2.2,8,2,9.9,8,1,3.6,8,1
2026/1/9,12.2,8,1,-0.9,8,1,12.6,8,1,-2.4,8,1,11.7,8,2,-1.2,8,2,12.3,8,1,3.3,8,1
2026/1/10,17.5,8,1,0.4,8,1,18.2,8,1,-3.0,8,1,17.6,8,2,-0.1,8,2,17.9,8,1,6.1,8,1
2026/1/11,13.1,8,1,-1.9,8,1,12.6,8,1,-0.2,8,1,13.0,8,2,1.7,8,2,14.2,8,1,2.4,8,1
2026/1/12,10.7,8,1,-2.8,8,1,10.2,8,1,-3.2,8,1,9.0,8,2,0.2,8,2,9.9,8,1,2.0,8,1
2026/1/13,17.0,8,1,1.7,8,1,16.6,8,1,-0.6,8,1,15.7,8,2,1.5,8,2,16.4,8,1,6.1,8,1
