Downloaded at: 2026/09/16 14:01:40

,Kamae,Kamae,Kamae,Kamae,Kamae,Kamae,Saeki,Saeki,Saeki,Saeki,Saeki,Saeki,Ume,Ume,Ume,Ume,Ume,Ume
Date,Max temperature (℃),Max temperature (℃),Max temperature (℃),Min temperature (℃),Min temperature (℃),Min temperature (℃),Max temperature (℃),Max temperature (℃),Max temperature (℃),Min temperature (℃),Min temperature (℃),Min temperature (℃),Max temperature (℃),Max temperature (℃),Max temperature (℃),Min temperature (℃),Min temperature (℃),Min temperature (℃)
,,,,,,,,,,,,,,,,,,
,,Quality info,Homogeneity no.,,Quality info,Homogeneity no.,,Quality info,Homogeneity no.,,Quality info,Homogeneity no.,,Quality info,Homogeneity no.,,Quality info,Homogeneity no.
2024/7/26,30.8,8,1,25.6,8,1,33.0,8,1,26.1,8,1,30.4,8,1,24.5,8,1
2024/7/27,31.1,8,1,26.1,8,1,34.3,8,1,26.0,8,1,33.2,8,1,24.4,8,1
2024/7/28,31.5,8,1,25.6,8,1,32.9,8,1,25.6,8,1,35.7,8,1,24.0,8,1
2024/7/29,31.3,8,1,25.9,8,1,32.4,8,1,25.8,8,1,36.7,8,1,23.0,8,1
2024/7/30,32.0,8,1,25.6,8,1,34.1,8,1,24.7,8,1,36.7,8,1,21.5,8,1
2024/7/31,35.1,8,1,24.2,8,1,33.6,8,1,24.4,8,1,37.3,8,1,21.8,8,1
2024/8/1,32.9,8,1,25.5,8,1,33.7,8,1,24.8,8,1,37.8,8,1,22.5,8,1
2024/8/2,32.7,8,1,26.5,8,1,34.9,8,1,25.7,8,1,37.1,8,1,24.3,8,1
2024/8/3,35.0,8,1,26.1,8,1,35.2,8,1,25.9,8,1,36.9,8,1,23.8,8,1
2024/8/4,32.4,8,1,26.0,8,1,34.8,8,1,26.0,8,1,37.1,8,1,24.1,8,1
2024/8/5,33.1,8,1,26.4,8,1,35.1,8,1,26.4,8,1,35.5,8,1,24.9,8,1
2024/8/6,32.7,8,1,26.6,8,1,33.1,8,1,26.5,8,1,37.2,8,1,24.6,8,1
2024/8/7,34.4,8,1,26.0,8,1,35.2,8,1,25.6,8,1,36.2,8,1,23.9,8,1
2024/8/8,34.7,8,1,26.3,8,1,34.3,8,1,25.0,8,1,37.6,8,1,22.1,8,1
2024/8/9,35.1,8,1,26.3,8,1,34.1,8,1,25.1,8,1,36.3,8,1,22.6,8,1
2024/8/10,36.3,8,1,26.7,8,1,34.2,8,1,25.3,8,1,35.4,8,1,22.6,8,1
2024/8/11,35.7,8,1,26.0,8,1,32.8,8,1,24.0,8,1,36.8,8,1,20.9,8,1
2024/8/12,36.0,8,1,25.9,8,1,33.5,8,1,24.2,8,1,35.4,8,1,21.7,8,1
2024/8/13,33.7,8,1,25.4,8,1,32.8,8,1,23.8,8,1,34.9,8,1,20.9,8,1
2024/8/14,33.8,8,1,26.5,8,1,36.0,8,1,25.3,8,1,36.1,8,1,21.6,8,1
2024/8/15,35.9,8,1,26.3,8,1,33.7,8,1,25.1,8,1,36.1,8,1,21.9,8,1
2024/8/16,34.5,8,1,26.0,8,1,34.2,8,1,24.7,8,1,36.5,8,1,21.8,8,1
2024/8/17,36.1,8,1,27.3,8,1,33.0,8,1,25.5,8,1,35.1,8,1,23.2,8,1
2024/8/18,33.3,8,1,26.3,8,1,35.2,8,1,25.2,8,1,35.0,8,1,23.4,8,1
2024/8/19,29.0,8,1,25.0,8,1,28.9,8,1,25.3,8,1,26.2,8,1,23.6,8,1
2024/8/20,31.5,8,1,25.2,8,1,34.3,8,1,24.7,8,1,33.1,8,1,23.3,8,1
2024/8/21,31.6,8,1,25.9,8,1,35.8,8,1,25.8,8,1,35.6,8,1,22.9,8,1
2024/8/22,32.3,8,1,26.3,8,1,35.5,8,1,25.9,8,1,34.0,8,1,23.9,8,1
2024/8/23,33.4,8,1,25.9,8,1,36.6,8,1,25.9,8,1,34.9,8,1,22.4,8,1
2024/8/24,32.7,8,1,26.0,8,1,35.6,8,1,26.0,8,1,35.4,8,1,23.3,8,1
2024/8/25,32.1,8,1,25.8,8,1,36.1,8,1,25.4,8,1,35.2,8,1,23.0,8,1
2024/8/26,33.7,8,1,25.9,8,1,34.4,8,1,24.9,8,1,33.4,8,1,22.1,8,1
2024/8/27,32.0,8,1,24.3,8,1,31.8,8,1,25.0,8,1,30.5,8,1,24.2,8,1
2024/8/28,29.1,8,1,23.5,8,1,28.1,8,1,23.9,8,1,25.6,8,1,23.0,8,1
2024/8/29,28.2,8,1,26.1,8,1,28.5,8,1,24.6,8,1,26.7,8,1,23.9,8,1
2024/8/30,29.6,8,1,25.0,8,1,29.3,8,1,24.4,8,1,29.0,8,1,23.9,8,1
2024/8/31,34.3,8,1,26.9,8,1,33.5,8,1,24.0,8,1,33.7,8,1,21.1,8,1
2024/9/1,31.8,8,1,24.9,8,1,30.7,8,1,21.9,8,1,34.1,8,1,19.2,8,1
2024/9/2,30.1,8,1,24.4,8,1,33.1,8,1,23.3,8,1,33.2,8,1,22.2,8,1
2024/9/3,32.1,8,1,24.1,8,1,30.3,8,1,23.5,8,1,32.6,8,1,21.8,8,1
2024/9/4,32.7,8,1,23.5,8,1,30.3,8,1,22.4,8,1,32.7,8,1,20.6,8,1
2024/9/5,31.3,8,1,24.0,8,1,33.5,8,1,22.3,8,1,31.9,8,1,19.8,8,1
2024/9/6,30.1,8,1,23.6,8,1,31.8,8,1,22.7,8,1,34.2,8,1,20.8,8,1
2024/9/7,30.2,8,1,23.9,8,1,30.6,8,1,22.5,8,1,34.4,8,1,21.1,8,1
2024/9/8,32.2,8,1,23.4,8,1,32.7,8,1,22.2,8,1,33.9,8,1,20.3,8,1
2024/9/9,32.6,8,1,23.3,8,1,34.3,8,1,21.2,8,1,33.1,8,1,18.7,8,1
2024/9/10,29.2,8,1,26.6,8,1,31.3,8,1,26.5,8,1,30.4,8,1,24.3,8,1
2024/9/11,31.2,8,1,25.9,8,1,33.1,8,1,25.9,8,1,32.4,8,1,23.2,8,1
2024/9/12,31.0,8,1,25.4,8,1,32.4,8,1,24.3,8,1,33.9,8,1,22.5,8,1
2024/9/13,31.7,8,1,24.6,8,1,33.8,8,1,23.4,8,1,33.0,8,1,21.5,8,1
2024/9/14,31.7,8,1,25.3,8,1,31.3,8,1,24.4,8,1,29.9,8,1,21.5,8,1
2024/9/15,30.7,8,1,27.9,8,1,30.5,8,1,27.2,8,1,30.2,8,1,25.3,8,1
2024/9/16,31.5,8,1,26.5,8,1,32.0,8,1,25.8,8,1,31.3,8,1,24.0,8,1
2024/9/17,31.5,8,1,25.7,8,1,33.2,8,1,24.7,8,1,32.6,8,1,22.2,8,1
2024/9/18,31.2,8,1,25.6,8,1,32.4,8,1,24.8,8,1,32.5,8,1,22.0,8,1
2024/9/19,31.2,8,1,26.5,8,1,31.6,8,1,26.0,8,1,30.7,8,1,23.8,8,1
2024/9/20,30.4,8,1,26.5,8,1,32.5,8,1,26.1,8,1,30.4,8,1,24.4,8,1
2024/9/21,30.1,8,1,26.4,8,1,33.4,8,1,25.8,8,1,31.9,8,1,22.4,8,1
2024/9/22,28.2,8,1,24.1,8,1,29.3,8,1,23.6,8,1,26.7,8,1,22.2,8,1
2024/9/23,27.4,8,1,23.0,8,1,26.5,8,1,19.6,8,1,25.8,8,1,17.1,8,1
2024/9/24,29.2,8,1,21.6,8,1,29.2,8,1,18.7,8,1,28.4,8,1,16.6,8,1
2024/9/25,28.8,8,1,23.0,8,1,29.3,8,1,22.1,8,1,27.1,8,1,19.7,8,1
2024/9/26,30.3,8,1,21.6,8,1,29.3,8,1,20.8,8,1,30.5,8,1,18.9,8,1
2024/9/27,32.6,8,1,22.6,8,1,31.9,8,1,20.2,8,1,31.1,8,1,17.5,8,1
2024/9/28,29.3,8,1,24.1,8,1,28.5,8,1,22.2,8,1,27.7,8,1,19.6,8,1
2024/9/29,30.5,8,1,23.3,8,1,28.8,8,1,21.4,8,1,29.4,8,1,18.7,8,1
2024/9/30,29.2,8,1,22.1,8,1,29.6,8,1,21.1,8,1,30.4,8,1,19.5,8,1
2024/10/1,29.0,8,1,21.6,8,1,28.0,8,1,21.1,8,1,31.6,8,1,18.9,8,1
2024/10/2,27.7,8,1,19.8,8,1,25.1,8,1,19.3,8,1,24.4,8,1,17.7,8,1
2024/10/3,26.8,8,1,20.3,8,1,24.2,8,1,19.8,8,1,23.5,8,1,18.0,8,1
2024/10/4,22.6,8,1,20.0,8,1,22.0,8,1,19.3,8,1,20.6,8,1,17.8,8,1
2024/10/5,24.2,8,1,20.6,8,1,24.1,8,1,19.4,8,1,22.5,8,1,17.7,8,1
2024/10/6,28.2,8,1,22.3,8,1,28.4,8,1,21.6,8,1,27.1,8,1,20.1,8,1
2024/10/7,27.5,8,1,20.9,8,1,26.7,8,1,21.0,8,1,27.9,8,1,19.7,8,1
2024/10/8,26.3,8,1,20.7,8,1,24.5,8,1,20.2,8,1,25.2,8,1,17.7,8,1
2024/10/9,25.6,8,1,19.9,8,1,25.1,8,1,19.2,8,1,24.4,8,1,15.1,8,1
2024/10/10,26.5,8,1,19.3,8,1,25.3,8,1,17.2,8,1,25.6,8,1,12.9,8,1
2024/10/11,25.4,8,1,19.5,8,1,24.7,5,1,14.7,5,1,24.4,8,1,11.5,8,1
2024/10/12,26.1,8,1,17.6,8,1,24.5,8,1,13.5,8,1,25.3,8,1,9.8,8,1
2024/10/13,27.8,8,1,18.7,8,1,25.8,8,1,13.4,8,1,27.4,8,1,9.6,8,1
2024/10/14,26.7,8,1,19.7,8,1,27.0,8,1,16.8,8,1,21.7,8,1,14.4,8,1
2024/10/15,26.4,8,1,21.9,8,1,26.3,8,1,20.8,8,1,24.1,8,1,18.6,8,1
2024/10/16,28.4,8,1,21.4,8,1,27.5,8,1,20.4,8,1,26.8,8,1,19.2,8,1
2024/10/17,25.3,8,1,21.8,8,1,24.5,8,1,20.0,8,1,22.9,8,1,19.3,8,1
2024/10/18,27.3,8,1,22.1,8,1,28.3,8,1,21.4,8,1,27.8,8,1,20.7,8,1
2024/10/19,26.3,8,1,21.1,8,1,25.3,8,1,20.0,8,1,25.4,8,1,18.3,8,1
2024/10/20,21.6,8,1,17.4,8,1,21.0,8,1,16.9,8,1,18.3,8,1,14.5,8,1
2024/10/21,24.4,8,1,17.1,8,1,23.4,8,1,16.1,8,1,20.9,8,1,14.8,8,1
2024/10/22,25.2,8,1,23.4,8,1,24.6,8,1,20.6,8,1,22.2,8,1,19.0,8,1
2024/10/23,28.6,8,1,18.3,8,1,26.2,8,1,16.4,8,1,27.6,8,1,14.0,8,1
2024/10/24,20.9,8,1,17.6,8,1,21.0,8,1,14.0,8,1,19.5,8,1,11.1,8,1
2024/10/25,23.7,8,1,19.1,8,1,23.0,8,1,16.9,8,1,22.2,8,1,15.0,8,1
2024/10/26,23.6,8,1,18.8,8,1,22.8,8,1,18.1,8,1,20.7,8,1,16.8,8,1
2024/10/27,27.1,8,1,20.0,8,1,27.4,8,1,19.1,8,1,26.3,8,1,17.8,8,1
2024/10/28,22.2,8,1,19.5,8,1,22.2,8,1,18.5,8,1,21.6,8,1,17.2,8,1
2024/10/29,20.8,8,1,18.8,8,1,20.3,8,1,18.0,8,1,18.5,8,1,16.7,8,1
2024/10/30,23.6,8,1,18.2,8,1,23.1,8,1,15.3,8,1,22.4,8,1,11.8,8,1
2024/10/31,23.8,8,1,18.2,8,1,23.0,8,1,15.0,8,1,21.6,8,1,11.5,8,1
2024/11/1,23.6,8,1,20.5,8,1,20.6,8,1,18.7,8,1,19.1,8,1,16.4,8,1
2024/11/2,26.6,8,1,20.5,8,1,28.4,8,1,19.9,8,1,27.2,8,1,18.1,8,1
2024/11/3,23.3,8,1,15.3,8,1,22.6,8,1,14.1,8,1,22.6,8,1,10.6,8,1
2024/11/4,25.2,8,1,15.4,8,1,23.5,8,1,12.7,8,1,24.7,8,1,9.3,8,1
2024/11/5,23.9,8,1,17.4,8,1,22.8,8,1,15.6,8,1,22.9,8,1,13.1,8,1
2024/11/6,21.0,8,1,14.4,8,1,20.6,8,1,13.9,8,1,20.0,8,1,9.4,8,1
2024/11/7,20.5,8,1,13.2,8,1,19.4,8,1,12.0,8,1,18.3,8,1,6.3,8,1
2024/11/8,20.5,8,1,13.5,8,1,18.7,8,1,9.7,8,1,18.6,8,1,4.7,8,1
2024/11/9,21.5,8,1,15.9,8,1,21.4,8,1,12.6,8,1,19.4,8,1,10.3,8,1
2024/11/10,22.6,8,1,16.9,8,1,20.7,8,1,14.9,8,1,20.3,8,1,12.9,8,1
2024/11/11,22.9,8,1,16.7,8,1,21.2,8,1,14.2,8,1,20.9,8,1,11.9,8,1
2024/11/12,23.3,8,1,15.1,8,1,21.7,8,1,12.6,8,1,21.9,8,1,10.2,8,1
2024/11/13,22.4,8,1,17.0,8,1,21.2,8,1,13.5,8,1,20.9,8,1,8.6,8,1
2024/11/14,23.8,8,1,17.5,8,1,23.1,8,1,13.3,8,1,22.4,8,1,9.9,8,1
2024/11/15,21.4,8,1,18.7,8,1,20.7,8,1,18.3,8,1,20.0,8,1,16.2,8,1
2024/11/16,22.5,8,1,18.7,8,1,21.3,8,1,18.1,8,1,20.1,8,1,16.4,8,1
2024/11/17,24.6,8,1,18.3,8,1,22.5,8,1,17.9,8,1,22.1,8,1,15.1,8,1
2024/11/18,18.9,8,1,13.9,8,1,18.2,8,1,14.3,8,1,17.1,8,1,10.2,8,1
2024/11/19,15.3,8,1,10.6,8,1,14.5,8,1,8.3,8,1,12.6,8,1,3.4,8,1
2024/11/20,19.0,8,1,9.9,8,1,18.0,8,1,6.8,8,1,17.8,8,1,2.0,8,1
2024/11/21,19.4,8,1,13.0,8,1,19.1,8,1,10.4,8,1,18.4,8,1,5.5,8,1
2024/11/22,19.1,8,1,9.8,8,1,18.9,8,1,6.6,8,1,18.7,8,1,4.0,8,1
2024/11/23,14.6,8,1,10.5,8,1,14.4,8,1,9.5,8,1,13.6,8,1,3.6,8,1
2024/11/24,14.8,8,1,9.5,8,1,14.2,8,1,8.1,8,1,13.8,8,1,1.3,8,1
2024/11/25,18.2,8,1,9.3,8,1,17.0,8,1,6.9,8,1,15.7,8,1,-0.2,8,1
2024/11/26,19.2,8,1,12.2,8,1,20.3,8,1,9.5,8,1,17.2,8,1,4.0,8,1
2024/11/27,17.7,8,1,9.4,8,1,16.4,8,1,8.1,8,1,14.8,8,1,3.1,8,1
2024/11/28,16.1,8,1,9.4,8,1,14.9,8,1,7.6,8,1,13.7,8,1,5.8,8,1
2024/11/29,14.4,5,1,7.8,5,1,13.7,8,1,7.6,8,1,11.7,8,1,4.6,8,1
2024/11/30,17.4,8,1,6.6,8,1,16.7,8,1,6.9,8,1,15.9,8,1,2.3,8,1
2024/12/1,17.2,8,1,7.1,8,1,17.2,8,1,3.6,8,1,17.1,8,1,-0.8,8,1
2024/12/2,20.1,8,1,9.8,8,1,20.6,8,1,7.6,8,1,20.3,8,1,3.8,8,1
2024/12/3,21.8,8,1,10.8,8,1,20.8,8,1,7.2,8,1,20.1,8,1,3.0,8,1
2024/12/4,14.7,8,1,8.8,8,1,13.5,8,1,6.5,8,1,13.2,8,1,1.3,8,1
2024/12/5,15.2,8,1,8.9,8,1,14.6,8,1,4.6,8,1,13.7,8,1,3.3,8,1
2024/12/6,16.4,8,1,7.8,8,1,14.8,8,1,3.5,8,1,14.4,8,1,3.7,8,1
2024/12/7,13.6,8,1,7.7,8,1,12.8,8,1,4.2,8,1,12.7,8,1,2.6,8,1
2024/12/8,11.3,8,1,5.0,8,1,11.2,8,1,5.2,8,1,11.0,8,1,-0.6,8,1
2024/12/9,13.6,8,1,5.0,8,1,13.0,8,1,2.1,8,1,13.0,8,1,-2.7,8,1
2024/12/10,14.9,8,1,6.6,8,1,14.1,8,1,1.4,8,1,14.4,8,1,-2.2,8,1
2024/12/11,13.5,8,1,8.0,8,1,13.3,8,1,2.9,8,1,12.7,8,1,-1.7,8,1
2024/12/12,15.4,8,1,6.0,8,1,14.0,8,1,3.1,8,1,15.4,8,1,-1.8,8,1
2024/12/13,16.0,8,1,7.0,8,1,15.2,8,1,3.9,8,1,14.4,8,1,-0.6,8,1
2024/12/14,11.0,8,1,4.7,8,1,10.7,8,1,2.5,8,1,10.1,8,1,-2.4,8,1
2024/12/15,13.1,8,1,4.1,8,1,11.8,8,1,2.2,8,1,11.6,8,1,-2.5,8,1
2024/12/16,14.1,8,1,5.4,8,1,12.9,8,1,1.4,8,1,12.5,8,1,-2.1,8,1
2024/12/17,13.2,8,1,4.7,8,1,13.0,8,1,1.7,8,1,12.1,8,1,-1.7,8,1
2024/12/18,11.1,8,1,3.7,8,1,10.7,8,1,1.8,8,1,9.2,5,1,-2.1,5,1
2024/12/19,10.7,8,1,4.0,8,1,10.4,8,1,3.4,8,1,9.5,8,1,-2.0,8,1
2024/12/20,12.8,8,1,4.1,8,1,11.2,8,1,1.1,8,1,12.4,8,1,-3.8,8,1
2024/12/21,17.5,8,1,7.2,8,1,15.3,8,1,5.8,8,1,14.9,8,1,1.5,8,1
2024/12/22,11.0,8,1,5.3,8,1,10.0,8,1,4.8,8,1,9.5,8,1,-1.8,8,1
2024/12/23,12.3,8,1,2.6,8,1,13.3,8,1,-0.8,8,1,12.3,8,1,-4.3,8,1
2024/12/24,13.4,8,1,4.0,8,1,12.2,8,1,0.3,8,1,13.1,8,1,-3.0,8,1
2024/12/25,15.3,8,1,3.7,8,1,14.3,8,1,-0.3,8,1,14.5,8,1,-5.6,8,1
2024/12/26,16.0,8,1,8.8,8,1,14.9,8,1,7.1,8,1,14.0,8,1,1.5,8,1
2024/12/27,12.8,8,1,5.8,8,1,11.8,8,1,5.4,8,1,11.5,8,1,-0.9,8,1
2024/12/28,11.0,8,1,4.5,8,1,10.0,8,1,2.5,8,1,10.2,8,1,1.2,8,1
2024/12/29,11.6,8,1,4.0,8,1,10.8,8,1,1.5,8,1,10.3,8,1,-2.8,8,1
2024/12/30,14.4,8,1,4.0,8,1,15.2,8,1,0.8,8,1,15.8,8,1,-3.9,8,1
2024/12/31,15.6,8,1,6.9,8,1,14.6,8,1,5.2,8,1,13.8,8,1,-2.0,8,1
2025/1/1,13.4,8,1,3.0,8,1,12.6,8,1,0.0,8,1,14.4,8,1,-5.2,8,1
2025/1/2,14.4,8,1,6.0,8,1,13.3,8,1,1.1,8,1,13.6,8,1,-3.4,8,1
2025/1/3,12.5,8,1,4.3,8,1,11.5,8,1,0.9,8,1,12.4,8,1,-4.0,8,1
2025/1/4,12.0,8,1,1.4,8,1,11.1,8,1,0.3,8,1,10.2,8,1,-5.5,8,1
2025/1/5,12.2,8,1,2.8,8,1,10.2,8,1,-1.2,8,1,12.0,8,1,-5.9,8,1
2025/1/6,14.2,8,1,8.4,8,1,12.9,8,1,6.0,8,1,13.7,8,1,3.8,8,1
2025/1/7,10.1,8,1,3.6,8,1,9.1,8,1,3.7,8,1,7.7,8,1,2.3,8,1
2025/1/8,10.2,8,1,3.5,8,1,9.1,8,1,0.0,8,1,8.7,8,1,-0.5,8,1
2025/1/9,8.7,8,1,2.4,8,1,7.1,8,1,0.3,8,1,7.6,8,1,0.2,8,1
2025/1/10,6.3,8,1,-0.8,8,1,5.6,8,1,-1.0,8,1,5.2,8,1,-4.3,8,1
2025/1/11,8.3,8,1,0.1,8,1,7.2,8,1,-2.2,8,1,6.5,8,1,-5.0,8,1
2025/1/12,10.9,8,1,3.2,8,1,9.3,8,1,1.6,8,1,8.4,8,1,-2.0,8,1
2025/1/13,11.2,8,1,2.2,8,1,11.5,8,1,-1.2,8,1,10.9,8,1,-3.3,8,1
2025/1/14,13.2,8,1,5.4,8,1,14.6,8,1,-0.6,8,1,14.5,8,1,-5.0,8,1
2025/1/15,10.8,8,1,1.5,8,1,7.4,8,1,0.6,8,1,7.9,8,1,-3.0,8,1
2025/1/16,9.6,8,1,-0.1,8,1,8.7,8,1,-2.7,8,1,8.1,8,1,-6.1,8,1
2025/1/17,11.7,8,1,3.6,8,1,11.0,8,1,0.5,8,1,11.3,8,1,-3.8,8,1
2025/1/18,13.2,8,1,4.9,8,1,11.5,8,1,-0.7,8,1,13.1,8,1,-5.8,8,1
2025/1/19,15.6,8,1,5.6,8,1,13.2,8,1,2.7,8,1,15.7,8,1,-1.4,8,1
2025/1/20,15.7,8,1,7.4,8,1,15.6,8,1,2.5,8,1,14.5,8,1,-1.4,8,1
2025/1/21,14.8,8,1,6.6,8,1,13.9,8,1,1.1,8,1,13.9,8,1,-3.2,8,1
2025/1/22,15.5,8,1,6.2,8,1,13.1,8,1,1.3,8,1,15.3,8,1,-4.1,8,1
2025/1/23,16.6,8,1,7.7,8,1,14.2,8,1,3.6,8,1,16.6,8,1,-1.1,8,1
2025/1/24,15.5,8,1,9.6,8,1,13.8,8,1,4.1,8,1,14.4,8,1,0.1,8,1
2025/1/25,12.0,8,1,8.1,8,1,11.6,8,1,7.0,8,1,10.9,8,1,2.1,8,1
2025/1/26,11.8,8,1,7.2,8,1,10.7,8,1,6.5,8,1,11.1,8,1,2.4,8,1
2025/1/27,11.5,8,1,6.2,8,1,10.9,8,1,5.5,8,1,10.1,8,1,2.4,8,1
2025/1/28,9.7,8,1,4.9,8,1,9.3,8,1,2.6,8,1,7.2,8,1,1.6,8,1
2025/1/29,9.8,8,1,4.1,8,1,9.4,8,1,2.7,8,1,8.2,8,1,1.5,8,1
2025/1/30,10.5,8,1,1.4,8,1,9.2,8,1,-0.7,8,1,9.4,8,1,-3.9,8,1
2025/1/31,12.5,8,1,2.5,8,1,10.9,8,1,-1.9,8,1,11.8,8,1,-6.7,8,1
2025/2/1,14.1,8,1,7.2,8,1,9.8,8,1,4.5,8,1,6.6,8,1,1.0,8,1
2025/2/2,12.0,8,1,7.7,8,1,10.8,8,1,6.5,8,1,10.7,8,1,1.7,8,1
2025/2/3,12.5,8,1,3.8,8,1,11.7,8,1,3.6,8,1,10.9,8,1,0.7,8,1
2025/2/4,6.9,8,1,1.2,8,1,6.3,8,1,0.6,8,1,5.3,8,1,-1.9,8,1
2025/2/5,7.0,8,1,-0.6,8,1,5.4,8,1,-0.7,8,1,5.5,8,1,-1.7,8,1
2025/2/6,7.6,8,1,0.8,8,1,5.9,8,1,-0.5,8,1,6.1,8,1,-3.7,8,1
2025/2/7,10.0,8,1,-0.5,8,1,8.3,8,1,-3.1,8,1,7.2,8,1,-5.5,8,1
2025/2/8,6.2,8,1,-1.2,8,1,5.4,8,1,-1.4,8,1,5.0,8,1,-4.1,8,1
2025/2/9,9.9,8,1,-1.5,8,1,8.1,8,1,-3.4,8,1,8.7,8,1,-8.1,8,1
2025/2/10,10.5,8,1,3.0,8,1,9.2,8,1,-1.7,8,1,9.1,8,1,-5.4,8,1
2025/2/11,11.0,8,1,0.7,8,1,9.4,8,1,-0.9,8,1,11.0,8,1,-5.6,8,1
2025/2/12,13.7,8,1,2.8,8,1,15.9,8,1,0.0,8,1,14.7,8,1,-4.3,8,1
2025/2/13,14.3,8,1,3.8,8,1,14.2,8,1,1.5,8,1,12.7,8,1,-2.8,8,1
2025/2/14,13.9,8,1,1.5,8,1,11.4,8,1,-1.1,8,1,15.1,8,1,-6.3,8,1
2025/2/15,12.2,8,1,6.0,8,1,10.9,8,1,2.9,8,1,13.3,8,1,-0.8,8,1
2025/2/16,13.8,8,1,7.3,8,1,12.4,8,1,5.0,8,1,14.0,8,1,1.4,8,1
2025/2/17,13.5,8,1,5.0,8,1,12.1,8,1,3.3,8,1,12.5,8,1,0.8,8,1
2025/2/18,11.9,8,1,3.3,8,1,10.5,8,1,0.9,8,1,10.0,8,1,-1.3,8,1
2025/2/19,12.3,8,1,2.3,8,1,10.5,8,1,1.3,8,1,10.2,8,1,-3.2,8,1
2025/2/20,11.0,8,1,0.8,8,1,9.4,8,1,-2.2,8,1,11.8,8,1,-6.2,8,1
2025/2/21,10.5,8,1,2.8,8,1,9.2,8,1,0.5,8,1,10.3,8,1,-3.0,8,1
2025/2/22,9.9,8,1,2.0,8,1,8.0,8,1,-2.4,8,1,9.1,8,1,-3.6,8,1
2025/2/23,10.0,8,1,2.2,8,1,9.1,8,1,-0.9,8,1,10.4,8,1,-3.7,8,1
2025/2/24,9.3,8,1,1.0,8,1,8.7,8,1,-0.4,8,1,8.2,8,1,-4.3,8,1
2025/2/25,12.0,8,1,-0.5,8,1,12.1,8,1,-3.1,8,1,14.7,8,1,-8.2,8,1
2025/2/26,14.9,8,1,6.6,8,1,16.0,8,1,4.7,8,1,15.5,8,1,-0.4,8,1
2025/2/27,15.5,8,1,6.9,8,1,13.4,8,1,1.3,8,1,16.8,8,1,-3.6,8,1
2025/2/28,18.0,8,1,10.5,8,1,18.2,8,1,8.3,8,1,21.7,8,1,7.5,8,1
2025/3/1,18.4,8,1,10.6,8,1,20.8,8,1,8.7,8,1,20.9,8,1,8.3,8,1
2025/3/2,20.7,8,1,14.5,8,1,21.3,8,1,13.3,8,1,25.0,8,1,11.7,8,1
2025/3/3,19.9,8,1,8.1,8,1,20.5,8,1,7.6,8,1,17.2,8,1,6.1,8,1
2025/3/4,14.3,8,1,8.0,8,1,12.4,8,1,7.1,8,1,12.4,8,1,5.7,8,1
2025/3/5,14.6,8,1,8.8,8,1,13.2,8,1,8.8,8,1,12.5,8,1,5.9,8,1
2025/3/6,11.1,8,1,6.1,8,1,10.3,8,1,6.2,8,1,9.1,8,1,3.4,8,1
2025/3/7,10.4,8,1,5.1,8,1,9.9,8,1,3.1,8,1,9.7,8,1,-0.3,8,1
2025/3/8,11.7,8,1,6.4,8,1,10.6,8,1,3.2,8,1,11.7,8,1,-0.1,8,1
2025/3/9,14.9,8,1,5.9,8,1,13.1,8,1,0.7,8,1,14.4,8,1,-2.3,8,1
2025/3/10,14.9,8,1,6.5,8,1,15.3,8,1,1.3,8,1,15.4,8,1,-2.9,8,1
2025/3/11,14.8,8,1,10.4,8,1,13.3,8,1,9.1,8,1,11.8,8,1,6.8,8,1
2025/3/12,19.0,8,1,11.5,8,1,15.8,8,1,9.6,8,1,20.1,8,1,7.4,8,1
2025/3/13,15.3,8,1,11.9,8,1,15.1,8,1,8.4,8,1,14.3,8,1,3.4,8,1
2025/3/14,19.3,8,1,11.2,8,1,16.6,8,1,6.9,8,1,18.5,8,1,3.4,8,1
2025/3/15,13.1,8,1,8.0,8,1,10.7,8,1,7.2,8,1,8.2,8,1,5.4,8,1
2025/3/16,13.6,8,1,6.5,8,1,13.4,8,1,6.5,8,1,12.5,8,1,2.9,8,1
2025/3/17,11.8,8,1,3.6,8,1,10.9,8,1,3.1,8,1,10.8,8,1,-1.1,8,1
2025/3/18,13.2,8,1,3.9,8,1,13.2,8,1,1.0,8,1,12.5,8,1,-3.1,8,1
2025/3/19,10.9,8,1,4.2,8,1,9.9,8,1,3.0,8,1,9.5,8,1,-1.7,8,1
2025/3/20,14.2,8,1,5.3,8,1,13.4,8,1,1.4,8,1,15.3,8,1,-2.2,8,1
2025/3/21,19.8,8,1,4.9,8,1,20.8,8,1,3.9,8,1,21.1,8,1,-1.8,8,1
2025/3/22,25.8,8,1,7.5,8,1,24.5,8,1,7.0,8,1,24.2,8,1,-0.3,8,1
2025/3/23,25.1,8,1,10.1,8,1,22.1,8,1,8.2,8,1,26.1,8,1,2.6,8,1
2025/3/24,21.2,8,1,12.4,8,1,20.5,8,1,9.7,8,1,22.5,8,1,5.2,8,1
2025/3/25,23.6,8,1,12.2,8,1,27.9,8,1,8.9,8,1,27.0,8,1,5.4,8,1
2025/3/26,25.6,8,1,13.0,8,1,23.3,8,1,11.1,8,1,30.3,8,1,9.7,8,1
2025/3/27,22.7,8,1,15.8,8,1,25.0,8,1,13.6,8,1,24.7,8,1,10.4,8,1
