Downloaded at: 2026/09/16 14:01:40

,Kamae,Kamae,Kamae,Kamae,Kamae,Kamae,Saeki,Saeki,Saeki,Saeki,Saeki,Saeki,Ume,Ume,Ume,Ume,Ume,Ume
Date,Max temperature (℃),Max temperature (℃),Max temperature (℃),Min temperature (℃),Min temperature (℃),Min temperature (℃),Max temperature (℃),Max temperature (℃),Max temperature (℃),Min temperature (℃),Min temperature (℃),Min temperature (℃),Max temperature (℃),Max temperature (℃),Max temperature (℃),Min temperature (℃),Min temperature (℃),Min temperature (℃)
,,,,,,,,,,,,,,,,,,
,,Quality info,Homogeneity no.,,Quality info,Homogeneity no.,,Quality info,Homogeneity no.,,Quality info,Homogeneity no.,,Quality info,Homogeneity no.,,Quality info,Homogeneity no.
2022/1/1,10.2,8,1,2.8,8,1,9.3,8,1,-1.2,8,1,9.2,8,1,-3.6,8,1
2022/1/2,13.6,8,1,3.3,8,1,12.7,8,1,0.3,8,1,13.6,8,1,-3.6,8,1
2022/1/3,13.7,8,1,3.8,8,1,13.1,8,1,0.6,8,1,14.3,8,1,-4.1,8,1
2022/1/4,12.7,8,1,4.7,8,1,12.0,8,1,1.1,8,1,12.3,8,1,-3.5,8,1
2022/1/5,10.3,8,1,5.8,8,1,10.0,8,1,1.1,8,1,8.7,8,1,-3.4,8,1
2022/1/6,10.8,8,1,6.4,8,1,10.8,8,1,5.1,8,1,9.1,8,1,-0.9,8,1
2022/1/7,11.4,8,1,4.9,8,1,11.0,8,1,2.0,8,1,10.2,8,1,-2.5,8,1
2022/1/8,12.5,8,1,3.4,8,1,12.5,8,1,-0.2,8,1,13.1,8,1,-4.3,8,1
2022/1/9,13.5,8,1,5.5,8,1,12.4,8,1,1.3,8,1,12.1,8,1,-3.1,8,1
2022/1/10,14.6,8,1,6.3,8,1,13.3,8,1,2.0,8,1,13.6,8,1,-3.1,8,1
2022/1/11,11.2,8,1,3.4,8,1,10.1,8,1,3.3,8,1,9.3,8,1,-1.3,8,1
2022/1/12,9.0,8,1,2.4,8,1,8.5,8,1,1.3,8,1,7.3,8,1,-4.6,8,1
2022/1/13,9.7,8,1,2.1,8,1,9.4,8,1,-0.6,8,1,7.6,8,1,-5.2,8,1
2022/1/14,8.9,8,1,2.3,8,1,8.2,8,1,0.7,8,1,8.6,8,1,-3.3,8,1
2022/1/15,11.2,8,1,2.1,8,1,9.4,8,1,-1.2,8,1,10.0,8,1,-5.5,8,1
2022/1/16,14.2,8,1,3.7,8,1,13.2,8,1,-0.4,8,1,12.1,8,1,-5.4,8,1
2022/1/17,11.4,8,1,5.0,8,1,11.2,8,1,2.9,8,1,10.5,8,1,-2.0,8,1
2022/1/18,9.6,8,1,2.8,8,1,8.4,8,1,1.4,8,1,9.0,8,1,-4.1,8,1
2022/1/19,10.2,8,1,1.9,8,1,9.0,8,1,-1.4,8,1,10.1,8,1,-7.4,8,1
2022/1/20,9.1,8,1,2.5,8,1,8.2,8,1,-0.7,8,1,8.3,8,1,-4.6,8,1
2022/1/21,8.8,8,1,4.2,8,1,8.5,8,1,3.3,8,1,8.1,8,1,-4.6,8,1
2022/1/22,11.6,8,1,2.4,8,1,9.8,8,1,-0.4,8,1,11.8,8,1,-5.7,8,1
2022/1/23,10.7,8,1,8.0,8,1,9.3,8,1,6.5,8,1,7.9,8,1,4.8,8,1
2022/1/24,11.2,8,1,7.1,8,1,10.4,8,1,4.4,8,1,9.2,8,1,-0.3,8,1
2022/1/25,11.8,8,1,5.4,8,1,11.3,8,1,2.4,8,1,10.8,8,1,-1.5,8,1
2022/1/26,15.4,8,1,4.8,8,1,14.1,8,1,0.9,8,1,15.3,8,1,-2.3,8,1
2022/1/27,12.5,8,1,6.1,8,1,11.4,8,1,3.8,8,1,12.3,8,1,-1.4,8,1
2022/1/28,14.2,8,1,6.9,8,1,12.7,8,1,1.6,8,1,13.4,8,1,-2.0,8,1
2022/1/29,11.2,8,1,6.8,8,1,10.8,8,1,3.5,8,1,11.5,8,1,-0.4,8,1
2022/1/30,9.4,8,1,6.1,8,1,9.7,8,1,4.2,8,1,8.2,8,1,-1.5,8,1
2022/1/31,11.5,8,1,3.9,8,1,11.0,8,1,1.2,8,1,10.4,8,1,-3.6,8,1
2022/2/1,13.6,8,1,3.7,8,1,12.5,8,1,-0.6,8,1,12.1,8,1,-5.1,8,1
2022/2/2,10.5,8,1,1.1,8,1,9.9,8,1,0.5,8,1,9.9,8,1,-4.3,8,1
2022/2/3,8.8,8,1,5.1,8,1,8.9,8,1,4.0,8,1,8.4,8,1,0.3,8,1
2022/2/4,11.0,8,1,4.4,8,1,9.9,8,1,4.0,8,1,10.8,8,1,0.2,8,1
2022/2/5,8.1,8,1,1.3,8,1,8.2,8,1,0.8,8,1,7.0,8,1,-0.5,8,1
2022/2/6,7.7,8,1,0.5,8,1,6.9,8,1,-0.2,8,1,6.3,8,1,-4.0,8,1
2022/2/7,9.1,8,1,0.2,8,1,8.9,8,1,-1.4,8,1,8.2,8,1,-5.4,8,1
2022/2/8,8.2,8,1,4.2,8,1,7.2,8,1,4.2,8,1,5.2,8,1,-1.7,8,1
2022/2/9,12.4,8,1,4.7,8,1,10.7,8,1,3.1,8,1,11.8,8,1,-2.4,8,1
2022/2/10,11.7,8,1,5.4,8,1,11.5,8,1,4.7,8,1,10.7,8,1,0.5,8,1
2022/2/11,12.6,8,1,5.2,8,1,11.5,8,1,1.4,8,1,11.3,8,1,-2.8,8,1
2022/2/12,12.5,8,1,7.8,8,1,11.9,8,1,2.9,8,1,11.3,8,1,-1.5,8,1
2022/2/13,10.7,8,1,7.5,8,1,9.2,8,1,7.6,8,1,7.7,8,1,5.2,8,1
2022/2/14,12.5,8,1,6.1,8,1,11.8,8,1,3.5,8,1,11.3,8,1,-0.5,8,1
2022/2/15,14.4,8,1,4.3,8,1,14.4,8,1,1.3,8,1,12.5,8,1,-1.6,8,1
2022/2/16,8.6,8,1,3.3,8,1,8.5,8,1,2.9,8,1,7.3,8,1,1.0,8,1
2022/2/17,6.1,8,1,0.5,8,1,5.5,8,1,0.4,8,1,5.8,8,1,-3.2,8,1
2022/2/18,9.7,8,1,1.2,8,1,8.1,8,1,0.9,8,1,8.6,8,1,-3.5,8,1
2022/2/19,11.6,8,1,6.2,8,1,7.9,8,1,3.7,8,1,6.7,8,1,-0.2,8,1
2022/2/20,7.6,8,1,1.7,8,1,7.3,8,1,1.5,8,1,5.9,8,1,-1.9,8,1
2022/2/21,8.3,8,1,0.7,8,1,7.7,8,1,-0.4,8,1,7.8,8,1,-2.8,8,1
2022/2/22,11.0,8,1,2.1,8,1,9.7,8,1,-0.4,8,1,9.4,8,1,-3.0,8,1
2022/2/23,8.5,8,1,1.8,8,1,8.4,8,1,1.0,8,1,8.3,8,1,-2.6,8,1
2022/2/24,10.2,8,1,0.2,8,1,9.1,8,1,-1.6,8,1,10.4,8,1,-5.0,8,1
2022/2/25,11.1,8,1,2.0,8,1,10.8,8,1,-2.5,8,1,13.5,8,1,-6.7,8,1
2022/2/26,13.0,8,1,2.1,8,1,12.5,8,1,-1.5,8,1,14.9,8,1,-6.5,8,1
2022/2/27,15.4,8,1,5.1,8,1,13.8,8,1,1.5,8,1,17.3,8,1,-2.2,8,1
2022/2/28,15.3,8,1,4.4,8,1,14.5,8,1,-0.8,8,1,17.2,8,1,-5.3,8,1
2022/3/1,17.4,8,1,8.3,8,1,19.4,8,1,5.8,8,1,17.3,8,1,1.4,8,1
2022/3/2,17.1,8,1,6.7,8,1,17.3,8,1,7.1,8,1,16.5,8,1,0.8,8,1
2022/3/3,15.4,8,1,4.2,8,1,16.0,8,1,1.4,8,1,15.9,8,1,-3.9,8,1
2022/3/4,13.0,8,1,4.3,8,1,13.4,8,1,1.4,8,1,12.7,8,1,-3.7,8,1
2022/3/5,20.6,8,1,5.7,8,1,20.1,8,1,2.7,8,1,19.4,8,1,-2.9,8,1
2022/3/6,15.0,8,1,5.3,8,1,13.0,8,1,5.0,8,1,14.3,8,1,-0.9,8,1
2022/3/7,11.0,8,1,4.6,8,1,9.5,8,1,2.5,8,1,9.7,8,1,-2.6,8,1
2022/3/8,15.3,8,1,3.8,8,1,13.1,8,1,-0.5,8,1,15.1,8,1,-4.7,8,1
2022/3/9,16.3,8,1,5.0,8,1,14.7,8,1,1.2,8,1,17.3,8,1,-3.6,8,1
2022/3/10,15.6,8,1,5.9,8,1,17.5,8,1,2.4,8,1,17.5,8,1,-2.6,8,1
2022/3/11,17.2,8,1,10.0,8,1,19.6,8,1,6.5,8,1,20.7,8,1,1.5,8,1
2022/3/12,20.4,8,1,10.9,8,1,22.3,8,1,9.2,8,1,22.2,8,1,5.2,8,1
2022/3/13,18.7,8,1,12.5,8,1,21.9,8,1,10.1,8,1,21.5,8,1,4.8,8,1
2022/3/14,22.0,8,1,15.2,8,1,21.3,8,1,14.6,8,1,25.1,8,1,11.5,8,1
2022/3/15,24.4,8,1,12.9,8,1,19.9,8,1,10.2,8,1,24.8,8,1,6.5,8,1
2022/3/16,20.0,8,1,11.6,8,1,20.4,8,1,7.0,8,1,27.1,8,1,2.9,8,1
2022/3/17,20.4,8,1,12.3,8,1,18.6,8,1,8.5,8,1,23.0,8,1,4.4,8,1
2022/3/18,18.3,8,1,12.0,8,1,14.9,8,1,10.9,8,1,13.2,8,1,9.2,8,1
2022/3/19,15.6,8,1,9.4,8,1,15.5,8,1,9.9,8,1,17.5,8,1,6.5,8,1
2022/3/20,14.2,8,1,8.1,8,1,12.4,8,1,7.8,8,1,14.2,8,1,3.1,8,1
2022/3/21,14.3,8,1,7.8,8,1,13.4,8,1,7.5,8,1,13.0,8,1,5.9,8,1
2022/3/22,13.4,8,1,8.1,8,1,13.2,8,1,8.1,8,1,11.7,8,1,5.1,8,1
2022/3/23,11.6,8,1,7.6,8,1,10.2,8,1,6.5,8,1,8.3,8,1,3.6,8,1
2022/3/24,16.5,8,1,6.1,8,1,15.0,8,1,3.2,8,1,17.2,8,1,-0.1,8,1
2022/3/25,17.9,8,1,8.0,8,1,18.8,8,1,5.7,8,1,17.4,8,1,3.5,8,1
2022/3/26,20.3,8,1,16.2,8,1,22.9,8,1,16.0,8,1,23.6,8,1,14.1,8,1
2022/3/27,20.9,8,1,13.6,8,1,19.6,8,1,12.5,8,1,21.6,8,1,10.1,8,1
2022/3/28,16.8,8,1,11.4,8,1,14.2,8,1,9.7,8,1,14.4,8,1,7.0,8,1
2022/3/29,16.0,8,1,10.8,8,1,16.4,8,1,8.7,8,1,15.2,8,1,6.3,8,1
2022/3/30,17.2,8,1,13.6,8,1,18.6,8,1,13.5,8,1,18.8,8,1,10.5,8,1
2022/3/31,19.4,8,1,11.2,8,1,18.9,8,1,11.3,8,1,19.1,8,1,9.0,8,1
2022/4/1,14.2,8,1,10.1,8,1,14.1,8,1,7.5,8,1,13.4,8,1,1.8,8,1
2022/4/2,13.9,8,1,7.5,8,1,12.0,8,1,5.2,8,1,13.5,8,1,-0.3,8,1
2022/4/3,18.0,8,1,7.8,8,1,16.4,8,1,3.2,8,1,16.8,8,1,-1.0,8,1
2022/4/4,19.6,8,1,10.6,8,1,18.0,8,1,3.7,8,1,19.4,8,1,-1.6,8,1
2022/4/5,17.8,8,1,8.2,8,1,17.6,8,1,3.1,8,1,23.2,8,1,-2.0,8,1
2022/4/6,19.7,8,1,11.9,8,1,18.1,8,1,9.5,8,1,23.0,8,1,5.9,8,1
2022/4/7,19.3,8,1,10.6,8,1,18.7,8,1,7.1,8,1,25.0,8,1,2.9,8,1
2022/4/8,21.6,8,1,10.7,8,1,20.4,8,1,8.7,8,1,23.8,8,1,4.3,8,1
2022/4/9,21.2,8,1,11.2,8,1,24.1,8,1,8.3,8,1,23.9,8,1,3.1,8,1
2022/4/10,21.6,8,1,13.2,8,1,25.6,8,1,10.8,8,1,25.3,8,1,6.8,8,1
2022/4/11,19.2,8,1,14.2,8,1,19.9,8,1,11.8,8,1,19.2,8,1,7.8,8,1
2022/4/12,19.7,8,1,17.1,8,1,22.6,8,1,16.7,8,1,22.8,8,1,14.5,8,1
2022/4/13,22.8,8,1,17.1,8,1,23.0,8,1,17.2,8,1,24.2,8,1,15.7,8,1
2022/4/14,18.8,8,1,16.9,8,1,18.0,8,1,15.6,8,1,16.7,8,1,14.8,8,1
2022/4/15,21.3,8,1,13.0,8,1,20.1,8,1,13.3,8,1,18.3,8,1,10.8,8,1
2022/4/16,18.6,8,1,10.6,8,1,17.7,8,1,9.4,8,1,17.5,8,1,5.4,8,1
2022/4/17,22.0,8,1,11.6,8,1,20.1,8,1,7.0,8,1,22.7,8,1,3.1,8,1
2022/4/18,18.7,8,1,10.9,8,1,17.9,8,1,8.1,8,1,21.8,8,1,4.1,8,1
2022/4/19,21.9,8,1,12.9,8,1,23.3,8,1,11.4,8,1,22.6,8,1,7.0,8,1
2022/4/20,23.6,8,1,11.5,8,1,24.1,8,1,8.0,8,1,24.4,8,1,3.7,8,1
2022/4/21,18.1,8,1,14.3,8,1,17.4,8,1,14.4,8,1,15.5,8,1,10.3,8,1
2022/4/22,20.4,8,1,12.3,8,1,19.9,8,1,13.0,8,1,25.2,8,1,9.3,8,1
2022/4/23,19.1,8,1,14.5,8,1,18.4,8,1,14.0,8,1,16.6,8,1,12.1,8,1
2022/4/24,19.4,8,1,14.9,8,1,19.0,8,1,15.2,8,1,18.6,8,1,13.9,8,1
2022/4/25,21.0,8,1,13.9,8,1,24.3,8,1,14.4,8,1,26.3,8,1,13.6,8,1
2022/4/26,23.8,8,1,18.9,8,1,27.0,8,1,19.4,8,1,25.6,8,1,18.2,8,1
2022/4/27,25.3,8,1,17.7,8,1,24.9,8,1,17.5,8,1,25.2,8,1,15.8,8,1
2022/4/28,25.2,8,1,16.9,8,1,22.2,8,1,15.0,8,1,26.1,8,1,13.7,8,1
2022/4/29,23.7,8,1,13.7,8,1,23.1,8,1,13.9,8,1,21.2,8,1,11.2,8,1
2022/4/30,19.8,8,1,12.3,8,1,17.1,8,1,12.9,8,1,20.7,8,1,10.3,8,1
2022/5/1,21.3,8,1,14.0,8,1,20.0,8,1,13.2,8,1,21.1,8,1,8.3,8,1
2022/5/2,20.6,8,1,11.0,8,1,21.1,8,1,10.0,8,1,22.7,8,1,6.3,8,1
2022/5/3,21.8,8,1,11.2,8,1,19.0,8,1,9.8,8,1,22.0,8,1,7.4,8,1
2022/5/4,21.7,8,1,12.1,8,1,25.2,8,1,9.7,8,1,24.2,8,1,5.5,8,1
2022/5/5,22.1,8,1,15.7,8,1,23.8,8,1,13.7,8,1,23.5,8,1,10.1,8,1
2022/5/6,21.5,8,1,18.4,8,1,23.6,8,1,18.6,8,1,20.1,8,1,15.9,8,1
2022/5/7,22.7,8,1,16.3,8,1,24.9,8,1,17.2,8,1,26.1,8,1,14.6,8,1
2022/5/8,25.3,8,1,17.3,8,1,22.4,8,1,16.5,8,1,24.6,8,1,12.9,8,1
2022/5/9,19.7,8,1,16.5,8,1,18.9,8,1,16.5,8,1,18.6,8,1,13.1,8,1
2022/5/10,20.7,8,1,16.5,8,1,22.1,8,1,15.7,8,1,21.0,8,1,12.8,8,1
2022/5/11,22.8,8,1,18.4,8,1,22.6,8,1,17.6,8,1,21.5,8,1,16.4,8,1
2022/5/12,20.7,8,1,18.8,8,1,20.4,8,1,18.5,8,1,21.3,8,1,17.3,8,1
2022/5/13,20.4,8,1,18.5,8,1,19.7,8,1,18.4,8,1,20.2,8,1,17.4,8,1
2022/5/14,25.1,8,1,16.3,8,1,24.4,8,1,13.8,8,1,23.3,8,1,9.9,8,1
2022/5/15,19.5,8,1,14.0,8,1,19.3,8,1,11.2,8,1,17.5,8,1,8.6,8,1
2022/5/16,20.3,8,1,14.1,8,1,19.9,8,1,13.5,8,1,20.9,8,1,11.1,8,1
2022/5/17,24.3,8,1,14.6,8,1,23.5,8,1,13.1,8,1,24.5,8,1,9.9,8,1
2022/5/18,25.4,8,1,13.7,8,1,25.1,8,1,11.0,8,1,26.6,8,1,6.9,8,1
2022/5/19,22.9,8,1,13.6,8,1,24.1,8,1,10.9,8,1,26.5,8,1,7.0,8,1
2022/5/20,22.4,8,1,15.7,8,1,22.2,8,1,14.8,8,1,21.3,8,1,12.0,8,1
2022/5/21,20.7,8,1,15.0,8,1,22.2,8,1,14.9,8,1,20.1,8,1,13.2,8,1
2022/5/22,24.4,8,1,14.0,8,1,25.3,8,1,13.1,8,1,29.6,8,1,11.9,8,1
2022/5/23,24.0,8,1,16.3,8,1,24.2,8,1,15.2,8,1,27.2,8,1,12.0,8,1
2022/5/24,24.6,8,1,16.7,8,1,28.4,8,1,15.9,8,1,27.9,8,1,13.5,8,1
2022/5/25,25.2,8,1,19.3,8,1,28.0,8,1,18.7,8,1,26.6,8,1,16.3,8,1
2022/5/26,22.4,8,1,18.7,8,1,23.6,8,1,18.7,8,1,20.4,5,1,16.1,5,1
2022/5/27,26.1,8,1,18.0,8,1,25.9,8,1,17.9,8,1,28.6,5,1,15.6,5,1
2022/5/28,26.4,8,1,16.8,8,1,25.2,8,1,17.6,8,1,29.3,8,1,11.9,8,1
2022/5/29,25.2,8,1,17.9,8,1,29.6,8,1,16.6,8,1,28.3,8,1,14.2,8,1
2022/5/30,22.5,8,1,18.5,8,1,22.6,8,1,18.3,8,1,22.8,8,1,16.5,8,1
2022/5/31,26.6,8,1,18.0,8,1,26.8,8,1,17.2,8,1,28.4,8,1,14.2,8,1
2022/6/1,23.3,8,1,16.1,8,1,25.1,8,1,14.7,8,1,23.7,8,1,12.1,8,1
2022/6/2,24.6,8,1,15.6,8,1,27.3,8,1,14.9,8,1,28.1,8,1,13.7,8,1
2022/6/3,25.5,8,1,18.4,8,1,26.6,8,1,17.0,8,1,29.9,8,1,14.4,8,1
2022/6/4,26.2,8,1,18.5,8,1,27.2,8,1,16.9,8,1,28.9,8,1,14.9,8,1
2022/6/5,22.6,8,1,18.3,8,1,23.1,8,1,18.5,8,1,21.4,8,1,16.6,8,1
2022/6/6,27.8,8,1,18.8,8,1,26.8,8,1,18.6,8,1,27.0,8,1,17.2,8,1
2022/6/7,26.2,8,1,19.0,8,1,25.1,8,1,17.7,8,1,26.0,8,1,14.8,8,1
2022/6/8,25.8,8,1,19.1,8,1,23.8,8,1,17.0,8,1,25.5,8,1,14.6,8,1
2022/6/9,25.2,8,1,18.2,8,1,27.5,8,1,17.1,8,1,25.9,8,1,14.5,8,1
2022/6/10,25.1,8,1,20.6,8,1,26.8,8,1,19.9,8,1,25.2,8,1,17.6,8,1
2022/6/11,21.7,8,1,18.7,8,1,22.5,8,1,18.8,8,1,19.9,8,1,17.2,8,1
2022/6/12,28.4,8,1,19.2,8,1,27.9,8,1,17.2,8,1,27.1,8,1,15.1,8,1
2022/6/13,22.1,8,1,17.7,8,1,21.8,8,1,18.3,8,1,20.2,8,1,16.2,8,1
2022/6/14,21.3,8,1,17.5,8,1,21.0,8,1,17.6,8,1,19.9,8,1,16.1,8,1
2022/6/15,25.0,8,1,19.5,8,1,24.6,8,1,19.7,8,1,28.4,8,1,18.5,8,1
2022/6/16,26.1,8,1,20.4,8,1,29.3,8,1,20.3,8,1,29.2,8,1,17.7,8,1
2022/6/17,26.0,8,1,20.2,8,1,28.4,8,1,20.0,8,1,29.7,8,1,17.7,8,1
2022/6/18,25.8,8,1,22.1,8,1,28.4,8,1,21.9,8,1,28.6,8,1,20.4,8,1
2022/6/19,26.2,8,1,21.8,8,1,27.8,8,1,21.4,8,1,26.8,8,1,20.0,8,1
2022/6/20,26.1,8,1,21.6,8,1,28.1,8,1,22.2,8,1,27.8,8,1,20.9,8,1
2022/6/21,26.3,8,1,21.9,8,1,27.4,8,1,22.4,8,1,26.8,8,1,21.2,8,1
2022/6/22,26.6,8,1,22.0,8,1,27.6,5,1,22.1,5,1,31.7,8,1,22.0,8,1
2022/6/23,29.9,8,1,21.9,8,1,32.9,8,1,22.1,8,1,34.5,8,1,20.7,8,1
2022/6/24,30.8,8,1,24.9,8,1,34.9,8,1,23.3,8,1,34.3,8,1,20.7,8,1
2022/6/25,28.1,8,1,22.1,8,1,29.1,8,1,21.8,8,1,27.4,8,1,20.6,8,1
2022/6/26,27.9,8,1,21.7,8,1,29.9,8,1,21.8,8,1,30.9,8,1,20.3,8,1
2022/6/27,27.9,8,1,22.5,8,1,32.9,8,1,22.1,8,1,31.3,8,1,20.1,8,1
2022/6/28,27.5,8,1,23.7,8,1,31.9,8,1,24.1,8,1,30.4,8,1,22.6,8,1
2022/6/29,28.6,8,1,23.7,8,1,32.9,8,1,23.7,8,1,31.4,8,1,21.1,8,1
2022/6/30,29.1,8,1,23.4,8,1,33.4,8,1,24.1,8,1,34.1,8,1,21.9,8,1
2022/7/1,28.7,8,1,23.3,8,1,30.7,8,1,22.5,8,1,34.2,8,1,20.0,8,1
2022/7/2,30.2,8,1,23.4,8,1,31.7,8,1,20.9,8,1,31.5,8,1,18.7,8,1
2022/7/3,26.9,8,1,24.1,8,1,28.7,8,1,24.7,8,1,26.8,8,1,23.1,8,1
2022/7/4,26.4,8,1,23.5,8,1,27.1,8,1,23.9,8,1,25.5,8,1,22.6,8,1
2022/7/5,26.9,8,1,23.7,8,1,28.5,8,1,24.4,8,1,27.9,8,1,23.9,8,1
2022/7/6,27.9,8,1,23.4,8,1,29.1,8,1,24.3,8,1,31.4,8,1,23.1,8,1
2022/7/7,29.3,8,1,23.7,8,1,31.0,8,1,24.3,8,1,32.8,8,1,23.4,8,1
2022/7/8,28.9,8,1,24.2,8,1,32.3,8,1,24.6,8,1,31.9,8,1,23.9,8,1
2022/7/9,28.6,8,1,22.7,8,1,30.6,8,1,23.6,8,1,31.9,8,1,23.7,8,1
2022/7/10,30.1,8,1,23.3,8,1,30.6,8,1,23.3,8,1,32.7,8,1,22.9,8,1
2022/7/11,29.6,8,1,23.8,8,1,33.4,8,1,23.6,8,1,31.8,8,1,22.0,8,1
2022/7/12,30.4,8,1,25.0,8,1,31.1,8,1,25.6,8,1,31.6,8,1,23.2,8,1
2022/7/13,30.9,8,1,24.6,8,1,29.9,8,1,23.6,8,1,33.1,8,1,21.8,8,1
2022/7/14,30.8,8,1,24.3,8,1,32.2,8,1,23.5,8,1,34.5,8,1,23.3,8,1
2022/7/15,26.5,8,1,22.7,8,1,26.5,8,1,22.9,8,1,27.1,8,1,22.0,8,1
2022/7/16,29.5,8,1,23.1,8,1,28.5,8,1,22.8,8,1,30.9,8,1,21.7,8,1
2022/7/17,27.4,8,1,22.4,8,1,30.3,8,1,22.3,8,1,28.0,8,1,21.0,8,1
2022/7/18,29.3,8,1,21.9,8,1,33.0,8,1,21.9,8,1,31.8,8,1,20.2,8,1
2022/7/19,27.2,8,1,24.5,8,1,30.3,8,1,24.8,8,1,27.4,8,1,24.1,8,1
2022/7/20,28.0,8,1,23.6,8,1,29.4,8,1,23.9,8,1,31.8,5,1,22.9,5,1
2022/7/21,30.0,8,1,24.1,8,1,31.5,8,1,24.6,8,1,34.0,8,1,24.2,8,1
2022/7/22,30.5,8,1,23.7,8,1,31.4,8,1,23.7,8,1,32.1,8,1,21.0,8,1
2022/7/23,29.4,8,1,23.0,8,1,29.9,8,1,23.2,8,1,30.5,8,1,20.0,8,1
2022/7/24,29.7,8,1,22.4,8,1,32.2,8,1,21.9,8,1,32.5,8,1,20.2,8,1
2022/7/25,29.6,8,1,25.5,8,1,33.0,8,1,25.6,8,1,32.7,8,1,23.9,8,1
2022/7/26,30.2,8,1,25.1,8,1,31.7,8,1,25.3,8,1,32.6,8,1,23.5,8,1
2022/7/27,29.9,8,1,24.9,8,1,31.8,8,1,24.6,8,1,29.8,8,1,23.4,8,1
2022/7/28,31.2,8,1,25.1,8,1,33.5,8,1,25.8,8,1,31.2,8,1,23.5,8,1
2022/7/29,31.3,8,1,25.3,8,1,31.1,8,1,25.1,8,1,30.6,8,1,23.6,8,1
2022/7/30,28.8,8,1,24.4,8,1,28.7,8,1,25.1,8,1,27.8,8,1,23.8,8,1
2022/7/31,28.9,8,1,24.1,8,1,30.1,8,1,24.9,8,1,27.9,8,1,23.5,8,1
2022/8/1,29.4,8,1,26.5,8,1,31.7,8,1,26.1,8,1,29.8,8,1,25.2,8,1
2022/8/2,30.5,8,1,26.2,8,1,33.7,8,1,25.3,8,1,32.7,8,1,23.3,8,1
2022/8/3,31.5,8,1,25.2,8,1,32.8,8,1,24.9,8,1,33.8,8,1,23.1,8,1
2022/8/4,32.0,8,1,25.0,8,1,32.0,8,1,24.8,8,1,34.0,8,1,22.7,8,1
2022/8/5,31.2,8,1,25.6,8,1,31.6,8,1,25.2,8,1,32.4,8,1,23.2,8,1
2022/8/6,31.3,8,1,25.2,8,1,32.3,8,1,24.9,8,1,33.5,8,1,23.5,8,1
2022/8/7,32.3,8,1,25.5,8,1,33.6,8,1,24.4,8,1,33.5,8,1,23.1,8,1
2022/8/8,32.1,8,1,25.1,8,1,34.7,8,1,23.6,8,1,34.6,8,1,22.2,8,1
2022/8/9,32.6,8,1,26.5,8,1,34.0,8,1,25.2,8,1,33.0,8,1,23.4,8,1
2022/8/10,31.9,8,1,26.1,8,1,34.5,8,1,25.6,8,1,32.6,8,1,23.4,8,1
2022/8/11,32.0,8,1,26.4,8,1,34.3,8,1,25.1,8,1,33.5,8,1,23.9,8,1
2022/8/12,31.4,8,1,26.8,8,1,31.9,8,1,26.4,8,1,32.7,8,1,24.4,8,1
2022/8/13,32.0,8,1,25.1,8,1,32.1,8,1,26.6,8,1,33.4,4,1,24.1,4,1
2022/8/14,32.9,8,1,25.1,8,1,34.5,8,1,25.2,8,1,,1,1,,1,1
2022/8/15,32.2,8,1,26.1,8,1,36.1,8,1,25.0,8,1,33.6,4,1,24.9,4,1
2022/8/16,32.3,8,1,25.2,8,1,34.7,8,1,24.9,8,1,34.3,8,1,23.5,8,1
2022/8/17,28.5,4,1,25.4,4,1,31.4,8,1,25.2,8,1,30.3,8,1,22.9,8,1
2022/8/18,,1,1,,1,1,31.2,8,1,24.1,8,1,32.6,8,1,21.4,8,1
2022/8/19,,1,1,,1,1,30.4,8,1,23.7,8,1,33.3,8,1,21.0,8,1
2022/8/20,,1,1,,1,1,32.6,8,1,25.3,8,1,33.9,8,1,23.4,8,1
2022/8/21,,1,1,,1,1,32.2,8,1,25.8,8,1,32.1,8,1,24.4,8,1
2022/8/22,32.7,4,1,27.3,4,1,32.1,8,1,25.3,8,1,31.9,8,1,24.3,8,1
2022/8/23,31.4,8,1,26.0,8,1,32.0,8,1,25.4,8,1,32.7,8,1,24.0,8,1
2022/8/24,31.7,8,1,26.2,8,1,31.8,8,1,25.5,8,1,33.2,8,1,24.2,8,1
2022/8/25,32.1,8,1,24.5,8,1,31.3,8,1,23.9,8,1,33.2,8,1,21.4,8,1
2022/8/26,29.8,8,1,23.0,8,1,30.2,8,1,21.7,8,1,32.3,8,1,19.9,8,1
2022/8/27,32.0,8,1,25.3,8,1,30.6,8,1,23.5,8,1,31.2,8,1,20.4,8,1
2022/8/28,31.2,8,1,24.0,8,1,30.1,8,1,21.6,8,1,29.5,8,1,18.6,8,1
2022/8/29,30.8,8,1,22.7,8,1,31.6,8,1,20.9,8,1,30.5,8,1,17.6,8,1
2022/8/30,31.7,8,1,25.2,8,1,31.9,8,1,24.1,8,1,33.1,8,1,21.6,8,1
2022/8/31,30.9,8,1,26.1,8,1,33.2,8,1,24.9,8,1,32.2,8,1,21.9,8,1
2022/9/1,31.1,8,1,26.1,8,1,28.8,8,1,25.1,8,1,30.3,8,1,23.8,8,1
2022/9/2,28.9,8,1,23.8,8,1,27.0,8,1,23.1,8,1,24.1,8,1,21.4,8,1
2022/9/3,28.5,8,1,23.3,8,1,28.1,8,1,23.7,8,1,27.4,8,1,21.9,8,1
