Downloaded at: 2026/09/16 14:04:55

,Tano,Tano,Tano,Tano,Tano,Tano,Aoshima,Aoshima,Aoshima,Aoshima,Aoshima,Aoshima,Tomishiro,Tomishiro,Tomishiro,Tomishiro,Tomishiro,Tomishiro,Aburatsu,Aburatsu,Aburatsu,Aburatsu,Aburatsu,Aburatsu,Kushima,Kushima,Kushima,Kushima,Kushima,Kushima
Date,Min temperature (℃),Min temperature (℃),Min temperature (℃),Max temperature (℃),Max temperature (℃),Max temperature (℃),Min temperature (℃),Min temperature (℃),Min temperature (℃),Max temperature (℃),Max temperature (℃),Max temperature (℃),Min temperature (℃),Min temperature (℃),Min temperature (℃),Max temperature (℃),Max temperature (℃),Max temperature (℃),Min temperature (℃),Min temperature (℃),Min temperature (℃),Max temperature (℃),Max temperature (℃),Max temperature (℃),Min temperature (℃),Min temperature (℃),Min temperature (℃),Max temperature (℃),Max temperature (℃),Max temperature (℃)
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Quality info,Homogeneity no.,,Quality info,Homogeneity no.,,Quality info,Homogeneity no.,,Quality info,Homogeneity no.,,Quality info,Homogeneity no.,,Quality info,Homogeneity no.,,Quality info,Homogeneity no.,,Quality info,Homogeneity no.,,Quality info,Homogeneity no.,,Quality info,Homogeneity no.
2022/5/21,14.6,8,1,19.0,8,1,,0,1,,0,1,14.7,8,1,20.2,8,1,15.9,8,1,20.4,8,1,15.0,8,1,21.0,8,1
2022/5/22,13.6,8,1,30.2,8,1,,0,1,,0,1,12.1,8,1,30.2,8,1,13.8,8,1,27.5,8,1,12.7,8,1,27.9,8,1
2022/5/23,17.0,8,1,26.7,8,1,,0,1,,0,1,15.6,8,1,26.9,8,1,17.9,8,1,24.5,8,1,16.1,8,1,26.6,8,1
2022/5/24,15.8,8,1,25.2,8,1,,0,1,,0,1,15.4,8,1,27.3,8,1,16.6,8,1,25.5,8,1,15.0,8,1,27.2,8,1
2022/5/25,16.9,8,1,24.5,8,1,,0,1,,0,1,17.4,8,1,25.7,8,1,18.5,8,1,24.8,8,1,17.6,8,1,25.6,8,1
2022/5/26,18.2,8,1,21.0,8,1,,0,1,,0,1,18.4,8,1,21.5,8,1,19.8,8,1,22.3,8,1,19.2,8,1,23.4,8,1
2022/5/27,18.1,8,1,28.4,8,1,,0,1,,0,1,18.0,8,1,28.8,8,1,18.6,8,1,30.0,8,1,18.1,8,1,29.4,8,1
2022/5/28,17.3,8,1,26.3,8,1,,0,1,,0,1,17.1,8,1,25.0,8,1,17.4,8,1,26.1,8,1,15.5,8,1,25.5,8,1
2022/5/29,17.6,8,1,25.1,8,1,,0,1,,0,1,17.1,8,1,25.4,8,1,17.6,8,1,23.5,8,1,17.4,8,1,23.9,8,1
2022/5/30,17.1,8,1,24.5,8,1,,0,1,,0,1,17.0,8,1,24.3,8,1,18.3,8,1,25.4,8,1,19.0,8,1,23.7,8,1
2022/5/31,20.1,8,1,29.8,8,1,,0,1,,0,1,20.1,8,1,30.6,8,1,20.6,8,1,28.0,8,1,21.3,8,1,29.5,8,1
2022/6/1,15.7,8,1,22.8,8,1,,0,1,,0,1,16.1,8,1,23.1,8,1,17.0,8,1,23.7,8,1,16.4,8,1,23.7,8,1
2022/6/2,14.4,8,1,26.6,8,1,,0,1,,0,1,13.9,8,1,27.9,8,1,15.8,8,1,25.4,8,1,14.9,8,1,26.4,8,1
2022/6/3,17.3,8,1,27.3,8,1,,0,1,,0,1,16.2,8,1,29.1,8,1,17.7,8,1,26.1,8,1,16.1,8,1,27.1,8,1
2022/6/4,16.8,8,1,26.2,8,1,,0,1,,0,1,16.7,8,1,30.0,8,1,17.7,8,1,26.6,8,1,16.6,8,1,28.1,8,1
2022/6/5,16.3,8,1,21.8,8,1,,0,1,,0,1,16.4,8,1,21.9,8,1,18.0,8,1,22.6,8,1,17.5,8,1,22.7,8,1
2022/6/6,17.7,8,1,28.6,8,1,,0,1,,0,1,17.5,8,1,28.2,8,1,18.9,8,1,28.7,8,1,19.0,8,1,29.4,8,1
2022/6/7,17.8,8,1,26.8,8,1,,0,1,,0,1,16.6,8,1,29.0,8,1,18.2,8,1,26.1,8,1,18.4,8,1,26.3,8,1
2022/6/8,17.4,8,1,25.2,8,1,,0,1,,0,1,17.6,8,1,28.1,8,1,18.5,8,1,25.3,8,1,17.8,8,1,27.6,8,1
2022/6/9,18.5,8,1,25.1,8,1,,0,1,,0,1,19.5,8,1,27.5,8,1,19.8,8,1,25.2,5,1,20.3,8,1,26.7,8,1
2022/6/10,18.2,8,1,26.1,8,1,,0,1,,0,1,18.7,8,1,28.1,8,1,19.0,8,1,26.1,8,1,19.2,8,1,26.7,8,1
2022/6/11,17.5,8,1,19.7,8,1,,0,1,,0,1,17.6,8,1,21.0,8,1,18.8,8,1,21.3,8,1,18.7,8,1,22.0,8,1
2022/6/12,17.2,8,1,25.6,8,1,,0,1,,0,1,17.6,8,1,28.0,8,1,18.5,8,1,26.2,8,1,18.5,8,1,28.0,8,1
2022/6/13,17.8,8,1,19.9,8,1,,0,1,,0,1,18.1,8,1,20.6,8,1,19.0,8,1,22.4,8,1,19.2,8,1,21.6,8,1
2022/6/14,18.7,8,1,21.2,8,1,,0,1,,0,1,18.8,8,1,21.6,8,1,19.8,8,1,22.8,8,1,19.9,8,1,22.6,8,1
2022/6/15,19.7,8,1,27.3,8,1,,0,1,,0,1,19.9,8,1,27.1,8,1,20.6,8,1,27.7,8,1,21.0,8,1,26.7,8,1
2022/6/16,19.9,8,1,29.6,8,1,,0,1,,0,1,20.3,8,1,28.7,8,1,20.5,8,1,27.0,8,1,20.9,8,1,25.6,8,1
2022/6/17,20.5,8,1,29.0,8,1,,0,1,,0,1,20.8,8,1,28.8,8,1,20.9,8,1,27.7,8,1,21.2,8,1,27.0,8,1
2022/6/18,21.8,8,1,26.8,8,1,,0,1,,0,1,21.7,8,1,27.8,8,1,21.7,8,1,25.8,8,1,22.1,8,1,27.0,8,1
2022/6/19,21.1,8,1,26.0,8,1,,0,1,,0,1,21.5,8,1,26.7,8,1,21.8,8,1,24.8,8,1,22.0,8,1,24.5,8,1
2022/6/20,21.3,8,1,27.7,8,1,,0,1,,0,1,21.3,8,1,26.9,8,1,21.6,8,1,28.4,8,1,21.9,8,1,28.2,8,1
2022/6/21,22.1,8,1,27.1,8,1,,0,1,,0,1,22.2,8,1,25.6,8,1,22.4,8,1,26.1,8,1,22.9,8,1,26.3,8,1
2022/6/22,23.0,8,1,29.8,8,1,,0,1,,0,1,22.6,8,1,28.2,8,1,23.0,8,1,31.2,8,1,23.5,8,1,29.5,8,1
2022/6/23,24.7,8,1,32.0,8,1,,0,1,,0,1,22.9,8,1,31.4,8,1,25.5,8,1,32.4,8,1,24.6,8,1,32.4,8,1
2022/6/24,25.8,8,1,32.1,8,1,,0,1,,0,1,24.8,8,1,31.9,8,1,24.3,8,1,32.3,8,1,25.0,8,1,31.9,8,1
2022/6/25,21.9,8,1,28.5,8,1,,0,1,,0,1,21.9,8,1,28.6,8,1,22.6,8,1,28.7,8,1,22.5,8,1,28.6,8,1
2022/6/26,20.7,8,1,32.2,8,1,,0,1,,0,1,21.0,8,1,32.9,8,1,22.1,8,1,30.3,8,1,21.6,8,1,32.0,8,1
2022/6/27,22.8,8,1,33.8,8,1,,0,1,,0,1,23.0,8,1,33.3,8,1,24.0,8,1,30.6,8,1,23.8,8,1,31.3,8,1
2022/6/28,22.4,8,1,34.0,8,1,,0,1,,0,1,23.7,8,1,33.4,8,1,24.7,8,1,30.9,8,1,26.1,8,1,30.8,8,1
2022/6/29,21.5,8,1,33.3,8,1,,0,1,,0,1,22.9,8,1,33.4,8,1,24.0,8,1,31.4,8,1,26.2,8,1,31.5,8,1
2022/6/30,22.5,8,1,33.3,8,1,,0,1,,0,1,23.8,8,1,33.9,8,1,24.5,8,1,31.1,8,1,24.4,8,1,31.5,8,1
2022/7/1,21.5,8,1,31.7,8,1,,0,1,,0,1,22.1,8,1,33.8,8,1,22.3,8,1,30.0,8,1,21.9,8,1,32.6,8,1
2022/7/2,23.0,8,1,28.3,8,1,,0,1,,0,1,22.7,4,1,29.8,4,1,24.0,8,1,29.3,8,1,24.3,8,1,31.0,8,1
2022/7/3,23.2,8,1,25.7,8,1,,0,1,,0,1,23.2,8,1,25.6,8,1,23.8,8,1,26.8,8,1,23.8,8,1,27.1,8,1
2022/7/4,22.9,8,1,26.6,8,1,,0,1,,0,1,22.9,8,1,27.9,8,1,23.6,8,1,27.5,8,1,23.9,8,1,28.8,8,1
2022/7/5,23.9,8,1,29.7,8,1,,0,1,,0,1,23.7,8,1,29.4,8,1,25.2,8,1,31.3,8,1,25.2,8,1,30.1,8,1
2022/7/6,24.0,8,1,30.5,8,1,,0,1,,0,1,24.0,8,1,30.2,8,1,25.0,8,1,32.5,8,1,24.9,8,1,31.4,8,1
2022/7/7,25.1,8,1,32.1,8,1,,0,1,,0,1,24.2,8,1,34.2,8,1,25.0,8,1,31.2,8,1,25.6,8,1,32.3,8,1
2022/7/8,23.9,8,1,33.9,8,1,,0,1,,0,1,24.6,8,1,34.0,8,1,24.8,8,1,32.7,8,1,25.0,8,1,32.4,8,1
2022/7/9,23.8,8,1,32.5,8,1,,0,1,,0,1,23.2,8,1,33.5,8,1,24.1,8,1,31.8,8,1,24.6,8,1,32.7,8,1
2022/7/10,22.5,8,1,30.9,8,1,,0,1,,0,1,22.3,8,1,31.5,8,1,23.3,8,1,30.8,8,1,21.9,8,1,31.2,8,1
2022/7/11,22.7,8,1,31.8,8,1,,0,1,,0,1,23.2,8,1,33.1,8,1,23.8,8,1,31.4,8,1,23.0,8,1,31.3,8,1
2022/7/12,24.9,8,1,33.7,8,1,,0,1,,0,1,25.3,8,1,32.5,8,1,25.2,8,1,33.7,8,1,25.1,8,1,32.9,8,1
2022/7/13,25.1,8,1,32.4,8,1,,0,1,,0,1,24.8,8,1,34.8,8,1,25.6,8,1,31.1,8,1,25.8,8,1,33.6,8,1
2022/7/14,25.3,8,1,32.4,8,1,,0,1,,0,1,26.4,8,1,33.3,8,1,25.7,8,1,34.1,8,1,27.1,8,1,34.6,8,1
2022/7/15,21.8,8,1,28.2,8,1,,0,1,,0,1,22.0,8,1,27.3,8,1,23.9,8,1,29.9,8,1,24.6,8,1,31.0,8,1
2022/7/16,22.6,8,1,32.6,8,1,,0,1,,0,1,22.6,8,1,32.5,8,1,23.6,8,1,32.0,8,1,23.9,8,1,31.9,8,1
2022/7/17,24.3,8,1,28.9,8,1,,0,1,,0,1,23.7,8,1,28.8,8,1,24.0,8,1,29.2,8,1,23.8,8,1,30.6,8,1
2022/7/18,22.0,8,1,33.0,8,1,,0,1,,0,1,22.3,8,1,31.9,8,1,23.0,8,1,31.8,8,1,23.2,8,1,30.7,8,1
2022/7/19,25.5,8,1,31.2,8,1,,0,1,,0,1,24.9,8,1,31.8,8,1,26.9,8,1,31.5,8,1,26.2,8,1,32.5,8,1
2022/7/20,24.8,8,1,30.4,8,1,,0,1,,0,1,24.2,8,1,31.0,8,1,26.2,8,1,32.5,8,1,26.3,8,1,31.8,8,1
2022/7/21,26.8,8,1,31.1,8,1,,0,1,,0,1,26.1,8,1,32.4,8,1,27.1,8,1,34.1,8,1,27.4,8,1,32.5,8,1
2022/7/22,23.4,5,1,32.8,5,1,,0,1,,0,1,23.1,8,1,31.7,8,1,23.8,8,1,33.6,8,1,24.9,8,1,33.3,8,1
2022/7/23,22.0,8,1,31.3,8,1,,0,1,,0,1,20.7,8,1,32.4,8,1,21.7,8,1,30.2,8,1,20.7,8,1,31.3,8,1
2022/7/24,21.7,8,1,34.3,8,1,,0,1,,0,1,21.4,8,1,33.1,8,1,22.0,8,1,32.2,8,1,21.4,8,1,30.8,8,1
2022/7/25,24.7,8,1,35.6,8,1,,0,1,,0,1,24.8,8,1,35.4,8,1,25.2,8,1,31.7,8,1,25.4,8,1,31.8,8,1
2022/7/26,25.5,8,1,33.4,8,1,,0,1,,0,1,24.4,8,1,34.3,8,1,25.5,8,1,30.8,8,1,25.9,8,1,33.8,8,1
2022/7/27,24.7,8,1,29.0,8,1,,0,1,,0,1,24.6,8,1,31.7,8,1,25.0,8,1,29.3,8,1,25.0,8,1,30.7,8,1
2022/7/28,24.8,8,1,29.8,8,1,,0,1,,0,1,24.1,8,1,32.6,8,1,25.4,8,1,31.2,8,1,26.0,8,1,31.9,8,1
2022/7/29,24.6,8,1,28.7,8,1,,0,1,,0,1,24.9,8,1,32.5,8,1,25.6,8,1,30.4,8,1,25.7,8,1,30.5,8,1
2022/7/30,24.6,8,1,29.2,8,1,,0,1,,0,1,24.8,8,1,31.2,8,1,24.7,8,1,30.2,8,1,24.6,8,1,31.0,8,1
2022/7/31,23.9,8,1,30.5,8,1,,0,1,,0,1,24.1,8,1,32.8,8,1,24.1,8,1,31.0,8,1,24.2,8,1,32.0,8,1
2022/8/1,24.2,8,1,31.3,8,1,,0,1,,0,1,25.8,8,1,32.7,8,1,27.4,8,1,31.7,8,1,27.5,8,1,32.1,8,1
2022/8/2,23.6,8,1,33.1,8,1,,0,1,,0,1,24.6,8,1,34.4,8,1,25.9,8,1,32.3,8,1,26.0,8,1,32.7,8,1
2022/8/3,23.4,8,1,35.9,8,1,,0,1,,0,1,24.3,8,1,35.1,8,1,25.0,8,1,33.2,8,1,24.9,8,1,32.0,8,1
2022/8/4,25.8,8,1,34.1,8,1,,0,1,,0,1,25.1,8,1,34.5,8,1,26.8,8,1,33.5,8,1,25.5,8,1,34.5,8,1
2022/8/5,26.5,8,1,34.7,8,1,,0,1,,0,1,25.6,8,1,34.0,8,1,26.0,8,1,34.6,8,1,26.5,8,1,36.6,8,1
2022/8/6,25.8,8,1,34.7,8,1,,0,1,,0,1,26.0,8,1,34.9,8,1,24.8,8,1,35.1,8,1,26.3,8,1,33.7,8,1
2022/8/7,24.4,8,1,34.4,8,1,,0,1,,0,1,25.0,8,1,35.8,8,1,25.2,8,1,33.9,8,1,25.5,8,1,33.5,8,1
2022/8/8,23.5,8,1,35.9,8,1,,0,1,,0,1,24.0,8,1,36.1,8,1,25.2,8,1,34.3,8,1,24.8,8,1,33.7,8,1
2022/8/9,24.6,8,1,35.1,8,1,,0,1,,0,1,24.5,8,1,35.5,8,1,25.4,8,1,32.9,8,1,25.2,8,1,33.6,8,1
2022/8/10,24.3,8,1,33.9,8,1,,0,1,,0,1,24.6,8,1,35.1,8,1,25.3,8,1,33.3,8,1,24.9,8,1,33.6,8,1
2022/8/11,24.2,8,1,35.2,8,1,,0,1,,0,1,24.3,8,1,35.4,8,1,25.5,8,1,32.2,8,1,24.6,8,1,33.6,8,1
2022/8/12,25.4,8,1,31.8,8,1,,0,1,,0,1,25.5,8,1,31.5,8,1,26.5,8,1,33.4,8,1,25.8,8,1,35.0,8,1
2022/8/13,26.3,8,1,34.7,8,1,,0,1,,0,1,26.0,8,1,33.9,8,1,27.8,8,1,34.7,8,1,26.5,8,1,35.6,8,1
2022/8/14,26.0,8,1,34.9,8,1,,0,1,,0,1,24.7,8,1,35.4,8,1,26.5,8,1,35.3,8,1,25.0,8,1,34.7,8,1
2022/8/15,26.0,8,1,33.9,8,1,,0,1,,0,1,25.5,8,1,33.0,8,1,26.9,8,1,33.8,8,1,25.5,8,1,34.2,8,1
2022/8/16,26.0,8,1,33.4,8,1,,0,1,,0,1,25.5,8,1,33.6,8,1,27.3,8,1,33.8,8,1,27.2,8,1,33.6,8,1
2022/8/17,23.5,8,1,32.4,8,1,,0,1,,0,1,24.5,8,1,32.6,8,1,25.8,8,1,33.0,8,1,24.3,8,1,32.9,8,1
2022/8/18,26.3,8,1,31.2,8,1,,0,1,,0,1,26.1,8,1,32.3,8,1,27.1,8,1,33.3,8,1,26.8,8,1,33.0,8,1
2022/8/19,24.5,8,1,33.6,8,1,,0,1,,0,1,25.5,8,1,32.9,8,1,26.0,8,1,33.3,8,1,25.7,8,1,31.7,8,1
2022/8/20,27.2,8,1,33.1,8,1,,0,1,,0,1,26.5,8,1,32.6,8,1,27.6,8,1,33.6,8,1,26.3,8,1,33.2,8,1
2022/8/21,25.5,8,1,32.3,8,1,,0,1,,0,1,24.1,8,1,32.0,8,1,25.7,8,1,32.5,8,1,25.1,8,1,31.6,8,1
2022/8/22,25.3,8,1,34.1,8,1,,0,1,,0,1,25.2,8,1,34.8,8,1,25.4,8,1,32.9,8,1,25.1,8,1,32.7,8,1
2022/8/23,24.1,8,1,34.8,8,1,,0,1,,0,1,24.9,8,1,33.3,8,1,25.0,8,1,34.4,8,1,24.2,8,1,33.6,8,1
2022/8/24,25.5,8,1,34.2,8,1,,0,1,,0,1,25.1,8,1,34.2,8,1,25.7,8,1,32.7,8,1,25.6,8,1,35.0,8,1
2022/8/25,23.9,8,1,33.4,8,1,,0,1,,0,1,23.8,8,1,33.0,8,1,25.0,8,1,34.6,8,1,25.3,8,1,34.6,8,1
2022/8/26,23.9,8,1,33.1,8,1,,0,1,,0,1,23.8,8,1,32.9,8,1,23.9,8,1,32.1,8,1,24.5,8,1,32.2,8,1
2022/8/27,23.1,8,1,30.6,8,1,,0,1,,0,1,23.1,8,1,33.5,8,1,24.0,8,1,30.8,8,1,23.7,8,1,33.3,8,1
2022/8/28,22.5,8,1,30.0,8,1,,0,1,,0,1,22.2,8,1,32.5,8,1,23.9,8,1,31.2,8,1,22.9,8,1,32.1,8,1
2022/8/29,21.4,8,1,28.0,8,1,,0,1,,0,1,21.3,8,1,31.5,8,1,24.0,8,1,30.4,8,1,23.4,8,1,32.1,8,1
2022/8/30,24.1,8,1,31.0,8,1,,0,1,,0,1,23.4,8,1,33.4,8,1,25.4,8,1,32.1,8,1,25.0,8,1,33.5,8,1
2022/8/31,24.6,8,1,31.7,8,1,,0,1,,0,1,24.5,8,1,34.0,8,1,25.8,8,1,32.4,8,1,25.1,8,1,34.3,8,1
2022/9/1,24.9,8,1,31.0,8,1,,0,1,,0,1,25.7,8,1,32.8,8,1,25.8,8,1,32.3,8,1,26.4,8,1,32.5,8,1
2022/9/2,22.9,8,1,25.8,8,1,,0,1,,0,1,23.5,8,1,30.4,8,1,24.2,8,1,30.1,8,1,24.8,8,1,30.2,8,1
2022/9/3,22.8,8,1,24.9,8,1,,0,1,,0,1,23.3,8,1,25.4,8,1,23.7,8,1,26.7,8,1,24.5,8,1,27.1,8,1
2022/9/4,23.4,8,1,29.3,8,1,,0,1,,0,1,23.3,8,1,31.8,8,1,24.2,8,1,30.9,8,1,24.5,8,1,31.3,8,1
2022/9/5,25.7,8,1,29.6,8,1,,0,1,,0,1,25.3,8,1,32.7,8,1,26.1,8,1,31.2,8,1,26.2,8,1,32.0,8,1
2022/9/6,23.5,8,1,29.6,8,1,,0,1,,0,1,21.8,8,1,28.7,8,1,24.4,8,1,30.8,8,1,23.6,8,1,29.5,8,1
2022/9/7,21.3,8,1,31.3,8,1,,0,1,,0,1,21.0,8,1,33.0,8,1,22.8,8,1,29.8,8,1,21.7,8,1,31.9,8,1
2022/9/8,20.1,8,1,29.2,8,1,,0,1,,0,1,20.1,8,1,32.6,8,1,22.5,8,1,29.8,8,1,20.6,8,1,31.5,8,1
2022/9/9,20.5,8,1,30.7,8,1,,0,1,,0,1,20.9,8,1,33.2,8,1,22.1,8,1,29.9,8,1,21.7,8,1,32.2,8,1
2022/9/10,21.2,8,1,29.5,8,1,,0,1,,0,1,21.5,8,1,33.0,8,1,23.2,8,1,30.6,8,1,21.5,8,1,31.9,8,1
2022/9/11,23.5,8,1,26.6,8,1,,0,1,,0,1,22.3,8,1,30.3,8,1,24.7,8,1,29.1,8,1,22.5,8,1,31.4,8,1
2022/9/12,23.6,8,1,28.2,8,1,,0,1,,0,1,22.8,8,1,30.5,8,1,24.9,5,1,30.0,5,1,24.9,8,1,31.1,8,1
2022/9/13,23.7,8,1,28.8,8,1,,0,1,,0,1,23.6,8,1,32.6,8,1,25.1,8,1,31.4,8,1,25.0,8,1,31.1,8,1
2022/9/14,26.1,8,1,29.3,8,1,,0,1,,0,1,24.4,8,1,33.0,8,1,27.3,8,1,31.2,8,1,27.2,8,1,31.5,8,1
2022/9/15,25.8,8,1,29.6,8,1,,0,1,,0,1,25.0,8,1,33.3,8,1,26.8,8,1,30.9,8,1,26.9,8,1,31.1,8,1
2022/9/16,23.4,8,1,27.2,8,1,,0,1,,0,1,23.4,8,1,28.0,8,1,25.4,8,1,28.6,8,1,25.0,8,1,28.3,8,1
2022/9/17,24.9,8,1,27.4,8,1,,0,1,,0,1,24.5,8,1,27.9,8,1,26.1,8,1,29.9,8,1,26.5,8,1,29.8,8,1
2022/9/18,24.1,8,1,27.2,8,1,,0,1,,0,1,24.8,8,1,28.3,8,1,25.0,8,1,28.3,8,1,25.1,8,1,28.5,8,1
2022/9/19,22.6,8,1,27.6,8,1,,0,1,,0,1,21.0,8,1,26.1,8,1,23.6,8,1,27.3,8,1,23.1,8,1,27.6,8,1
2022/9/20,18.5,8,1,26.6,8,1,,0,1,,0,1,17.9,8,1,27.9,8,1,20.0,8,1,26.9,8,1,19.6,8,1,27.9,8,1
2022/9/21,15.1,8,1,24.2,8,1,,0,1,,0,1,16.3,8,1,26.9,8,1,18.1,8,1,25.3,8,1,17.6,8,1,26.0,8,1
2022/9/22,18.5,8,1,26.3,8,1,,0,1,,0,1,19.0,8,1,27.7,8,1,20.6,8,1,27.9,8,1,19.6,8,1,28.4,8,1
2022/9/23,21.6,8,1,29.6,8,1,,0,1,,0,1,20.4,8,1,32.1,8,1,23.0,8,1,29.6,8,1,20.9,8,1,31.6,8,1
2022/9/24,20.4,8,1,28.0,8,1,,0,1,,0,1,20.5,8,1,31.5,8,1,22.6,8,1,29.1,8,1,21.6,8,1,30.8,8,1
2022/9/25,18.8,8,1,27.6,8,1,,0,1,,0,1,21.2,8,1,30.2,8,1,20.9,8,1,28.9,8,1,20.9,8,1,30.5,8,1
2022/9/26,21.8,8,1,28.3,8,1,,0,1,,0,1,21.3,8,1,29.4,8,1,22.8,8,1,26.9,8,1,22.7,8,1,28.7,8,1
2022/9/27,21.9,8,1,26.3,8,1,,0,1,,0,1,22.1,8,1,26.9,8,1,22.3,8,1,28.4,8,1,21.9,8,1,30.0,8,1
2022/9/28,20.3,8,1,27.2,8,1,,0,1,,0,1,21.4,8,1,30.1,8,1,22.2,8,1,28.4,8,1,21.9,8,1,30.0,8,1
2022/9/29,20.8,8,1,28.0,8,1,,0,1,,0,1,19.7,8,1,30.7,8,1,21.3,8,1,28.6,8,1,20.5,8,1,30.5,8,1
2022/9/30,19.7,8,1,27.2,8,1,,0,1,,0,1,20.2,8,1,29.6,8,1,21.6,8,1,28.0,8,1,20.6,8,1,29.5,8,1
2022/10/1,20.4,8,1,28.5,8,1,,0,1,,0,1,20.5,8,1,30.7,8,1,21.4,8,1,28.8,8,1,20.1,8,1,30.5,8,1
2022/10/2,19.5,8,1,27.6,8,1,,0,1,,0,1,19.4,8,1,29.0,8,1,21.0,8,1,29.5,8,1,19.9,8,1,30.0,8,1
2022/10/3,18.0,8,1,28.1,8,1,,0,1,,0,1,17.7,8,1,30.3,8,1,20.3,8,1,29.4,8,1,18.9,8,1,30.2,8,1
2022/10/4,19.4,8,1,30.5,8,1,,0,1,,0,1,19.4,8,1,30.6,8,1,21.7,8,1,30.7,8,1,20.8,8,1,30.8,8,1
2022/10/5,21.3,8,1,29.2,8,1,,0,1,,0,1,21.8,8,1,31.1,8,1,22.5,8,1,30.0,8,1,23.2,8,1,31.5,8,1
2022/10/6,19.1,8,1,24.4,8,1,,0,1,,0,1,19.5,8,1,27.6,8,1,21.4,8,1,26.3,8,1,19.8,8,1,28.4,8,1
2022/10/7,16.5,8,1,23.5,8,1,,0,1,,0,1,16.5,8,1,22.9,8,1,19.5,8,1,27.5,8,1,18.1,8,1,26.3,8,1
2022/10/8,14.8,8,1,23.4,8,1,,0,1,,0,1,14.7,8,1,25.0,8,1,17.9,8,1,24.8,8,1,16.2,8,1,25.2,8,1
2022/10/9,15.4,8,1,19.8,8,1,,0,1,,0,1,16.1,8,1,20.8,8,1,19.2,8,1,23.4,8,1,18.1,8,1,24.2,8,1
2022/10/10,15.2,8,1,23.5,8,1,,0,1,,0,1,14.3,8,1,23.1,8,1,15.1,8,1,25.0,8,1,15.8,8,1,25.2,8,1
2022/10/11,12.3,8,1,23.2,8,1,,0,1,,0,1,10.7,8,1,23.8,8,1,12.3,8,1,23.6,8,1,12.0,8,1,26.0,8,1
2022/10/12,13.8,8,1,20.1,8,1,,0,1,,0,1,15.4,8,1,22.4,8,1,17.0,8,1,22.6,8,1,14.8,8,1,21.7,8,1
2022/10/13,14.0,8,1,22.5,8,1,,0,1,,0,1,14.4,8,1,26.1,8,1,18.6,8,1,24.1,8,1,16.2,8,1,26.0,8,1
2022/10/14,15.2,8,1,24.4,8,1,,0,1,,0,1,17.3,8,1,27.5,8,1,21.7,8,1,25.9,8,1,20.9,8,1,28.0,8,1
2022/10/15,19.4,8,1,26.7,8,1,,0,1,,0,1,16.4,8,1,29.3,8,1,20.0,8,1,27.6,8,1,19.6,8,1,29.0,8,1
2022/10/16,18.8,8,1,26.9,8,1,,0,1,,0,1,17.4,8,1,29.1,8,1,20.3,8,1,28.1,8,1,19.7,8,1,29.6,8,1
2022/10/17,17.3,8,1,21.5,8,1,,0,1,,0,1,17.9,8,1,21.8,8,1,18.3,8,1,23.3,8,1,18.9,8,1,23.5,8,1
2022/10/18,12.7,8,1,22.9,8,1,,0,1,,0,1,14.0,8,1,23.7,8,1,16.6,8,1,24.3,8,1,14.4,8,1,24.6,8,1
2022/10/19,11.2,8,1,21.2,8,1,,0,1,,0,1,11.2,8,1,22.7,8,1,14.7,8,1,22.5,8,1,12.9,8,1,23.3,8,1
2022/10/20,8.4,8,1,20.0,8,1,,0,1,,0,1,8.6,8,1,22.4,8,1,14.2,8,1,22.5,8,1,10.8,8,1,23.2,8,1
2022/10/21,12.5,8,1,23.5,8,1,,0,1,,0,1,12.9,8,1,25.8,8,1,17.9,8,1,26.1,8,1,16.5,8,1,27.1,8,1
2022/10/22,15.5,8,1,25.5,8,1,,0,1,,0,1,14.4,8,1,28.1,8,1,18.1,8,1,26.6,8,1,16.3,8,1,28.3,8,1
2022/10/23,16.5,8,1,26.3,8,1,,0,1,,0,1,15.1,8,1,27.8,8,1,18.0,8,1,26.3,8,1,16.6,8,1,29.6,8,1
2022/10/24,11.6,8,1,24.3,8,1,,0,1,,0,1,10.9,8,1,23.5,8,1,15.2,8,1,24.5,8,1,11.8,8,1,25.2,8,1
2022/10/25,8.3,8,1,21.2,8,1,,0,1,,0,1,8.2,8,1,21.9,8,1,11.3,8,1,21.7,8,1,7.4,8,1,22.6,8,1
2022/10/26,7.5,8,1,20.0,8,1,,0,1,,0,1,7.3,8,1,22.3,8,1,14.6,8,1,21.8,8,1,11.8,8,1,22.3,8,1
2022/10/27,11.4,8,1,22.0,8,1,,0,1,,0,1,12.0,8,1,22.8,8,1,14.8,8,1,23.8,8,1,13.4,8,1,24.3,8,1
2022/10/28,14.9,8,1,22.3,8,1,,0,1,,0,1,15.7,8,1,24.1,8,1,18.8,8,1,23.2,8,1,17.7,8,1,24.7,8,1
2022/10/29,12.3,8,1,21.9,8,1,,0,1,,0,1,11.4,8,1,23.4,8,1,16.1,8,1,22.8,8,1,14.4,8,1,23.9,8,1
2022/10/30,9.3,8,1,20.4,8,1,,0,1,,0,1,9.4,8,1,22.4,8,1,14.7,8,1,21.5,8,1,13.2,8,1,22.8,8,1
2022/10/31,8.4,8,1,20.5,8,1,,0,1,,0,1,9.1,8,1,22.8,8,1,14.9,8,1,22.4,8,1,11.8,8,1,23.5,8,1
