Downloaded at: 2026/09/16 14:04:55

,Tano,Tano,Tano,Tano,Tano,Tano,Aoshima,Aoshima,Aoshima,Aoshima,Aoshima,Aoshima,Tomishiro,Tomishiro,Tomishiro,Tomishiro,Tomishiro,Tomishiro,Aburatsu,Aburatsu,Aburatsu,Aburatsu,Aburatsu,Aburatsu,Kushima,Kushima,Kushima,Kushima,Kushima,Kushima
Date,Min temperature (℃),Min temperature (℃),Min temperature (℃),Max temperature (℃),Max temperature (℃),Max temperature (℃),Min temperature (℃),Min temperature (℃),Min temperature (℃),Max temperature (℃),Max temperature (℃),Max temperature (℃),Min temperature (℃),Min temperature (℃),Min temperature (℃),Max temperature (℃),Max temperature (℃),Max temperature (℃),Min temperature (℃),Min temperature (℃),Min temperature (℃),Max temperature (℃),Max temperature (℃),Max temperature (℃),Min temperature (℃),Min temperature (℃),Min temperature (℃),Max temperature (℃),Max temperature (℃),Max temperature (℃)
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Quality info,Homogeneity no.,,Quality info,Homogeneity no.,,Quality info,Homogeneity no.,,Quality info,Homogeneity no.,,Quality info,Homogeneity no.,,Quality info,Homogeneity no.,,Quality info,Homogeneity no.,,Quality info,Homogeneity no.,,Quality info,Homogeneity no.,,Quality info,Homogeneity no.
2023/4/13,9.1,8,1,21.3,8,1,,0,1,,0,1,7.9,8,1,25.5,8,1,11.6,8,1,21.4,8,1,9.7,8,1,23.3,8,1
2023/4/14,11.3,8,1,17.6,8,1,,0,1,,0,1,11.8,8,1,17.7,8,1,13.5,8,1,20.1,8,1,12.2,8,1,19.6,8,1
2023/4/15,14.1,8,1,22.0,8,1,,0,1,,0,1,14.2,8,1,21.7,8,1,15.2,8,1,22.4,8,1,15.8,8,1,21.4,8,1
2023/4/16,12.8,8,1,22.4,8,1,,0,1,,0,1,11.5,8,1,22.2,8,1,12.6,8,1,23.7,8,1,13.9,8,1,23.6,8,1
2023/4/17,9.6,8,1,20.2,8,1,,0,1,,0,1,9.1,8,1,23.1,8,1,11.9,8,1,20.2,8,1,10.0,8,1,22.4,8,1
2023/4/18,8.9,8,1,27.6,8,1,,0,1,,0,1,9.2,8,1,26.0,8,1,11.6,8,1,23.8,8,1,10.1,8,1,23.7,8,1
2023/4/19,17.7,8,1,24.9,8,1,,0,1,,0,1,15.5,8,1,25.3,8,1,16.4,8,1,23.2,8,1,15.0,8,1,24.7,8,1
2023/4/20,16.8,8,1,21.1,8,1,,0,1,,0,1,16.9,8,1,22.4,8,1,17.8,8,1,22.1,8,1,17.0,8,1,22.5,8,1
2023/4/21,14.5,8,1,21.4,8,1,,0,1,,0,1,16.6,8,1,21.1,8,1,18.0,8,1,20.6,8,1,17.5,8,1,20.1,8,1
2023/4/22,13.5,8,1,20.2,8,1,,0,1,,0,1,13.7,8,1,24.2,8,1,16.4,8,1,20.2,8,1,15.8,8,1,21.4,8,1
2023/4/23,8.9,8,1,20.3,8,1,,0,1,,0,1,10.6,8,1,22.7,8,1,12.7,8,1,21.0,8,1,12.1,8,1,21.5,8,1
2023/4/24,9.6,8,1,17.9,8,1,,0,1,,0,1,9.7,8,1,18.0,8,1,11.4,8,1,18.8,8,1,11.1,8,1,19.0,8,1
2023/4/25,9.9,8,1,15.8,8,1,,0,1,,0,1,9.9,8,1,19.1,8,1,11.8,8,1,20.2,8,1,12.0,8,1,20.2,8,1
2023/4/26,12.0,8,1,21.1,8,1,,0,1,,0,1,10.4,8,1,21.5,8,1,13.2,8,1,23.4,8,1,11.5,8,1,23.4,8,1
2023/4/27,7.1,8,1,19.7,8,1,,0,1,,0,1,6.3,8,1,22.8,8,1,9.8,8,1,20.5,8,1,7.1,8,1,21.4,8,1
2023/4/28,9.1,8,1,22.1,8,1,,0,1,,0,1,10.0,8,1,23.5,8,1,12.0,8,1,22.9,8,1,10.3,8,1,23.7,8,1
2023/4/29,14.4,8,1,21.7,8,1,,0,1,,0,1,15.1,8,1,21.9,8,1,16.4,8,1,22.4,8,1,16.3,8,1,22.6,8,1
2023/4/30,12.3,8,1,19.7,8,1,,0,1,,0,1,12.5,8,1,19.3,8,1,14.2,8,1,21.5,8,1,12.4,8,1,20.5,8,1
2023/5/1,11.2,8,1,25.1,8,1,,0,1,,0,1,9.3,8,1,25.4,8,1,11.2,8,1,24.4,8,1,9.0,8,1,27.0,8,1
2023/5/2,9.0,8,1,22.0,8,1,,0,1,,0,1,9.0,8,1,25.0,8,1,12.3,8,1,22.1,8,1,9.9,8,1,23.6,8,1
2023/5/3,7.2,8,1,21.0,8,1,,0,1,,0,1,7.7,8,1,24.4,8,1,10.4,8,1,22.4,8,1,9.3,8,1,22.8,8,1
2023/5/4,15.8,8,1,19.9,8,1,,0,1,,0,1,16.4,8,1,21.5,8,1,17.3,8,1,21.4,8,1,17.5,8,1,21.4,8,1
2023/5/5,15.9,8,1,22.6,8,1,,0,1,,0,1,16.0,8,1,25.3,8,1,17.7,8,1,24.7,8,1,17.8,8,1,24.9,8,1
2023/5/6,18.2,8,1,25.0,8,1,,0,1,,0,1,20.4,8,1,23.0,8,1,20.9,8,1,23.0,8,1,20.9,8,1,23.0,8,1
2023/5/7,18.7,8,1,23.8,8,1,,0,1,,0,1,17.5,8,1,22.8,8,1,20.2,8,1,23.1,8,1,19.8,8,1,22.2,8,1
2023/5/8,14.0,8,1,21.5,8,1,,0,1,,0,1,14.1,8,1,24.2,8,1,16.5,8,1,22.0,8,1,13.6,8,1,23.1,8,1
2023/5/9,8.9,8,1,21.8,8,1,,0,1,,0,1,10.1,8,1,23.9,8,1,12.6,8,1,22.2,8,1,9.4,8,1,23.3,8,1
2023/5/10,10.7,8,1,24.1,8,1,,0,1,,0,1,10.3,8,1,26.8,8,1,12.8,8,1,22.2,8,1,10.4,8,1,23.0,8,1
2023/5/11,10.8,8,1,23.5,8,1,,0,1,,0,1,11.4,8,1,27.0,8,1,13.2,8,1,22.6,8,1,11.8,8,1,25.8,8,1
2023/5/12,11.1,8,1,23.7,8,1,,0,1,,0,1,11.6,8,1,27.2,8,1,12.9,8,1,23.2,8,1,11.1,8,1,26.3,8,1
2023/5/13,15.1,8,1,18.1,8,1,,0,1,,0,1,15.4,8,1,18.1,8,1,16.5,8,1,20.2,8,1,16.3,8,1,20.2,8,1
2023/5/14,15.0,8,1,22.5,8,1,,0,1,,0,1,15.4,8,1,26.9,8,1,16.8,8,1,22.4,8,1,16.7,8,1,24.9,8,1
2023/5/15,13.9,8,1,24.7,8,1,,0,1,,0,1,14.6,8,1,28.0,8,1,15.2,8,1,23.4,8,1,14.3,8,1,25.3,8,1
2023/5/16,13.8,8,1,30.5,8,1,,0,1,,0,1,13.3,8,1,30.3,8,1,14.8,8,1,28.5,8,1,12.8,8,1,25.5,8,1
2023/5/17,16.6,8,1,28.9,8,1,,0,1,,0,1,15.9,8,1,30.9,8,1,17.1,8,1,27.3,8,1,15.4,8,1,27.3,8,1
2023/5/18,16.2,8,1,20.6,8,1,,0,1,,0,1,16.8,8,1,21.8,8,1,17.2,8,1,21.9,8,1,17.3,8,1,22.5,8,1
2023/5/19,16.7,8,1,25.1,8,1,,0,1,,0,1,17.3,8,1,25.4,8,1,18.4,8,1,24.2,8,1,18.8,8,1,25.0,8,1
2023/5/20,18.2,8,1,25.3,8,1,,0,1,,0,1,18.6,8,1,28.4,8,1,19.0,8,1,23.7,8,1,19.3,8,1,26.4,8,1
2023/5/21,18.8,8,1,28.7,8,1,,0,1,,0,1,18.9,8,1,30.1,8,1,19.3,8,1,27.4,8,1,18.5,8,1,26.6,8,1
2023/5/22,17.2,8,1,27.1,8,1,,0,1,,0,1,16.2,8,1,29.5,8,1,17.5,8,1,26.3,8,1,15.9,8,1,25.8,8,1
2023/5/23,13.7,8,1,25.4,8,1,,0,1,,0,1,15.6,8,1,28.2,8,1,16.7,8,1,24.2,8,1,15.8,8,1,25.7,8,1
2023/5/24,12.0,8,1,23.5,8,1,,0,1,,0,1,11.1,8,1,27.9,8,1,12.6,8,1,23.5,8,1,10.5,8,1,25.1,8,1
2023/5/25,14.7,8,1,24.1,8,1,,0,1,,0,1,16.0,8,1,26.6,8,1,16.5,8,1,23.5,8,1,15.9,8,1,25.1,8,1
2023/5/26,15.4,8,1,25.1,8,1,,0,1,,0,1,16.5,8,1,27.8,8,1,17.7,8,1,24.2,8,1,18.5,8,1,26.6,8,1
2023/5/27,18.7,8,1,24.0,8,1,,0,1,,0,1,17.3,8,1,26.3,8,1,20.3,8,1,24.5,8,1,19.7,8,1,25.8,8,1
2023/5/28,18.2,8,1,22.0,8,1,,0,1,,0,1,18.9,8,1,26.7,8,1,19.4,8,1,24.1,8,1,19.6,8,1,26.2,8,1
2023/5/29,18.7,8,1,32.1,8,1,,0,1,,0,1,20.3,8,1,32.3,8,1,21.1,8,1,29.0,8,1,21.4,8,1,27.9,8,1
2023/5/30,22.0,8,1,30.2,8,1,,0,1,,0,1,23.2,8,1,32.2,8,1,22.3,8,1,31.2,8,1,23.9,8,1,30.0,8,1
2023/5/31,17.5,8,1,22.0,8,1,,0,1,,0,1,18.0,8,1,24.5,8,1,19.1,8,1,23.3,8,1,19.5,8,1,25.2,8,1
2023/6/1,17.4,8,1,20.1,8,1,,0,1,,0,1,18.0,8,1,20.9,8,1,19.9,8,1,22.1,8,1,19.6,8,1,22.9,8,1
2023/6/2,19.6,8,1,22.9,8,1,,0,1,,0,1,20.0,8,1,26.5,8,1,20.8,8,1,26.7,8,1,21.7,8,1,27.3,8,1
2023/6/3,17.2,8,1,29.9,8,1,,0,1,,0,1,17.5,8,1,30.8,8,1,18.9,8,1,27.7,8,1,18.6,8,1,31.0,8,1
2023/6/4,16.8,8,1,28.1,8,1,,0,1,,0,1,16.7,8,1,30.3,8,1,18.4,8,1,27.0,8,1,17.2,8,1,28.8,8,1
2023/6/5,16.7,8,1,27.1,8,1,,0,1,,0,1,16.5,8,1,28.0,8,1,17.6,8,1,26.2,8,1,16.0,8,1,27.1,8,1
2023/6/6,15.1,8,1,20.5,8,1,,0,1,,0,1,15.3,8,1,21.0,8,1,16.0,8,1,21.6,8,1,15.8,8,1,21.0,8,1
2023/6/7,16.0,8,1,27.9,8,1,,0,1,,0,1,17.6,8,1,29.7,8,1,17.9,8,1,25.6,8,1,19.4,8,1,27.1,8,1
2023/6/8,17.0,8,1,24.3,8,1,,0,1,,0,1,18.3,8,1,24.0,8,1,18.2,8,1,25.5,8,1,18.7,8,1,25.0,8,1
2023/6/9,18.6,8,1,24.7,8,1,,0,1,,0,1,19.1,8,1,25.1,8,1,20.3,8,1,23.9,8,1,19.8,8,1,24.8,8,1
2023/6/10,18.1,8,1,21.4,8,1,,0,1,,0,1,18.1,8,1,20.0,8,1,19.1,8,1,21.7,8,1,19.0,8,1,21.0,8,1
2023/6/11,19.4,8,1,22.4,8,1,,0,1,,0,1,19.2,8,1,23.7,8,1,20.0,8,1,23.7,8,1,19.9,8,1,23.8,8,1
2023/6/12,19.5,8,1,23.8,8,1,,0,1,,0,1,19.7,8,1,27.3,8,1,20.9,8,1,25.9,8,1,21.2,8,1,27.0,8,1
2023/6/13,20.5,8,1,25.9,8,1,,0,1,,0,1,21.0,8,1,29.1,8,1,21.4,8,1,25.9,8,1,21.4,8,1,27.5,8,1
2023/6/14,20.5,8,1,24.1,8,1,,0,1,,0,1,20.8,8,1,25.0,8,1,21.7,8,1,26.1,8,1,21.7,8,1,26.0,8,1
2023/6/15,18.9,8,1,26.0,8,1,,0,1,,0,1,19.9,8,1,27.9,8,1,20.4,8,1,26.4,8,1,20.9,8,1,27.2,8,1
2023/6/16,17.1,8,1,28.0,8,1,,0,1,,0,1,16.8,8,1,28.6,8,1,17.8,8,1,26.0,8,1,17.1,8,1,27.7,8,1
2023/6/17,18.3,8,1,28.5,8,1,,0,1,,0,1,18.1,8,1,26.3,8,1,19.1,8,1,25.7,8,1,18.3,8,1,24.9,8,1
2023/6/18,19.4,8,1,21.5,8,1,,0,1,,0,1,19.0,8,1,21.8,8,1,20.2,8,1,23.2,8,1,20.1,8,1,22.9,8,1
2023/6/19,18.5,8,1,29.9,8,1,,0,1,,0,1,18.7,8,1,33.1,8,1,19.4,8,1,28.4,8,1,18.2,8,1,28.3,8,1
2023/6/20,18.7,8,1,28.8,8,1,,0,1,,0,1,19.4,8,1,30.6,8,1,19.8,8,1,27.5,8,1,18.3,8,1,29.1,8,1
2023/6/21,21.6,8,1,23.7,8,1,,0,1,,0,1,21.5,8,1,24.4,8,1,22.9,8,1,24.8,8,1,22.7,8,1,24.9,8,1
2023/6/22,21.3,8,1,29.2,8,1,,0,1,,0,1,20.2,8,1,29.0,8,1,21.3,8,1,30.6,8,1,21.5,8,1,29.4,8,1
2023/6/23,18.7,8,1,29.4,8,1,,0,1,,0,1,20.3,8,1,29.7,8,1,20.5,8,1,28.4,8,1,21.1,8,1,28.1,8,1
2023/6/24,20.8,8,1,27.4,8,1,,0,1,,0,1,20.9,8,1,28.0,8,1,21.9,8,1,26.7,8,1,20.8,8,1,28.1,8,1
2023/6/25,20.8,8,1,24.6,8,1,,0,1,,0,1,21.3,8,1,25.0,8,1,22.2,8,1,25.9,8,1,21.8,8,1,27.1,8,1
2023/6/26,21.0,8,1,31.5,8,1,,0,1,,0,1,21.9,8,1,31.7,8,1,22.5,8,1,30.9,8,1,22.8,8,1,30.4,8,1
2023/6/27,22.0,8,1,33.1,8,1,,0,1,,0,1,23.2,8,1,32.8,8,1,24.1,8,1,32.0,8,1,23.2,8,1,31.4,8,1
2023/6/28,24.8,8,1,32.1,8,1,,0,1,,0,1,24.0,8,1,31.6,8,1,24.6,8,1,31.9,8,1,24.3,8,1,31.8,8,1
2023/6/29,25.0,8,1,32.9,8,1,,0,1,,0,1,23.9,8,1,31.9,8,1,24.8,8,1,32.1,8,1,25.0,8,1,31.8,8,1
2023/6/30,24.8,8,1,31.0,8,1,,0,1,,0,1,24.3,8,1,28.8,8,1,25.9,8,1,32.3,8,1,25.8,8,1,32.3,8,1
2023/7/1,22.9,8,1,27.4,8,1,,0,1,,0,1,22.3,8,1,26.0,8,1,23.2,8,1,26.6,8,1,22.9,8,1,26.6,8,1
2023/7/2,23.1,8,1,30.7,8,1,,0,1,,0,1,22.7,8,1,30.5,8,1,23.6,8,1,31.7,8,1,23.5,8,1,30.4,8,1
2023/7/3,20.9,8,1,27.1,8,1,,0,1,,0,1,25.0,4,1,26.7,4,1,22.0,8,1,27.4,8,1,24.1,8,1,27.3,8,1
2023/7/4,21.4,8,1,28.6,8,1,,0,1,,0,1,24.7,4,1,27.4,4,1,22.1,8,1,25.7,8,1,24.0,8,1,27.1,8,1
2023/7/5,23.6,8,1,29.0,8,1,,0,1,,0,1,24.6,8,1,29.7,8,1,24.2,8,1,29.7,8,1,24.1,8,1,29.5,8,1
2023/7/6,24.9,8,1,31.5,8,1,,0,1,,0,1,23.5,8,1,32.8,8,1,23.8,8,1,31.1,8,1,24.4,8,1,30.3,8,1
2023/7/7,25.0,8,1,32.4,8,1,,0,1,,0,1,25.4,8,1,32.1,8,1,25.1,8,1,32.5,8,1,25.4,8,1,32.6,8,1
2023/7/8,27.1,8,1,31.7,8,1,,0,1,,0,1,26.4,8,1,32.3,8,1,26.9,8,1,32.8,8,1,25.9,8,1,32.9,8,1
2023/7/9,26.8,8,1,31.3,8,1,,0,1,,0,1,25.5,8,1,32.1,8,1,26.8,8,1,33.0,8,1,26.8,8,1,32.7,8,1
2023/7/10,26.8,8,1,34.2,8,1,,0,1,,0,1,26.0,8,1,33.2,8,1,26.2,8,1,33.5,8,1,25.6,8,1,32.9,8,1
2023/7/11,24.8,8,1,33.9,8,1,,0,1,,0,1,23.9,8,1,33.7,8,1,24.5,8,1,33.1,8,1,24.0,8,1,32.4,8,1
2023/7/12,25.7,8,1,31.6,8,1,,0,1,,0,1,24.4,8,1,31.3,8,1,25.9,8,1,32.9,8,1,25.5,8,1,32.7,8,1
2023/7/13,24.6,8,1,33.4,8,1,,0,1,,0,1,25.0,8,1,32.5,8,1,26.4,8,1,33.7,8,1,25.1,8,1,33.5,8,1
2023/7/14,22.9,8,1,31.9,8,1,,0,1,,0,1,23.9,8,1,31.9,8,1,25.7,8,1,30.7,8,1,24.8,8,1,30.1,8,1
2023/7/15,23.8,8,1,33.4,8,1,,0,1,,0,1,24.8,8,1,32.2,8,1,25.4,8,1,30.8,8,1,26.5,8,1,31.6,8,1
2023/7/16,23.1,8,1,34.5,8,1,,0,1,,0,1,24.1,8,1,34.2,8,1,24.9,8,1,32.0,8,1,25.5,8,1,32.1,8,1
2023/7/17,22.6,8,1,33.3,8,1,,0,1,,0,1,23.8,8,1,34.1,8,1,25.3,8,1,31.6,8,1,24.9,8,1,32.6,8,1
2023/7/18,23.1,8,1,33.8,8,1,,0,1,,0,1,24.3,8,1,33.3,8,1,24.9,8,1,32.2,8,1,24.8,8,1,32.2,8,1
2023/7/19,24.4,8,1,32.5,8,1,,0,1,,0,1,24.6,8,1,31.6,8,1,25.9,8,1,30.0,8,1,25.5,8,1,28.8,8,1
2023/7/20,25.1,8,1,31.4,8,1,,0,1,,0,1,25.2,8,1,32.1,8,1,25.1,8,1,30.4,8,1,24.8,8,1,31.7,8,1
2023/7/21,23.2,8,1,29.1,8,1,,0,1,,0,1,24.5,8,1,29.9,8,1,24.6,8,1,30.0,8,1,24.6,8,1,30.0,8,1
2023/7/22,22.7,8,1,30.8,8,1,,0,1,,0,1,23.8,8,1,31.7,8,1,23.9,8,1,30.8,8,1,23.1,8,1,32.0,8,1
2023/7/23,23.5,8,1,31.5,8,1,,0,1,,0,1,24.4,8,1,34.8,8,1,25.4,8,1,31.7,8,1,25.4,8,1,32.5,8,1
2023/7/24,23.1,8,1,30.7,8,1,,0,1,,0,1,23.6,8,1,31.3,8,1,24.5,8,1,30.5,8,1,24.5,8,1,32.6,8,1
2023/7/25,23.1,8,1,30.4,8,1,,0,1,,0,1,23.6,8,1,32.0,8,1,25.0,8,1,31.5,8,1,24.7,8,1,32.9,8,1
2023/7/26,24.4,8,1,30.8,8,1,,0,1,,0,1,24.3,8,1,35.1,8,1,25.5,8,1,31.8,8,1,24.7,8,1,32.6,8,1
2023/7/27,23.6,8,1,32.1,8,1,,0,1,,0,1,23.7,8,1,34.5,8,1,25.0,8,1,32.4,8,1,24.3,8,1,33.3,8,1
2023/7/28,23.2,8,1,31.8,8,1,,0,1,,0,1,23.8,8,1,34.3,8,1,24.9,8,1,32.6,8,1,24.0,8,1,32.8,8,1
2023/7/29,24.6,8,1,31.4,8,1,,0,1,,0,1,24.3,8,1,33.6,8,1,24.7,8,1,32.5,8,1,24.8,8,1,31.6,8,1
2023/7/30,22.2,8,1,28.8,8,1,,0,1,,0,1,23.0,8,1,31.4,8,1,24.8,8,1,30.8,8,1,24.0,8,1,30.5,8,1
2023/7/31,24.3,8,1,27.9,8,1,,0,1,,0,1,24.6,8,1,29.4,8,1,24.5,8,1,30.0,8,1,24.6,8,1,30.0,8,1
2023/8/1,25.5,8,1,29.1,8,1,,0,1,,0,1,25.3,8,1,32.9,8,1,26.7,8,1,31.2,8,1,26.5,8,1,31.3,8,1
2023/8/2,24.0,8,1,30.7,8,1,,0,1,,0,1,24.4,8,1,33.7,8,1,24.9,8,1,32.0,8,1,25.5,8,1,32.3,8,1
2023/8/3,24.8,8,1,30.5,8,1,,0,1,,0,1,24.8,8,1,32.8,8,1,25.8,8,1,31.7,8,1,25.7,8,1,31.3,8,1
2023/8/4,24.5,8,1,29.4,8,1,,0,1,,0,1,24.9,8,1,33.0,8,1,25.5,8,1,31.6,8,1,25.6,8,1,31.8,8,1
2023/8/5,25.2,8,1,27.9,8,1,,0,1,,0,1,24.5,8,1,30.0,8,1,25.7,8,1,29.2,8,1,25.9,8,1,28.8,8,1
2023/8/6,25.6,8,1,28.8,8,1,,0,1,,0,1,25.3,8,1,32.5,8,1,27.0,8,1,29.8,8,1,26.9,8,1,30.3,8,1
2023/8/7,24.6,8,1,28.5,8,1,,0,1,,0,1,25.2,8,1,29.6,8,1,26.1,8,1,30.1,8,1,26.0,8,1,29.5,8,1
2023/8/8,25.3,8,1,27.6,8,1,,0,1,,0,1,25.5,8,1,28.1,8,1,26.5,8,1,28.7,8,1,26.5,8,1,29.1,8,1
2023/8/9,26.0,8,1,27.9,8,1,,0,1,,0,1,25.9,8,1,28.0,8,1,26.8,8,1,28.1,8,1,26.8,8,1,28.4,8,1
2023/8/10,25.5,8,1,32.8,8,1,,0,1,,0,1,25.9,8,1,32.5,8,1,26.2,8,1,30.9,8,1,26.0,8,1,29.9,8,1
2023/8/11,23.4,8,1,31.3,8,1,,0,1,,0,1,23.9,8,1,32.7,8,1,25.0,8,1,30.7,8,1,24.8,8,1,32.4,8,1
2023/8/12,23.9,8,1,31.2,8,1,,0,1,,0,1,23.8,8,1,33.5,8,1,24.6,8,1,30.9,8,1,24.8,8,1,32.5,8,1
2023/8/13,23.2,8,1,33.0,8,1,,0,1,,0,1,22.2,8,1,35.1,8,1,24.1,8,1,31.7,8,1,22.9,8,1,33.9,8,1
2023/8/14,23.8,8,1,36.3,8,1,,0,1,,0,1,23.7,8,1,35.0,8,1,24.9,8,1,34.5,8,1,23.6,8,1,34.0,8,1
2023/8/15,24.3,8,1,34.7,8,1,,0,1,,0,1,24.1,8,1,33.6,8,1,24.8,8,1,32.6,8,1,25.1,8,1,33.9,8,1
2023/8/16,24.6,8,1,31.0,8,1,,0,1,,0,1,24.3,8,1,31.9,8,1,25.3,8,1,30.9,8,1,24.4,8,1,29.9,8,1
2023/8/17,23.7,8,1,30.8,8,1,,0,1,,0,1,23.5,8,1,31.8,8,1,24.4,8,1,31.0,8,1,23.5,8,1,32.2,8,1
2023/8/18,24.1,8,1,28.6,8,1,,0,1,,0,1,24.0,8,1,29.3,8,1,25.1,8,1,29.6,8,1,25.1,8,1,29.6,8,1
2023/8/19,25.2,8,1,32.5,8,1,,0,1,,0,1,25.1,8,1,33.9,8,1,25.8,8,1,31.7,8,1,25.6,8,1,31.6,8,1
2023/8/20,24.0,8,1,32.9,8,1,,0,1,,0,1,25.0,8,1,34.8,8,1,25.0,8,1,32.2,8,1,23.6,8,1,33.5,8,1
2023/8/21,23.2,8,1,31.9,8,1,,0,1,,0,1,24.0,8,1,33.8,8,1,24.8,8,1,32.4,8,1,23.6,8,1,33.2,8,1
2023/8/22,24.8,8,1,30.5,8,1,,0,1,,0,1,23.3,8,1,32.7,8,1,25.0,8,1,32.1,8,1,24.0,8,1,32.9,8,1
2023/8/23,23.9,8,1,29.4,8,1,,0,1,,0,1,24.3,8,1,30.2,8,1,25.9,8,1,32.0,8,1,25.7,8,1,31.5,8,1
2023/8/24,23.6,8,1,32.2,8,1,,0,1,,0,1,23.8,8,1,32.3,8,1,25.1,8,1,32.3,8,1,24.9,8,1,32.4,8,1
2023/8/25,23.7,8,1,28.6,8,1,,0,1,,0,1,22.7,8,1,31.4,8,1,24.9,8,1,30.6,8,1,24.5,8,1,30.5,8,1
2023/8/26,23.8,8,1,30.6,8,1,,0,1,,0,1,22.9,8,1,33.6,8,1,24.1,8,1,31.9,8,1,23.9,8,1,31.3,8,1
2023/8/27,23.5,8,1,29.2,8,1,,0,1,,0,1,23.2,8,1,31.8,8,1,24.5,8,1,31.7,8,1,23.6,8,1,31.7,8,1
2023/8/28,22.6,8,1,31.6,8,1,,0,1,,0,1,22.5,8,1,33.5,8,1,23.8,8,1,32.2,8,1,23.3,8,1,32.0,8,1
2023/8/29,21.8,8,1,32.7,8,1,,0,1,,0,1,22.7,8,1,33.1,8,1,25.3,8,1,32.2,8,1,23.9,8,1,32.9,8,1
2023/8/30,24.0,8,1,29.1,8,1,,0,1,,0,1,23.9,8,1,30.0,8,1,25.8,8,1,30.7,8,1,24.8,8,1,30.0,8,1
2023/8/31,23.5,8,1,27.4,8,1,,0,1,,0,1,24.0,8,1,28.9,8,1,24.0,8,1,28.2,8,1,24.3,8,1,27.9,8,1
2023/9/1,24.2,8,1,30.8,8,1,,0,1,,0,1,24.0,8,1,31.5,8,1,26.2,8,1,30.8,8,1,25.7,8,1,30.9,8,1
2023/9/2,23.1,8,1,30.3,8,1,,0,1,,0,1,23.6,8,1,33.7,8,1,24.6,8,1,31.4,8,1,24.8,8,1,31.2,8,1
2023/9/3,23.9,8,1,30.8,8,1,,0,1,,0,1,23.1,8,1,32.8,8,1,24.5,8,1,31.1,8,1,24.1,8,1,32.0,8,1
2023/9/4,22.6,8,1,34.0,8,1,,0,1,,0,1,22.1,8,1,35.0,8,1,24.2,8,1,34.0,8,1,22.2,8,1,34.2,8,1
2023/9/5,23.6,8,1,28.6,8,1,,0,1,,0,1,23.7,8,1,30.5,8,1,24.7,8,1,30.2,8,1,25.0,8,1,31.8,8,1
2023/9/6,22.6,8,1,31.4,8,1,,0,1,,0,1,23.2,8,1,32.6,8,1,23.9,8,1,31.3,8,1,23.5,8,1,32.0,8,1
2023/9/7,22.6,8,1,30.7,8,1,,0,1,,0,1,23.3,8,1,33.8,8,1,24.0,8,1,31.1,8,1,23.1,8,1,33.1,8,1
2023/9/8,22.6,8,1,32.6,8,1,,0,1,,0,1,22.5,8,1,32.0,8,1,23.9,8,1,30.8,8,1,22.2,8,1,32.6,8,1
2023/9/9,21.9,8,1,29.4,8,1,,0,1,,0,1,21.4,8,1,30.7,8,1,23.0,8,1,30.1,8,1,21.5,8,1,30.2,8,1
2023/9/10,21.6,8,1,30.2,8,1,,0,1,,0,1,21.5,8,1,31.7,8,1,23.4,8,1,30.8,8,1,22.1,8,1,31.3,8,1
2023/9/11,21.1,8,1,30.5,8,1,,0,1,,0,1,21.2,8,1,31.7,8,1,22.7,8,1,29.9,8,1,21.6,8,1,30.5,8,1
2023/9/12,22.6,8,1,27.3,8,1,,0,1,,0,1,21.6,8,1,30.8,8,1,23.0,8,1,29.7,8,1,22.6,8,1,30.8,8,1
2023/9/13,23.3,8,1,25.6,8,1,,0,1,,0,1,23.4,8,1,28.1,8,1,24.4,8,1,29.4,8,1,24.6,8,1,30.6,8,1
2023/9/14,23.2,8,1,29.7,8,1,,0,1,,0,1,23.3,8,1,30.6,8,1,24.6,8,1,31.1,8,1,23.8,8,1,31.2,8,1
2023/9/15,22.7,8,1,31.3,8,1,,0,1,,0,1,23.1,8,1,33.2,8,1,23.9,8,1,31.2,8,1,23.7,8,1,31.4,8,1
2023/9/16,22.4,8,1,32.8,8,1,,0,1,,0,1,23.0,8,1,33.5,8,1,24.3,8,1,31.6,8,1,24.1,8,1,31.7,8,1
2023/9/17,22.1,8,1,32.1,8,1,,0,1,,0,1,22.4,8,1,33.3,8,1,24.2,8,1,31.6,8,1,24.6,8,1,32.3,8,1
2023/9/18,22.4,8,1,32.3,8,1,,0,1,,0,1,22.4,8,1,32.8,8,1,24.4,8,1,31.4,8,1,24.3,8,1,31.6,8,1
2023/9/19,22.4,8,1,31.3,8,1,,0,1,,0,1,22.8,8,1,33.2,8,1,24.3,8,1,31.4,8,1,23.4,8,1,31.3,8,1
2023/9/20,22.1,8,1,31.5,8,1,,0,1,,0,1,22.8,8,1,32.7,8,1,23.6,8,1,31.2,8,1,22.9,8,1,31.4,8,1
2023/9/21,22.8,8,1,32.9,8,1,,0,1,,0,1,24.6,8,1,33.0,8,1,26.6,8,1,33.4,8,1,24.5,8,1,32.9,8,1
2023/9/22,23.8,8,1,31.0,8,1,,0,1,,0,1,23.2,8,1,32.5,8,1,24.0,8,1,31.1,8,1,23.5,8,1,32.0,8,1
2023/9/23,20.8,8,1,26.8,8,1,,0,1,,0,1,21.9,8,1,28.9,8,1,22.6,8,1,27.7,8,1,22.6,8,1,28.4,8,1
